ID,NodeType,weight,x,y,color,label
A0A178UA82,1,1,-9.05254459381104,-2.16934704780579,#006400,A0A178UA82
A0A178UDF8,2,1,-8.93916702270508,-0.16387477517128,#00008B,A0A178UDF8
A0A178UED2,5,1,-9.15760707855225,-0.505689740180969,#FFD700,A0A178UED2
A0A178UGA9,5,1,-9.12633228302002,-1.60147786140442,#FFD700,A0A178UGA9
A0A178UP49,1,1,-9.89570236206055,-2.53940629959106,#006400,A0A178UP49
A0A178UQN6,3,1,-6.99933385848999,-0.21063306927681,#B03060,A0A178UQN6
A0A178URY2,4,1,-7.60810804367065,-2.20389366149902,#FF4500,A0A178URY2
A0A178UWL7,2,1,-8.17327690124512,-0.969770312309265,#00008B,A0A178UWL7
A0A178UXQ0,1,1,-8.6174955368042,-2.20994091033936,#006400,A0A178UXQ0
A0A178UYP1,5,1,-9.98274803161621,-1.66827833652496,#FFD700,A0A178UYP1
A0A178V0J4,3,1,-6.66917133331299,-1.45116257667542,#B03060,A0A178V0J4
A0A178V1C5_1,1,1,-8.95773410797119,-2.50736474990845,#006400,A0A178V1C5_1
A0A178V3G1,5,1,-9.69829845428467,-1.37912547588348,#FFD700,A0A178V3G1
A0A178V4S8,3,1,-7.15840291976929,-0.159081682562828,#B03060,A0A178V4S8
A0A178VYI2,2,1,-8.1598014831543,0.0627679154276848,#00008B,A0A178VYI2
A0A178W1Y6,3,1,-7.593909740448,-1.26719486713409,#B03060,A0A178W1Y6
A0A178W501,2,1,-8.86139869689941,-0.348181158304214,#00008B,A0A178W501
A0A178W6B2,2,1,-8.27692317962646,-0.911946177482605,#00008B,A0A178W6B2
A0A178W6L4,2,1,-7.85704469680786,0.0127510773018003,#00008B,A0A178W6L4
A0A178W7A5,3,1,-7.18192386627197,-1.36985754966736,#B03060,A0A178W7A5
A0A178WB81,4,1,-7.60570335388184,-1.31779325008392,#FF4500,A0A178WB81
A0A178WC31,5,1,-10.0212249755859,-1.56942045688629,#FFD700,A0A178WC31
A0A178WGJ8,4,1,-6.75427055358887,-1.93848836421967,#FF4500,A0A178WGJ8
A0A178WJH0,4,1,-7.354905128479,-2.08216762542725,#FF4500,A0A178WJH0
A0A178WJJ5,1,1,-9.18615341186523,-2.32054781913757,#006400,A0A178WJJ5
A0A178WP44,4,1,-7.47995090484619,-2.79638409614563,#FF4500,A0A178WP44
A0A178WPD2,1,1,-9.58358287811279,-2.14502263069153,#006400,A0A178WPD2
A0A1I9LNH5,5,1,-8.93985939025879,-1.44118249416351,#FFD700,A0A1I9LNH5
A0A1I9LNS3,4,1,-7.93142890930176,-2.92022299766541,#FF4500,A0A1I9LNS3
A0A1I9LP79,3,1,-6.94195032119751,-0.190099790692329,#B03060,A0A1I9LP79
A0A1I9LQ90,4,1,-8.13716125488281,-3.28876566886902,#FF4500,A0A1I9LQ90
A0A1I9LS19,2,1,-7.54943370819092,-0.3604536652565,#00008B,A0A1I9LS19
A0A1I9LSN5,4,1,-7.69783973693848,-2.67786693572998,#FF4500,A0A1I9LSN5
A0A1P8AMN4,4,1,-7.86772871017456,-2.35456418991089,#FF4500,A0A1P8AMN4
A0A1P8AN89,1,1,-8.91216659545898,-2.85758948326111,#006400,A0A1P8AN89
A0A1P8APL7,1,1,-10.1128578186035,-1.77147722244263,#006400,A0A1P8APL7
A0A1P8AQ87,5,1,-8.9846887588501,-0.836999237537384,#FFD700,A0A1P8AQ87
A0A1P8AS82,1,1,-9.48218250274658,-2.88697743415833,#006400,A0A1P8AS82
A0A1P8AU14,1,1,-9.33516979217529,-2.27221965789795,#006400,A0A1P8AU14
A0A1P8AUV9,5,1,-8.73683452606201,-1.63974344730377,#FFD700,A0A1P8AUV9
A0A1P8B096,5,1,-8.97043323516846,-0.605162501335144,#FFD700,A0A1P8B096
A0A1P8B386,1,1,-9.12482833862305,-2.37060189247131,#006400,A0A1P8B386
A0A1P8B3J6,3,1,-6.69743061065674,-0.961041152477264,#B03060,A0A1P8B3J6
A0A1P8B6B7,1,1,-8.9070930480957,-2.34138298034668,#006400,A0A1P8B6B7
A0A1P8B710,4,1,-7.34893894195557,-1.53626537322998,#FF4500,A0A1P8B710
A0A1P8B8B4,3,1,-7.03460550308228,-0.302732706069946,#B03060,A0A1P8B8B4
A0A1P8BAY9,2,1,-8.60903930664063,-0.580348789691925,#00008B,A0A1P8BAY9
A0A1P8BCM6,3,1,-7.28628444671631,-1.2391881942749,#B03060,A0A1P8BCM6
A0A384KEP4,2,1,-7.82479953765869,-0.449460744857788,#00008B,A0A384KEP4
A0A384KHS1,3,1,-6.63559532165527,-1.7512378692627,#B03060,A0A384KHS1
A0A384L5A7,1,1,-9.40803050994873,-2.14203643798828,#006400,A0A384L5A7
A0A384L6D5,3,1,-7.34838819503784,-1.16262018680573,#B03060,A0A384L6D5
A0MDR2,1,1,-9.1859073638916,-2.58416438102722,#006400,A0MDR2
A0MEI7,4,1,-8.09046077728271,-1.66501581668854,#FF4500,A0MEI7
A0MEM6,2,1,-8.1867094039917,-0.86897075176239,#00008B,A0MEM6
A0MF15,4,1,-7.35755729675293,-2.24730682373047,#FF4500,A0MF15
A0MFF5,3,1,-7.5502781867981,-1.24138760566711,#B03060,A0MFF5
A8MR54,4,1,-7.64947271347046,-1.29968118667603,#FF4500,A8MR54
A8MRV9,4,1,-8.07374668121338,-1.50573086738586,#FF4500,A8MRV9
AT1G04223,1,1,-8.79374408721924,-2.63364005088806,#006400,AT1G04223
AT1G04677,3,1,-7.04221963882446,-0.424527019262314,#B03060,AT1G04677
AT1G04743,4,1,-7.82602310180664,-2.26783680915833,#FF4500,AT1G04743
AT1G04927,3,1,-7.19455528259277,-0.200909420847893,#B03060,AT1G04927
AT1G05043,1,1,-8.81335639953613,-1.98396968841553,#006400,AT1G05043
AT1G05147,3,1,-7.19123983383179,-0.537071704864502,#B03060,AT1G05147
AT1G05533,1,1,-9.85178089141846,-1.93272340297699,#006400,AT1G05533
AT1G06737,1,1,-8.45322799682617,-2.98728466033936,#006400,AT1G06737
AT1G07937,4,1,-7.9361720085144,-1.45057916641235,#FF4500,AT1G07937
AT1G08043,4,1,-8.46249485015869,-1.94915974140167,#FF4500,AT1G08043
AT1G08543,5,1,-8.77159786224365,-0.90298330783844,#FFD700,AT1G08543
