fromNode,toNode,value,interaction_type,selfLoop,label,guid
Q6ID87,Q9LQL2,1,,False,,0
Q8GXQ7,Q9LQL2,1,,False,,1
Q1PFY7,O65782,1,,False,,10
Q9LQL2,AT1G05147,1,,False,,100
O65782,F4JTY7,1,,False,,1000
Q9SZ58,Q9LQL2,1,,False,,1001
Q84WT5,Q9LQL2,1,,False,,1002
O81755,Q9LQL2,1,,False,,1003
Q8VZE9,Q9LQL2,1,,False,,1004
Q9SZ05,Q9LQL2,1,,False,,1005
A0A178UYP1,Q9LQL2,1,,False,,1006
Q9ZT49,Q9LQL2,1,,False,,1007
AT4G36052,Q9LQL2,1,,False,,1008
O23208,Q9LQL2,1,,False,,1009
Q9LQL2,Q8VYL8,1,,False,,101
O23180,Q9LQL2,1,,False,,1010
F4JRB0,Q9LQL2,1,,False,,1011
AT4G37225,Q9LQL2,1,,False,,1012
Q66GI1,Q9LQL2,1,,False,,1013
Q9SVF6,Q9LQL2,1,,False,,1014
Q9SVF4,Q9LQL2,1,,False,,1015
A0A1P8B710,Q9LQL2,1,,False,,1016
AT4G09785,Q9LQL2,1,,False,,1017
ENSRNA049493733,Q9LQL2,1,,False,,1018
Q8LEP7,Q9LQL2,1,,False,,1019
Q9LQL2,A0A178W6B2,1,,False,,102
O81346,Q9LQL2,1,,False,,1020
P93277,Q9LQL2,1,,False,,1021
Q9LQL2,A0A178WJH0,1,,False,,103
Q9LQL2,Q9M9E1,1,,False,,104
Q9LQL2,F4I177,1,,False,,105
Q9LQL2,Q9S9M1,1,,False,,106
Q9LQL2,Q39224,1,,False,,107
Q9LQL2,Q9SHH7,1,,False,,108
Q9LQL2,Q9LMS3,1,,False,,109
Q8L730,Q9LQL2,1,,False,,11
Q9LQL2,A0A1P8AS82,1,,False,,110
Q9LQL2,Q2Q493,1,,False,,111
Q9LQL2,Q9M9V6,1,,False,,112
Q9LQL2,P92995,1,,False,,113
Q9LQL2,Q9LNS5,1,,False,,114
Q9LQL2,AT1G05533,1,,False,,115
Q9LQL2,Q9LMV9,1,,False,,116
Q9LQL2,AT1G20691,1,,False,,117
Q9LQL2,Q9LM69,1,,False,,118
Q9LQL2,Q0V805,1,,False,,119
Q9LR44,Q9LQL2,1,,False,,12
Q9LQL2,Q9LMN6,1,,False,,120
Q9LQL2,F4I1A6,1,,False,,121
Q9LQL2,F4I680,1,,False,,122
Q9LQL2,B9DGT3,1,,False,,123
Q9LQL2,A0A178W6L4,1,,False,,124
Q9LQL2,Q9C673,1,,False,,125
Q9LQL2,Q9ZVH0,1,,False,,126
Q9LQL2,A0A1P8AQ87,1,,False,,127
Q9LQL2,Q9FZ99,1,,False,,128
Q9LQL2,Q9SGP6,1,,False,,129
A0A1P8AUV9,Q9LQL2,1,,False,,13
Q9LQL2,Q52K95,1,,False,,130
Q9LQL2,Q9C752,1,,False,,131
Q9LQL2,A0A1P8AU14,1,,False,,132
Q9LQL2,Q6NM06,1,,False,,133
Q9LQL2,Q9C615,1,,False,,134
Q9LQL2,Q9MAP5,1,,False,,135
Q9LQL2,AT1G06737,1,,False,,136
Q9LQL2,Q3ED15,1,,False,,137
Q9LQL2,Q4PT07,1,,False,,138
Q9LQL2,F4I389,1,,False,,139
Q9LND1,O65782,1,,False,,14
Q9LQL2,A0A1P8AMN4,1,,False,,140
Q9LQL2,Q94LA7,1,,False,,141
Q9LQL2,Q94LA9,1,,False,,142
Q9LQL2,Q058G8,1,,False,,143
Q9LQL2,Q8L7S1,1,,False,,144
Q9LQL2,F4HV37,1,,False,,145
Q9LQL2,A0A178WPD2,1,,False,,146
Q9LQL2,Q9FVP7,1,,False,,147
Q9LQL2,F4I3G1,1,,False,,148
Q9LQL2,Q9LPM8,1,,False,,149
Q58G55,Q9LQL2,1,,False,,15
Q9LQL2,Q9C8J6,1,,False,,150
Q9LQL2,Q0IGL7,1,,False,,151
Q9LQL2,Q1G300,1,,False,,152
Q9LQL2,Q9FZB8,1,,False,,153
Q9LQL2,A0A178WGJ8,1,,False,,154
Q9LQL2,Q38824,1,,False,,155
Q9LQL2,A0A178WC31,1,,False,,156
Q9LQL2,Q9LPG4,1,,False,,157
Q9LQL2,P13853,1,,False,,158
Q9LQL2,A0A178W501,1,,False,,159
