fromNode,toNode,value,interaction_type,selfLoop,label,guid
Q9LNI5,Q9SGH6,1,,False,,0
A0A178WIR0,Q9SGH6,1,,False,,1
Q9SRZ0,Q9SGH6,1,,False,,10
Q9LMV9,Q9SGH6,1,,False,,100
Q9SGH6,F4KFX5,1,,False,,1000
Q9SGH6,Q9FM36,1,,False,,1001
Q9SGH6,Q9FLM6,1,,False,,1002
Q9SGH6,Q94CD1,1,,False,,1003
Q9SGH6,Q8GY79,1,,False,,1004
Q9SGH6,Q9FLM1,1,,False,,1005
Q9SGH6,Q9FN69,1,,False,,1006
Q9SGH6,Q5Q0A4,1,,False,,1007
Q9SGH6,Q9FN55,1,,False,,1008
Q9SGH6,A0MFL4,1,,False,,1009
Q9LM84,Q9SGH6,1,,False,,101
Q9SGH6,Q3E8J4,1,,False,,1010
Q9SGH6,Q9FJ33,1,,False,,1011
Q9SGH6,Q9FHY0,1,,False,,1012
Q9SGH6,Q3E8I8,1,,False,,1013
Q9SGH6,F4K1I5,1,,False,,1014
Q9SGH6,A0A178UJY6,1,,False,,1015
Q9SGH6,Q9FH67,1,,False,,1016
Q9SGH6,Q9FJV8,1,,False,,1017
Q9SGH6,Q9FJV7,1,,False,,1018
Q9SGH6,Q8L8T7,1,,False,,1019
F4HUN4,Q9SGH6,1,,False,,102
Q9SGH6,Q9FMH4,1,,False,,1020
Q9SGH6,AT5G06475,1,,False,,1021
Q9SGH6,Q3E7L7,1,,False,,1022
Q9SGH6,Q9FIY7,1,,False,,1023
Q9SGH6,Q1PDN3,1,,False,,1024
Q9SGH6,Q9FFH6,1,,False,,1025
Q9SGH6,A0A1P8B9C0,1,,False,,1026
Q9SGH6,Q9LU05,1,,False,,1027
Q9SGH6,Q9FH44,1,,False,,1028
Q9SGH6,Q9FK76,1,,False,,1029
Q501F7,Q9SGH6,1,,False,,103
Q9SGH6,Q9FJ55,1,,False,,1030
Q9SGH6,Q8LET2,1,,False,,1031
Q9SGH6,Q9FNL6,1,,False,,1032
Q9SGH6,Q9FNL3,1,,False,,1033
Q9SGH6,Q6DBD7,1,,False,,1034
Q9SGH6,AT5G06885,1,,False,,1035
Q9SGH6,Q9FGL2,1,,False,,1036
Q9SGH6,Q9FGK4,1,,False,,1037
Q9SGH6,Q9FGV4,1,,False,,1038
Q9SGH6,Q8L7D5,1,,False,,1039
Q8L9J7,Q9SGH6,1,,False,,104
Q9SGH6,Q9FI37,1,,False,,1040
Q9SGH6,Q9LUA9,1,,False,,1041
Q9SGH6,Q9LK83,1,,False,,1042
Q9SGH6,Q9LV60,1,,False,,1043
Q9SGH6,Q9FJL3,1,,False,,1044
Q9SGH6,A0A1P8BDF2,1,,False,,1045
Q9SGH6,Q9FJ08,1,,False,,1046
Q9SGH6,Q9LTA2,1,,False,,1047
Q9SGH6,Q64J17,1,,False,,1048
Q9SGH6,Q93W88,1,,False,,1049
Q9LPK6,Q9SGH6,1,,False,,105
Q9SGH6,F4KBY8,1,,False,,1050
Q9SGH6,Q9FHN4,1,,False,,1051
Q9SGH6,Q9FJ90,1,,False,,1052
Q9SGH6,Q9FHC8,1,,False,,1053
Q9SGH6,P27323,1,,False,,1054
Q9SGH6,Q6NQN5,1,,False,,1055
Q9SGH6,F4KJ46,1,,False,,1056
Q9SGH6,Q9FHZ3,1,,False,,1057
Q9SGH6,Q9FL70,1,,False,,1058
Q9SGH6,Q9FLN8,1,,False,,1059
A0MDN4,Q9SGH6,1,,False,,106
Q9SGH6,A0MFP5,1,,False,,1060
Q9SGH6,A0A178U979,1,,False,,1061
Q9SGH6,Q9FH16,1,,False,,1062
Q9SGH6,Q9FKL8,1,,False,,1063
Q9SGH6,Q9FHH8,1,,False,,1064
Q9SGH6,AT5G08765,1,,False,,1065
Q9SGH6,AT5G58595,1,,False,,1066
Q9SGH6,Q9LUZ5,1,,False,,1067
Q9SGH6,A0A178UJA7,1,,False,,1068
Q9SGH6,Q1PDH6,1,,False,,1069
Q9FEP7,Q41975,1,,False,,107
Q9SGH6,Q9LLR6,1,,False,,1070
Q9SGH6,Q9LTH7,1,,False,,1071
Q9SGH6,Q9LTH4,1,,False,,1072
Q9SGH6,Q9LTH2,1,,False,,1073
Q9SGH6,A0A178UQE1,1,,False,,1074
Q9SGH6,AT5G60022,1,,False,,1075
Q9SGH6,Q9LVG8,1,,False,,1076
Q9SGH6,Q9LVG4,1,,False,,1077
Q9SGH6,Q9LST3,1,,False,,1078
Q9SGH6,Q9LSS0,1,,False,,1079
Q8VY80,Q9SGH6,1,,False,,108
Q9SGH6,Q9FKJ9,1,,False,,1080
Q9SGH6,F4K0J3,1,,False,,1081
Q9SGH6,Q9FLK4,1,,False,,1082
Q9SGH6,Q9FKH0,1,,False,,1083
Q9SGH6,Q0WPX7,1,,False,,1084
Q9SGH6,Q9FJJ1,1,,False,,1085
Q9SGH6,Q94F08,1,,False,,1086
Q9SGH6,Q9FM20,1,,False,,1087
Q9SGH6,A0A178UAT9,1,,False,,1088
Q9SGH6,Q9FMK7,1,,False,,1089
F4I1A6,Q9SGH6,1,,False,,109
Q9SGH6,Q9FMV7,1,,False,,1090
Q9SGH6,Q5XUX6,1,,False,,1091
Q9SGH6,Q9FFQ7,1,,False,,1092
Q9SGH6,A0A1P8BEQ7,1,,False,,1093
Q9SGH6,Q8VYI9,1,,False,,1094
Q9SGH6,Q9FMI7,1,,False,,1095
Q9SGH6,A8MQN2,1,,False,,1096
Q9SGH6,Q9FME8,1,,False,,1097
Q9SGH6,Q9FGF1,1,,False,,1098
Q9SGH6,Q9FLG7,1,,False,,1099
A0A178WAU2,Q9SGH6,1,,False,,11
AT1G05753,Q9SGH6,1,,False,,110
Q9SGH6,Q9LV88,1,,False,,1100
Q9SGH6,Q9LV80,1,,False,,1101
Q9SGH6,Q9FJQ2,1,,False,,1102
Q9SGH6,Q9LSL6,1,,False,,1103
Q9SGH6,Q37001,1,,False,,1104
Q9SGH6,Q67ZW1,1,,False,,1105
Q9SGH6,Q9FKW8,1,,False,,1106
Q9SGH6,Q9FJZ3,1,,False,,1107
Q9SGH6,Q2V2U0,1,,False,,1108
Q9SGH6,Q9FGC7,1,,False,,1109
Q9SQI2,Q41975,1,,False,,111
Q9SGH6,Q9FH99,1,,False,,1110
Q9SGH6,Q9FN15,1,,False,,1111
Q9SGH6,A0A178UBT1,1,,False,,1112
Q9SGH6,A0A1P8BCM1,1,,False,,1113
Q9SGH6,Q93WU7,1,,False,,1114
Q9SGH6,F4J5Z7,1,,False,,1115
Q9SGH6,Q3EBD7,1,,False,,1116
Q9SGH6,AT3G01045,1,,False,,1117
Q9SGH6,F4J761,1,,False,,1118
Q9SGH6,A0A384L815,1,,False,,1119
Q6DSU0,Q9SGH6,1,,False,,112
Q9SGH6,Q9S763,1,,False,,1120
Q9SGH6,Q9S702,1,,False,,1121
Q9SGH6,Q9M880,1,,False,,1122
Q9SGH6,Q9SCW5,1,,False,,1123
Q9SGH6,AT3G01295,1,,False,,1124
Q9SGH6,Q9S7A0,1,,False,,1125
Q9SGH6,Q9S828,1,,False,,1126
Q9SGH6,Q9SQQ9,1,,False,,1127
Q9SGH6,AT3G01385,1,,False,,1128
Q9SGH6,A0A1I9LT75,1,,False,,1129
O49298,Q94AR8,1,,False,,113
Q9SGH6,AT3G01635,1,,False,,1130
Q9SGH6,AT3G01795,1,,False,,1131
Q9SGH6,A0A178VF96,1,,False,,1132
Q9SGH6,Q9SSE5,1,,False,,1133
Q9SGH6,Q9S7W4,1,,False,,1134
Q9SGH6,Q9SR86,1,,False,,1135
Q9SGH6,Q5Q0C9,1,,False,,1136
Q9SGH6,Q1PER6,1,,False,,1137
Q9SGH6,B3H7G1,1,,False,,1138
Q9SGH6,F4J2K4,1,,False,,1139
A0A178W564,Q9SGH6,1,,False,,114
Q9SGH6,A0A1I9LNH5,1,,False,,1140
Q9SGH6,A0A384L851,1,,False,,1141
Q9SGH6,O82133,1,,False,,1142
Q9SGH6,Q8GX26,1,,False,,1143
Q9SGH6,Q9CAY6,1,,False,,1144
Q9SGH6,Q3EB86,1,,False,,1145
Q9SGH6,F4J7G2,1,,False,,1146
Q9SGH6,AT3G12502,1,,False,,1147
Q9SGH6,Q9LHA8,1,,False,,1148
Q9SGH6,Q9LJF1,1,,False,,1149
A0MDM8,Q9SGH6,1,,False,,115
Q9SGH6,Q66GI2,1,,False,,1150
Q9SGH6,Q94IA6,1,,False,,1151
Q9SGH6,A0A384LES5,1,,False,,1152
Q9SGH6,Q9LUE0,1,,False,,1153
Q9SGH6,Q9FRV4,1,,False,,1154
Q9SGH6,AT3G03125,1,,False,,1155
Q9SGH6,Q9LW16,1,,False,,1156
Q9SGH6,A0A384L6K0,1,,False,,1157
Q9SGH6,Q9LW09,1,,False,,1158
Q9SGH6,Q9LVZ6,1,,False,,1159
AT1G05873,Q9SGH6,1,,False,,116
Q9SGH6,Q9LW80,1,,False,,1160
Q9SGH6,Q940V5,1,,False,,1161
Q9SGH6,Q41951,1,,False,,1162
Q9SGH6,Q3EB59,1,,False,,1163
Q9SGH6,Q9LU15,1,,False,,1164
Q9SGH6,O04313,1,,False,,1165
Q9SGH6,O04311,1,,False,,1166
Q9SGH6,Q9LUS3,1,,False,,1167
Q9SGH6,Q9LIB6,1,,False,,1168
Q9SGH6,Q3E734,1,,False,,1169
A2RVM1,Q94AR8,1,,False,,117
Q9SGH6,Q27IK7,1,,False,,1170
Q9SGH6,Q8RWC9,1,,False,,1171
Q9SGH6,Q9LSH5,1,,False,,1172
Q9SGH6,Q9SCX8,1,,False,,1173
Q9SGH6,Q9LVH4,1,,False,,1174
Q9SGH6,Q84WJ6,1,,False,,1175
Q9SGH6,Q6PUA2,1,,False,,1176
Q9SGH6,Q27IK6,1,,False,,1177
Q9SGH6,Q9LT84,1,,False,,1178
Q9SGH6,Q9LE06,1,,False,,1179
Q9FYL1,Q9SGH6,1,,False,,118
Q9SGH6,Q9LJY7,1,,False,,1180
Q9SGH6,F4JDI6,1,,False,,1181
Q9SGH6,Q8RWR1,1,,False,,1182
Q9SGH6,Q9LRJ9,1,,False,,1183
Q9SGH6,Q9LJ86,1,,False,,1184
Q9SGH6,A0A384LPV1,1,,False,,1185
Q9SGH6,Q8LAX0,1,,False,,1186
Q9SGH6,Q9LUI1,1,,False,,1187
Q9SGH6,Q9LIK6,1,,False,,1188
Q9SGH6,Q9LIK5,1,,False,,1189
Q8LAL6,Q9SGH6,1,,False,,119
Q9SGH6,Q9LS86,1,,False,,1190
Q9SGH6,Q9LUH3,1,,False,,1191
Q9SGH6,Q94JY3,1,,False,,1192
Q9SGH6,Q94ID1,1,,False,,1193
Q9SGH6,Q9LIQ1,1,,False,,1194
Q9SGH6,Q94K36,1,,False,,1195
Q9SGH6,AT3G24332,1,,False,,1196
Q9SGH6,Q9LV52,1,,False,,1197
Q9SGH6,Q9LSG4,1,,False,,1198
Q9SGH6,Q9LSF1,1,,False,,1199
Q43383,Q9SGH6,1,,False,,12
A0A178WCH2,Q94AR8,1,,False,,120
Q9SGH6,Q9LIN0,1,,False,,1200
Q9SGH6,Q9LIM9,1,,False,,1201
Q9SGH6,Q9LW27,1,,False,,1202
Q9SGH6,Q9LW26,1,,False,,1203
Q9SGH6,Q9LI89,1,,False,,1204
Q9SGH6,AT3G27884,1,,False,,1205
Q9SGH6,Q9LIJ0,1,,False,,1206
Q9SGH6,AT3G05445,1,,False,,1207
Q9SGH6,AT3G29644,1,,False,,1208
Q9SGH6,AT3G05955,1,,False,,1209
Q9FRH3,Q9SGH6,1,,False,,121
Q9SGH6,Q8L8Q7,1,,False,,1210
Q9SGH6,P92983,1,,False,,1211
Q9SGH6,Q9LHR4,1,,False,,1212
Q9SGH6,A0MDR2,1,,False,,1213
Q9SGH6,Q949S3,1,,False,,1214
Q9SGH6,AT3G06605,1,,False,,1215
Q9SGH6,A0MF05,1,,False,,1216
Q9SGH6,Q84JJ0,1,,False,,1217
Q9SGH6,Q9M1U8,1,,False,,1218
Q9SGH6,Q94KB9,1,,False,,1219
Q9C659,Q94AR8,1,,False,,122
Q9SGH6,F4J6S4,1,,False,,1220
Q9SGH6,Q8GY65,1,,False,,1221
Q9SGH6,P19036,1,,False,,1222
Q9SGH6,AT3G07365,1,,False,,1223
Q9SGH6,A0A1I9LPN5,1,,False,,1224
Q9SGH6,Q9M667,1,,False,,1225
Q9SGH6,Q9SNB5,1,,False,,1226
Q9SGH6,Q9STT7,1,,False,,1227
Q9SGH6,Q8LPK0,1,,False,,1228
Q9SGH6,Q9SMP6,1,,False,,1229
AT1G26233,Q94AR8,1,,False,,123
Q9SGH6,Q9SMN0,1,,False,,1230
Q9SGH6,Q9M305,1,,False,,1231
Q9SGH6,Q9SMU8,1,,False,,1232
Q9SGH6,Q9SCK2,1,,False,,1233
Q9SGH6,Q9SCK1,1,,False,,1234
Q9SGH6,F4J0K7,1,,False,,1235
Q9SGH6,Q9M2R9,1,,False,,1236
Q9SGH6,Q8LC79,1,,False,,1237
Q9SGH6,P25863,1,,False,,1238
Q9SGH6,Q9SCT4,1,,False,,1239
Q9C668,Q9SGH6,1,,False,,124
Q9SGH6,Q9SV11,1,,False,,1240
Q9SGH6,AT3G08215,1,,False,,1241
Q9SGH6,AT3G08245,1,,False,,1242
Q9SGH6,Q8S340,1,,False,,1243
Q9SGH6,Q9SCP5,1,,False,,1244
Q9SGH6,Q9LFI1,1,,False,,1245
Q9SGH6,A0A1I9LSN5,1,,False,,1246
Q9SGH6,AT3G08370,1,,False,,1247
Q9SGH6,Q940H3,1,,False,,1248
Q9SGH6,Q9M1I2,1,,False,,1249
Q9FZD0,Q9SGH6,1,,False,,125
Q9SGH6,F4JCX9,1,,False,,1250
Q9SGH6,Q9M1G8,1,,False,,1251
Q9SGH6,B9DGX7,1,,False,,1252
Q9SGH6,Q9SV31,1,,False,,1253
Q9SGH6,Q9M3C9,1,,False,,1254
Q9SGH6,Q9M2S9,1,,False,,1255
Q9SGH6,Q6IM93,1,,False,,1256
Q9SGH6,Q9M050,1,,False,,1257
Q9SGH6,Q9LYM2,1,,False,,1258
Q9SGH6,F4J0R7,1,,False,,1259
O04551,Q9SGH6,1,,False,,126
Q9SGH6,Q9LER9,1,,False,,1260
