ID,NodeType,weight,x,y,label
A0A1P8B1T3,,1,0,0,A0A1P8B1T3
A0A1P8B2A8,,1,0,0,A0A1P8B2A8
A0A1P8B2C0,,1,0,0,A0A1P8B2C0
A0A1P8B2G9,,1,0,0,A0A1P8B2G9
A0A1P8B2J5,,1,0,0,A0A1P8B2J5
A0A1P8B314,,1,0,0,A0A1P8B314
A0A1P8B386,,1,0,0,A0A1P8B386
A0A1P8B3J6,,1,0,0,A0A1P8B3J6
A0A1P8B4K5,,1,0,0,A0A1P8B4K5
A0A1P8B5E6,,1,0,0,A0A1P8B5E6
A0A1P8B5M9,,1,0,0,A0A1P8B5M9
A0A1P8B5T9,,1,0,0,A0A1P8B5T9
A0A1P8B6B7,,1,0,0,A0A1P8B6B7
A0A1P8B710,,1,0,0,A0A1P8B710
A0A1P8B723,,1,0,0,A0A1P8B723
A0A1P8B758,,1,0,0,A0A1P8B758
A0A1P8B7H9,,1,0,0,A0A1P8B7H9
A0A1P8B7X1,,1,0,0,A0A1P8B7X1
A0A1P8B881,,1,0,0,A0A1P8B881
A0A1P8B8B4,,1,0,0,A0A1P8B8B4
A0A1P8B8X3,,1,0,0,A0A1P8B8X3
A0A1P8B956,,1,0,0,A0A1P8B956
A0A1P8B9C0,,1,0,0,A0A1P8B9C0
A0A1P8BA64,,1,0,0,A0A1P8BA64
A0A1P8BAY9,,1,0,0,A0A1P8BAY9
A0A1P8BB23,,1,0,0,A0A1P8BB23
A0A1P8BC76,,1,0,0,A0A1P8BC76
A0A1P8BCM1,,1,0,0,A0A1P8BCM1
A0A1P8BCM6,,1,0,0,A0A1P8BCM6
A0A1P8BCV7,,1,0,0,A0A1P8BCV7
A0A1P8BD46,,1,0,0,A0A1P8BD46
A0A1P8BD57,,1,0,0,A0A1P8BD57
A0A1P8BDF2,,1,0,0,A0A1P8BDF2
A0A1P8BDN2,,1,0,0,A0A1P8BDN2
A0A1P8BDT4,,1,0,0,A0A1P8BDT4
A0A1P8BEK1,,1,0,0,A0A1P8BEK1
A0A1P8BEQ7,,1,0,0,A0A1P8BEQ7
A0A1P8BEX4,,1,0,0,A0A1P8BEX4
A0A1P8BEX9,,1,0,0,A0A1P8BEX9
A0A1P8BEZ1,,1,0,0,A0A1P8BEZ1
A0A1P8BF18,,1,0,0,A0A1P8BF18
A0A1P8BF78,,1,0,0,A0A1P8BF78
A0A1P8BFF1,,1,0,0,A0A1P8BFF1
A0A1P8BFL1,,1,0,0,A0A1P8BFL1
A0A1P8BG95,,1,0,0,A0A1P8BG95
A0A1P8BGN4,,1,0,0,A0A1P8BGN4
A0A1P8BGZ5,,1,0,0,A0A1P8BGZ5
A0A1P8BH36,,1,0,0,A0A1P8BH36
A0A1P8BH47,,1,0,0,A0A1P8BH47
A0A1P8BHF8,,1,0,0,A0A1P8BHF8
A0A1R7T3B9,,1,0,0,A0A1R7T3B9
A0A384K9V1,,1,0,0,A0A384K9V1
A0A384KEP4,,1,0,0,A0A384KEP4
A0A384KER0,,1,0,0,A0A384KER0
A0A384KH04,,1,0,0,A0A384KH04
A0A384KHS1,,1,0,0,A0A384KHS1
A0A384KI27,,1,0,0,A0A384KI27
A0A384KIS3,,1,0,0,A0A384KIS3
A0A384KN90,,1,0,0,A0A384KN90
A0A384KQJ0,,1,0,0,A0A384KQJ0
A0A384KTA5,,1,0,0,A0A384KTA5
A0A384KU05,,1,0,0,A0A384KU05
A0A384KX04,,1,0,0,A0A384KX04
A0A384KXX5,,1,0,0,A0A384KXX5
A0A384KZ20,,1,0,0,A0A384KZ20
A0A384L1G6,,1,0,0,A0A384L1G6
A0A384L5A7,,1,0,0,A0A384L5A7
A0A384L5B5,,1,0,0,A0A384L5B5
A0A384L6D5,,1,0,0,A0A384L6D5
A0A384L6K0,,1,0,0,A0A384L6K0
A0A384L815,,1,0,0,A0A384L815
A0A384L851,,1,0,0,A0A384L851
A0A384L8D6,,1,0,0,A0A384L8D6
A0A384LCB2,,1,0,0,A0A384LCB2
A0A384LDQ1,,1,0,0,A0A384LDQ1
A0A384LEN5,,1,0,0,A0A384LEN5
A0A384LES5,,1,0,0,A0A384LES5
A0A384LJ45,,1,0,0,A0A384LJ45
A0A384LJM9,,1,0,0,A0A384LJM9
A0A384LK78,,1,0,0,A0A384LK78
A0A384LL40,,1,0,0,A0A384LL40
A0A384LPV1,,1,0,0,A0A384LPV1
A0JJX5,,1,0,0,A0JJX5
A0JPZ8,,1,0,0,A0JPZ8
A0JQ18,,1,0,0,A0JQ18
A0MDM8,,1,0,0,A0MDM8
A0MDN2,,1,0,0,A0MDN2
A0MDN4,,1,0,0,A0MDN4
A0MDR2,,1,0,0,A0MDR2
A0MEG7,,1,0,0,A0MEG7
A0MEI7,,1,0,0,A0MEI7
A0MEM6,,1,0,0,A0MEM6
A0MET4,,1,0,0,A0MET4
A0MEZ2,,1,0,0,A0MEZ2
A0MF05,,1,0,0,A0MF05
A0MF15,,1,0,0,A0MF15
A0MF36,,1,0,0,A0MF36
A0MFF5,,1,0,0,A0MFF5
A0MFL2,,1,0,0,A0MFL2
A0MFL4,,1,0,0,A0MFL4
A0MFM6,,1,0,0,A0MFM6
A0MFN6,,1,0,0,A0MFN6
A0MFP5,,1,0,0,A0MFP5
A2RVM1,,1,0,0,A2RVM1
A8MQA4,,1,0,0,A8MQA4
A8MQG6,,1,0,0,A8MQG6
A8MQN2,,1,0,0,A8MQN2
A8MR54,,1,0,0,A8MR54
A8MRV9,,1,0,0,A8MRV9
A8MS31,,1,0,0,A8MS31
AT1G04223,,1,0,0,AT1G04223
AT1G04273,,1,0,0,AT1G04273
AT1G04425,,1,0,0,AT1G04425
AT1G04463,,1,0,0,AT1G04463
AT1G04513,,1,0,0,AT1G04513
AT1G04677,,1,0,0,AT1G04677
AT1G04743,,1,0,0,AT1G04743
AT1G04803,,1,0,0,AT1G04803
AT1G04927,,1,0,0,AT1G04927
AT1G04973,,1,0,0,AT1G04973
AT1G05017,,1,0,0,AT1G05017
AT1G05043,,1,0,0,AT1G05043
AT1G05147,,1,0,0,AT1G05147
AT1G05153,,1,0,0,AT1G05153
AT1G05397,,1,0,0,AT1G05397
AT1G05463,,1,0,0,AT1G05463
AT1G05533,,1,0,0,AT1G05533
AT1G05753,,1,0,0,AT1G05753
AT1G05837,,1,0,0,AT1G05837
AT1G05873,,1,0,0,AT1G05873
AT1G06113,,1,0,0,AT1G06113
AT1G06153,,1,0,0,AT1G06153
AT1G06257,,1,0,0,AT1G06257
AT1G06463,,1,0,0,AT1G06463
AT1G06537,,1,0,0,AT1G06537
AT1G06573,,1,0,0,AT1G06573
AT1G06607,,1,0,0,AT1G06607
AT1G06737,,1,0,0,AT1G06737
AT1G06963,,1,0,0,AT1G06963
AT1G07367,,1,0,0,AT1G07367
AT1G07393,,1,0,0,AT1G07393
AT1G07407,,1,0,0,AT1G07407
AT1G07417,,1,0,0,AT1G07417
AT1G07753,,1,0,0,AT1G07753
AT1G07757,,1,0,0,AT1G07757
AT1G07803,,1,0,0,AT1G07803
AT1G07823,,1,0,0,AT1G07823
AT1G07893,,1,0,0,AT1G07893
AT1G07937,,1,0,0,AT1G07937
AT1G07963,,1,0,0,AT1G07963
AT1G08043,,1,0,0,AT1G08043
AT1G08183,,1,0,0,AT1G08183
AT1G08217,,1,0,0,AT1G08217
AT1G08293,,1,0,0,AT1G08293
AT1G08507,,1,0,0,AT1G08507
AT1G08543,,1,0,0,AT1G08543
AT1G08567,,1,0,0,AT1G08567
AT1G08667,,1,0,0,AT1G08667
AT1G08697,,1,0,0,AT1G08697
AT1G08723,,1,0,0,AT1G08723
AT1G08757,,1,0,0,AT1G08757
AT1G08763,,1,0,0,AT1G08763
AT1G08803,,1,0,0,AT1G08803
AT1G08847,,1,0,0,AT1G08847
AT1G09053,,1,0,0,AT1G09053
AT1G09083,,1,0,0,AT1G09083
AT1G09247,,1,0,0,AT1G09247
AT1G09287,,1,0,0,AT1G09287
AT1G09297,,1,0,0,AT1G09297
AT1G09327,,1,0,0,AT1G09327
AT1G09423,,1,0,0,AT1G09423
AT1G09427,,1,0,0,AT1G09427
AT1G09513,,1,0,0,AT1G09513
AT1G09523,,1,0,0,AT1G09523
AT1G09533,,1,0,0,AT1G09533
AT1G09867,,1,0,0,AT1G09867
AT1G09907,,1,0,0,AT1G09907
AT1G11175,,1,0,0,AT1G11175
AT1G13448,,1,0,0,AT1G13448
AT1G15002,,1,0,0,AT1G15002
AT1G20691,,1,0,0,AT1G20691
AT1G24068,,1,0,0,AT1G24068
AT1G26233,,1,0,0,AT1G26233
AT1G32172,,1,0,0,AT1G32172
AT1G33615,,1,0,0,AT1G33615
AT1G54355,,1,0,0,AT1G54355
AT1G64618,,1,0,0,AT1G64618
AT1G67105,,1,0,0,AT1G67105
AT1G69572,,1,0,0,AT1G69572
AT1G74205,,1,0,0,AT1G74205
AT1G77138,,1,0,0,AT1G77138
AT2G04075,,1,0,0,AT2G04075
AT2G04205,,1,0,0,AT2G04205
AT2G04215,,1,0,0,AT2G04215
AT2G04335,,1,0,0,AT2G04335
AT2G04435,,1,0,0,AT2G04435
AT2G04465,,1,0,0,AT2G04465
AT2G04785,,1,0,0,AT2G04785
AT2G05665,,1,0,0,AT2G05665
AT2G05705,,1,0,0,AT2G05705
AT2G06225,,1,0,0,AT2G06225
AT2G06475,,1,0,0,AT2G06475
AT2G06855,,1,0,0,AT2G06855
AT2G06995,,1,0,0,AT2G06995
AT2G07042,,1,0,0,AT2G07042
AT2G07495,,1,0,0,AT2G07495
AT2G07575,,1,0,0,AT2G07575
AT2G07595,,1,0,0,AT2G07595
AT2G08290,,1,0,0,AT2G08290
AT2G08340,,1,0,0,AT2G08340
AT2G08350,,1,0,0,AT2G08350
AT2G08475,,1,0,0,AT2G08475
AT2G08580,,1,0,0,AT2G08580
AT2G08585,,1,0,0,AT2G08585
AT2G08595,,1,0,0,AT2G08595
AT2G08635,,1,0,0,AT2G08635
AT2G08660,,1,0,0,AT2G08660
AT2G08665,,1,0,0,AT2G08665
AT2G08750,,1,0,0,AT2G08750
AT2G08820,,1,0,0,AT2G08820
AT2G08985,,1,0,0,AT2G08985
AT2G09100,,1,0,0,AT2G09100
AT2G09305,,1,0,0,AT2G09305
AT2G09335,,1,0,0,AT2G09335
AT2G09430,,1,0,0,AT2G09430
AT2G09455,,1,0,0,AT2G09455
AT2G09490,,1,0,0,AT2G09490
AT2G09505,,1,0,0,AT2G09505
AT2G09510,,1,0,0,AT2G09510
AT2G09640,,1,0,0,AT2G09640
AT2G09745,,1,0,0,AT2G09745
AT2G09805,,1,0,0,AT2G09805
AT2G09815,,1,0,0,AT2G09815
AT2G09945,,1,0,0,AT2G09945
AT2G15128,,1,0,0,AT2G15128
AT2G18917,,1,0,0,AT2G18917
AT2G33815,,1,0,0,AT2G33815
AT2G40008,,1,0,0,AT2G40008
AT3G01005,,1,0,0,AT3G01005
AT3G01045,,1,0,0,AT3G01045
AT3G01205,,1,0,0,AT3G01205
AT3G01295,,1,0,0,AT3G01295
AT3G01375,,1,0,0,AT3G01375
AT3G01385,,1,0,0,AT3G01385
AT3G01485,,1,0,0,AT3G01485
AT3G01635,,1,0,0,AT3G01635
AT3G01795,,1,0,0,AT3G01795
AT3G01835,,1,0,0,AT3G01835
AT3G02075,,1,0,0,AT3G02075
AT3G02085,,1,0,0,AT3G02085
AT3G02115,,1,0,0,AT3G02115
AT3G02495,,1,0,0,AT3G02495
AT3G02655,,1,0,0,AT3G02655
AT3G03125,,1,0,0,AT3G03125
AT3G03155,,1,0,0,AT3G03155
AT3G03555,,1,0,0,AT3G03555
AT3G03595,,1,0,0,AT3G03595
AT3G04035,,1,0,0,AT3G04035
AT3G04065,,1,0,0,AT3G04065
AT3G04135,,1,0,0,AT3G04135
AT3G04495,,1,0,0,AT3G04495
AT3G04615,,1,0,0,AT3G04615
AT3G04705,,1,0,0,AT3G04705
AT3G05145,,1,0,0,AT3G05145
AT3G05152,,1,0,0,AT3G05152
AT3G05445,,1,0,0,AT3G05445
AT3G05635,,1,0,0,AT3G05635
AT3G05955,,1,0,0,AT3G05955
AT3G06605,,1,0,0,AT3G06605
AT3G06962,,1,0,0,AT3G06962
AT3G07105,,1,0,0,AT3G07105
AT3G07365,,1,0,0,AT3G07365
AT3G07625,,1,0,0,AT3G07625
AT3G07725,,1,0,0,AT3G07725
AT3G07835,,1,0,0,AT3G07835
AT3G07935,,1,0,0,AT3G07935
AT3G08070,,1,0,0,AT3G08070
AT3G08215,,1,0,0,AT3G08215
AT3G08230,,1,0,0,AT3G08230
AT3G08240,,1,0,0,AT3G08240
AT3G08245,,1,0,0,AT3G08245
AT3G08360,,1,0,0,AT3G08360
AT3G08365,,1,0,0,AT3G08365
AT3G08370,,1,0,0,AT3G08370
AT3G08410,,1,0,0,AT3G08410
AT3G08975,,1,0,0,AT3G08975
AT3G09575,,1,0,0,AT3G09575
AT3G09815,,1,0,0,AT3G09815
AT3G09855,,1,0,0,AT3G09855
AT3G09985,,1,0,0,AT3G09985
AT3G12502,,1,0,0,AT3G12502
AT3G14475,,1,0,0,AT3G14475
AT3G24332,,1,0,0,AT3G24332
AT3G25795,,1,0,0,AT3G25795
AT3G27884,,1,0,0,AT3G27884
AT3G29644,,1,0,0,AT3G29644
AT3G45638,,1,0,0,AT3G45638
AT3G53365,,1,0,0,AT3G53365
AT3G54625,,1,0,0,AT3G54625
AT3G59765,,1,0,0,AT3G59765
AT3G60972,,1,0,0,AT3G60972
AT3G61198,,1,0,0,AT3G61198
AT4G03895,,1,0,0,AT4G03895
AT4G04223,,1,0,0,AT4G04223
AT4G04455,,1,0,0,AT4G04455
AT4G04465,,1,0,0,AT4G04465
AT4G05065,,1,0,0,AT4G05065
AT4G05535,,1,0,0,AT4G05535
AT4G05670,,1,0,0,AT4G05670
AT4G05680,,1,0,0,AT4G05680
AT4G05945,,1,0,0,AT4G05945
AT4G06065,,1,0,0,AT4G06065
AT4G06115,,1,0,0,AT4G06115
AT4G06210,,1,0,0,AT4G06210
AT4G06340,,1,0,0,AT4G06340
AT4G06705,,1,0,0,AT4G06705
AT4G06810,,1,0,0,AT4G06810
AT4G07190,,1,0,0,AT4G07190
AT4G07385,,1,0,0,AT4G07385
AT4G08045,,1,0,0,AT4G08045
AT4G08525,,1,0,0,AT4G08525
AT4G09240,,1,0,0,AT4G09240
AT4G09415,,1,0,0,AT4G09415
AT4G09785,,1,0,0,AT4G09785
AT4G13918,,1,0,0,AT4G13918
AT4G14548,,1,0,0,AT4G14548
AT4G15258,,1,0,0,AT4G15258
AT4G16355,,1,0,0,AT4G16355
AT4G27852,,1,0,0,AT4G27852
AT4G31398,,1,0,0,AT4G31398
AT4G36052,,1,0,0,AT4G36052
AT4G37225,,1,0,0,AT4G37225
AT5G01205,,1,0,0,AT5G01205
AT5G01645,,1,0,0,AT5G01645
AT5G01775,,1,0,0,AT5G01775
AT5G02105,,1,0,0,AT5G02105
AT5G02225,,1,0,0,AT5G02225
AT5G02485,,1,0,0,AT5G02485
AT5G02555,,1,0,0,AT5G02555
AT5G02575,,1,0,0,AT5G02575
AT5G03005,,1,0,0,AT5G03005
AT5G03235,,1,0,0,AT5G03235
AT5G03285,,1,0,0,AT5G03285
AT5G03375,,1,0,0,AT5G03375
AT5G03965,,1,0,0,AT5G03965
AT5G03985,,1,0,0,AT5G03985
AT5G04665,,1,0,0,AT5G04665
AT5G05235,,1,0,0,AT5G05235
AT5G05785,,1,0,0,AT5G05785
AT5G06115,,1,0,0,AT5G06115
AT5G06395,,1,0,0,AT5G06395
AT5G06475,,1,0,0,AT5G06475
AT5G06705,,1,0,0,AT5G06705
AT5G06795,,1,0,0,AT5G06795
AT5G06825,,1,0,0,AT5G06825
AT5G06865,,1,0,0,AT5G06865
AT5G06885,,1,0,0,AT5G06885
AT5G07725,,1,0,0,AT5G07725
AT5G08285,,1,0,0,AT5G08285
AT5G08495,,1,0,0,AT5G08495
AT5G08765,,1,0,0,AT5G08765
AT5G08980,,1,0,0,AT5G08980
AT5G09020,,1,0,0,AT5G09020
AT5G09125,,1,0,0,AT5G09125
AT5G09415,,1,0,0,AT5G09415
AT5G09735,,1,0,0,AT5G09735
AT5G09765,,1,0,0,AT5G09765
AT5G15845,,1,0,0,AT5G15845
AT5G22788,,1,0,0,AT5G22788
AT5G23155,,1,0,0,AT5G23155
AT5G49138,,1,0,0,AT5G49138
AT5G58595,,1,0,0,AT5G58595
AT5G60022,,1,0,0,AT5G60022
ATCG00390,,1,0,0,ATCG00390
ATCG01180,,1,0,0,ATCG01180
B2GVM7,,1,0,0,B2GVM7
B3H4H9,,1,0,0,B3H4H9
B3H4N6,,1,0,0,B3H4N6
B3H4R4,,1,0,0,B3H4R4
B3H4W3,,1,0,0,B3H4W3
B3H543,,1,0,0,B3H543
B3H592,,1,0,0,B3H592
B3H5A9,,1,0,0,B3H5A9
B3H5B2,,1,0,0,B3H5B2
B3H5C2,,1,0,0,B3H5C2
B3H5L1,,1,0,0,B3H5L1
B3H5Q1,,1,0,0,B3H5Q1
B3H5Q2,,1,0,0,B3H5Q2
B3H5W1,,1,0,0,B3H5W1
B3H617,,1,0,0,B3H617
B3H645,,1,0,0,B3H645
B3H674,,1,0,0,B3H674
B3H6G1,,1,0,0,B3H6G1
B3H6T0,,1,0,0,B3H6T0
B3H6V9,,1,0,0,B3H6V9
B3H6X6,,1,0,0,B3H6X6
B3H7G1,,1,0,0,B3H7G1
B3H7H0,,1,0,0,B3H7H0
B3H7I1,,1,0,0,B3H7I1
B3H7L0,,1,0,0,B3H7L0
