ID,FC.avg,p.value,is.DEP,log2FC,FDR,C61,C62,C63,C64,C91,C92,C93,C94
AT5G65970,0.511491317671093,0.00103587612422928,True,-0.967218343790988,0.00389285815162266,557,392,477,577,1029,1144,826,917
AT5G65990,1.78297872340426,0.00913910424237296,True,0.834289487134352,0.0306413533175636,83,126,109,101,73,35,62,65
AT5G66050,0.578473413379074,0.0134477337829622,True,-0.789677440252229,0.0434789331765452,315,250,357,427,564,717,428,623
Q8GW83,0.425635478637101,9.88213508397173E-05,True,-1.23230968389671,0.000383835973525722,181,149,240,217,433,513,422,481
Q9FJZ5,0.635026737967914,0.00970004051532913,True,-0.655110756669327,0.0323164904838785,127,107,110,131,201,229,164,154
Q9FJZ0,0.653061224489796,0.0139647614473792,True,-0.614709844115208,0.0449681068336567,269,273,193,321,343,491,386,397
Q2V2U0,2.6,0.010049242146799,True,1.37851162325373,0.033410036818556,8,8,14,9,5,2,3,5
AT5G66700,0.281967213114754,5.12260757101757E-06,True,-1.82640067774815,1.99989494756385E-05,23,14,26,23,83,73,72,77
Q058G9,7.75,4.17262105711913E-05,True,2.95419631038687,0.000162549565274606,28,27,33,36,2,4,8,2
B3H5A9,∞,0.00040087754455409,True,∞,0.00153513651855507,5,4,4,7,0,0,0,0
AT5G09735,10.375,0.00245234176075848,True,3.37503943134692,0.00894471000235344,13,22,18,30,1,2,5,0
Q9FGC8,3.29166666666667,2.63892119731768E-05,True,1.71881824745595,0.000102872588533961,35,36,44,43,11,13,13,11
Q9FN11,1.50931394820536,0.00892387449528509,True,0.593892928070819,0.0299842883159221,1532,1426,1667,2019,983,1248,1196,975
Q9FJX5,0.407692307692308,0.00148417695850722,True,-1.29444735846526,0.00551647547758456,114,93,79,85,173,254,276,207
AT5G67520,0.43717277486911,0.0068809696105947,True,-1.1937245355617,0.023615724812,75,68,79,112,194,260,159,151
AT3G01310,0.536318170993094,0.00262654386171213,True,-0.898838960754787,0.00954605344117757,601,469,524,658,988,1303,884,1024
Q9SGH6,4.60978796100894,0.00145308587509807,True,2.20470039173135,0.00540501880931604,10920,13658,7210,14084,1605,3105,2296,2945
AT3G01045,7.25,0.000162113658971341,True,2.85798099512757,0.000627608834313683,9,7,6,7,2,1,1,0
AT3G01650,0.659281142294436,0.0144679406310093,True,-0.601034278971842,0.0464574116119626,339,354,292,354,461,636,524,410
AT3G02070,0.651986183074266,0.00435717925230339,True,-0.617086703776796,0.015431638985158,227,165,158,205,254,326,276,302
AT3G02140,0.360011990407674,0.00191336145752441,True,-1.47388313773903,0.00704974623698261,344,325,260,272,617,1093,857,769
B3H5Q2,9.66666666666667,0.000174749414892039,True,3.27301849440642,0.000676068705175141,6,7,9,7,0,1,2,0
AT3G02380,0.263186367324858,0.00426878884223636,True,-1.92584333340613,0.0151295379448332,31,207,618,117,843,845,1164,845
AT3G02410,0.409090909090909,0.00123840904916528,True,-1.28950661719498,0.00463163091829503,10,7,10,9,22,24,16,26
AT3G02470,0.635348170628899,0.00260665228709667,True,-0.654380689800499,0.00947677426363604,14416,14345,15637,15894,19568,27351,25454,22523
AT3G02610,0.56782334384858,0.00773824201553741,True,-0.816485933809733,0.0263520174869638,48,52,39,41,60,100,79,78
AT3G02800,0.497797356828194,0.000990433189694384,True,-1.00636952487573,0.00372698758322998,51,57,50,68,111,138,98,107
AT3G02885,0.196162046908316,0.00991793551654863,True,-2.34988215645836,0.0330071206088382,60,60,14,50,214,357,250,117
AT3G02990,0.277404921700224,0.000335971066657503,True,-1.84993471079644,0.00129047541320845,68,55,65,60,231,282,198,183
AT3G03150,0.57274490785645,0.000546625307628945,True,-0.804035367970951,0.0020804794812245,549,530,711,572,980,1103,911,1130
AT3G03776,0.336734693877551,0.0052600198456294,True,-1.57031572475675,0.0183934272250413,6,6,9,12,35,22,21,20
AT3G03780,1.65235602094241,0.00229035413703049,True,0.724524567090348,0.00837840203319867,5253,5016,4024,4643,2821,2878,3500,2261
AT3G03910,0.181034482758621,0.000158792853799383,True,-2.46566357234881,0.000614961089281617,8,8,4,1,28,33,23,32
AT3G04110,2.08539944903581,0.00859719576575713,True,1.06032375198998,0.029000405762171,181,201,138,237,64,108,125,66
AT3G05155,0.398970398970399,0.0067689818918617,True,-1.32564638313347,0.0232640041708261,104,75,48,83,127,236,177,237
AT3G05290,0.634655532359081,0.000672678513462754,True,-0.655954332292595,0.0025517395071148,316,283,309,308,483,548,422,463
Q9MA87,1.54150943396226,0.000831225047401407,True,0.624343718695122,0.00314065202625353,206,220,186,205,106,149,135,140
Q9M9X0,0.235294117647059,0.00491081683520522,True,-2.08746284125034,0.0172347663413881,1,2,1,0,3,4,4,6
AT3G05932,0.565972222222222,0.00762122766145024,True,-0.821196847211235,0.0259767710044377,49,35,40,39,57,92,72,67
AT3G05936,0.517441860465116,0.0144823052452099,True,-0.9505313237357,0.0464991793001013,25,20,24,20,28,57,42,45
Q3EBC0,1.87692307692308,0.00810762335288828,True,0.908369524534432,0.0275060294402078,106,80,72,108,59,47,57,32
AT3G06130,0.644091710758377,0.00816261153915776,True,-0.634661969845369,0.0276679260540783,494,379,461,492,758,841,565,671
AT3G06290,0.654222222222222,0.00523583245090276,True,-0.612147330047386,0.0183163254475016,603,471,546,588,816,1025,767,767
AT3G06490,0.357142857142857,0.0135933710672265,True,-1.48542682717024,0.0439207921072532,16,5,5,9,22,31,15,30
AT3G06570,1.50261780104712,0.00101129529736266,True,0.587478098639939,0.00380215071636556,136,142,136,160,89,85,111,97
AT3G06630,0.557046979865772,0.00804323511421545,True,-0.844129089115237,0.0272983973732788,28,17,20,18,45,40,35,29
Q9M7Z1,0.512144344205413,0.00702663509371004,True,-0.965377614114352,0.0240674369269913,312,336,366,462,613,911,561,797
AT3G06962,2.6,0.000862382990556299,True,1.37851162325373,0.00325658172847348,9,12,10,8,5,4,3,3
AT3G07160,0.657257257257257,0.00793016382381007,True,-0.6054699281068,0.0269413260219515,1827,1482,1592,1665,2450,3088,2313,2139
A0A1I9LNF2,0.025,0.000171166559572722,True,-5.32192809488736,0.000662431793073602,0,0,0,1,12,8,12,8
AT3G07650,0.155753337571519,0.000103464471958636,True,-2.68266501641312,0.000401733877861151,65,75,37,68,323,469,439,342
AT3G07720,0.280172076652327,0.000364512276965101,True,-1.83561491814305,0.00139853523330104,878,937,824,943,2341,3272,3883,3289
AT3G07870,0.465441470235717,0.00037626386538836,True,-1.10332833614669,0.00144281505942205,286,298,254,327,502,694,622,685
AT3G07980,0.663536776212833,0.012225935718934,True,-0.591751666383795,0.039931840762833,234,184,200,230,297,399,312,270
AT3G07990,0.557744565217391,0.00845022400169881,True,-0.842323544279208,0.028558056297712,236,225,184,176,442,415,351,264
AT3G08590,2.16559050197875,0.000139820066906715,True,1.11476046519128,0.000541790899384514,2794,2706,2160,2737,1102,1295,1345,1059
AT3G08690,1.53776160145587,0.00188903602911084,True,0.620831860220316,0.0069631148390958,461,370,398,461,283,316,258,242
Q9C9Y7,2.66666666666667,0.00358106624484766,True,1.41503749927884,0.012832138438631,8,8,6,10,3,5,2,2
AT3G08760,0.650744416873449,0.00721184895660243,True,-0.6198370659507,0.0246549959041222,221,243,257,328,429,465,351,367
AT3G09010,0.619047619047619,0.0031038601398572,True,-0.691877704637668,0.011189441930954,47,50,39,46,73,88,62,71
AT3G09220,6.17802197802198,0.0018402009052787,True,2.62714500329428,0.00679187368487114,3324,4303,2066,4362,371,699,903,302
AT3G09350,1.87947269303202,0.00107500300831664,True,0.910327954533107,0.00403635650092546,280,233,264,221,170,135,126,100
AT3G09405,0.494736842105263,0.00902323811131933,True,-1.01526675665331,0.0302899313349359,30,18,22,24,49,63,36,42
AT3G09480,1.62365591397849,0.000518653403059011,True,0.699245928217047,0.00197665215746472,37,37,38,39,29,19,22,23
AT3G09600,0.385726795096322,5.53958694395895E-05,True,-1.37434872644243,0.00021565427550724,417,373,533,439,1096,1323,1090,1059
Q8L850,0.569186046511628,0.000433455806874372,True,-0.813027799985765,0.00165692991801068,241,184,302,252,430,445,446,399
Q9SR66,0.639676113360324,0.00618621891464399,True,-0.644586483407575,0.0213877126592868,76,54,98,88,126,135,110,123
AT3G10020,2.64409722222222,0.00395242357424297,True,1.40277522504498,0.0140767085759577,1067,802,1208,1492,384,561,282,501
Q9SS43,2.45,0.00846732233848635,True,1.29278174922785,0.0286130188343248,234,252,129,218,39,118,97,86
AT3G11020,0.224137931034483,3.12855054249717E-05,True,-2.15754127698648,0.000121918105876977,5,7,5,9,27,34,29,26
Q3EB87,0.474137931034483,0.0140381773330838,True,-1.07662128160291,0.0451620687123114,30,27,31,22,83,52,54,43
AT3G11600,1.70588235294118,0.0107929886563152,True,0.770518153877233,0.0356148875414303,255,268,188,275,104,158,193,123
AT3G11773,0.0909090909090909,0.00823735414510818,True,-3.4594316186373,0.0278978132476347,0,0,1,1,3,9,5,5
Q9SF09,2.05054509415263,0.00134846967970192,True,1.03600747075365,0.00502515424906976,560,530,415,564,196,307,307,199
AT3G12050,1.59006211180124,0.00511281587883472,True,0.669083121885383,0.0179097533627068,1200,880,1014,1002,786,688,584,518
AT3G12300,1.51321585903084,0.0113042292162562,True,0.597617801527185,0.0371801383706796,189,133,169,196,113,117,131,93
AT3G12320,2.85746102449889,0.00740677275247137,True,1.51473382034854,0.0252936158721393,263,299,457,264,50,93,156,150
AT3G12520,2.01764705882353,0.000886201312431112,True,1.01267383003511,0.00334505115858926,99,75,83,86,38,41,57,34
AT3G12580,6.47887715397443,0.000333752829086986,True,2.69574380311635,0.00128209882612157,7162,6695,4595,4859,555,865,723,1455
AT3G12810,0.640630472854641,0.00622608292533977,True,-0.642435670501489,0.021519020799757,464,347,505,513,795,802,639,619
AT3G12900,0.00168728908886389,0.00274379701473637,True,-9.21107710810861,0.00994582874723842,0,0,0,3,292,506,674,306
AT3G12915,0.602739726027397,0.00993345141470359,True,-0.73039294024272,0.0330523368331139,18,17,30,23,41,35,30,40
AT3G12980,0.651841556636553,0.0101605224529142,True,-0.617406764224921,0.0337358096987835,508,428,435,505,625,901,632,720
AT3G13065,0.444444444444444,0.00264298421485232,True,-1.16992500144231,0.00960173101148024,27,21,35,29,57,77,48,70
AT3G13330,0.641363827697488,0.0124924755677236,True,-0.640785105424971,0.0407131359175636,1241,1202,901,1227,1516,2246,1755,1610
Q9LJE4,3.54285714285714,0.000272694401221907,True,1.82491329344191,0.00105037162165992,1367,1039,1426,1128,528,290,389,193
Q9LID6,3.52941176470588,0.0053760259397404,True,1.81942775435818,0.0187779998722995,16,12,11,21,6,5,5,1
AT3G13660,1.78571428571429,0.00734397455425428,True,0.836501267717121,0.0250854151017258,5,6,7,7,2,4,4,4
AT3G13750,0.555257952859733,0.00149596377067884,True,-0.848769943505686,0.0055590792528198,2805,2708,4400,3562,5565,5610,6768,6325
AT3G13784,0.269736842105263,0.00715280014429154,True,-1.8903755088255,0.0244677754137097,12,18,3,8,35,45,50,22
AT3G13840,8.45454545454546,0.00886884068190863,True,3.07972719247073,0.0298344839905305,27,31,8,27,0,7,2,2
AT3G13950,42.2307692307692,0.000689475676983742,True,5.40022262086411,0.00261430009349457,131,147,85,186,1,2,8,2
Q9LVJ7,0.615160349854227,0.00548527407755151,True,-0.700965577465627,0.0191225539728398,59,40,59,53,93,100,76,74
AT3G14260,0.354243542435424,0.00862448519761982,True,-1.49718654063272,0.0290810069718384,69,76,83,156,170,363,249,302
AT3G14280,0.573620052047665,0.00720669525085005,True,-0.801832637646561,0.0246398356136737,1018,1035,883,1252,1476,2303,1642,1880
Q9LUD2,3.77358490566038,0.00624595333825306,True,1.91593573521153,0.0215811671314266,34,65,36,65,14,10,19,10
AT3G14660,1.76904761904762,0.00426219146692519,True,0.822972882872473,0.0151139726805828,482,488,592,667,304,272,406,278
AT3G14690,1.77614379084967,0.00480223375209032,True,0.828748382334657,0.0168770266503353,450,552,513,659,290,256,401,277
AT3G14770,0.387134231305156,0.00302348627477533,True,-1.36909421518082,0.0109146229845488,277,454,441,495,833,971,1436,1066
Q9LKB2,1.93765281173594,0.00824948362379385,True,0.954310092085021,0.027931990109539,818,929,538,885,275,480,449,432
AT3G15354,0.485112936344969,0.000246938563157384,True,-1.04360744297391,0.000951699555781585,487,392,532,479,815,1080,1035,966
AT3G15351,0.571672354948805,0.00238730860976544,True,-0.806739569077113,0.00872003918846305,88,66,94,87,152,165,154,115
AT3G15358,0.560371517027864,0.000316919848350139,True,-0.835544467610719,0.00121839181375364,39,38,51,53,77,89,78,79
AT3G15440,0,0.00542395034130871,True,-∞,0.0189318853498288,0,0,0,0,4,4,3,1
AT3G15450,0.213774973711882,0.000304473763130808,True,-2.22583512590319,0.00117120018776106,1343,1143,2869,2777,8599,12008,7916,9517
AT3G15500,0.192307692307692,0.0115879607486027,True,-2.37851162325373,0.0380567180607357,4,4,15,27,34,73,55,98
Q9LD44,0.562929061784897,0.0137962409122399,True,-0.828974964161359,0.0444881699891917,150,131,182,275,282,389,284,356
O48652,0.307167235494881,8.03274225233963E-05,True,-1.70290375809257,0.000312250754537849,41,43,42,54,124,169,158,135
AT3G15630,0.182050553819938,0.000279648981443836,True,-2.45758896524439,0.0010766752896088,200,229,370,483,1433,2242,1554,1813
AT3G15760,1.54255319148936,0.00345969923087552,True,0.625320238337297,0.0124134689546819,30,35,41,39,26,24,24,20
AT3G15780,0.640350877192982,0.00166530029484946,True,-0.643065455284724,0.00616760552395764,34,29,43,40,55,57,53,63
AT3G15810,1.55621301775148,0.00618328556132752,True,0.638039553010118,0.0213797285197501,782,747,693,934,516,602,524,386
Q9LVZ6,1.93103448275862,0.0128981799766761,True,0.949373926930032,0.0418641002615457,11,15,11,19,7,7,7,8
Q9ZNR6,1.67343173431734,0.0122859423171879,True,0.742809699174651,0.0401010722750779,300,221,196,190,135,149,125,133
O04319,0.35,0.0139069275486241,True,-1.51457317282976,0.0448008228734859,2,3,1,1,5,5,7,3
O04311,0.472146897032618,0.000592958690879719,True,-1.08269230595915,0.00225382190669192,1434,1539,1329,1792,2988,3746,2686,3487
Q9LK72,8.68604651162791,0.0144139138753101,True,3.11869967808714,0.0463012860674925,245,413,215,621,19,0,121,32
AT3G16690,0.532033426183844,0.0052288038517887,True,-0.910411205787303,0.0182954736080458,197,186,150,231,288,455,364,329
P42736,0.389876144318794,0.000286915005742738,True,-1.35891221285222,0.00110440196907737,276,319,437,416,871,893,1119,831
Q3E734,9,0.010049242146799,True,3.16992500144231,0.033410036818556,2,1,3,3,0,0,1,0
AT3G16990,1.52488687782805,0.000409898416234622,True,0.608702221790427,0.00156862945795048,179,175,155,165,103,127,113,99
AT3G17510,0.253250533669707,0.00040529200257744,True,-1.98136278569578,0.00155152118349813,633,614,596,767,1851,3135,2764,2556
AT3G17609,0.66047471620227,0.00372752243515917,True,-0.598424760527719,0.0133283629381573,382,325,273,300,463,542,514,419
Q9LUN3,1.54716981132075,0.0119174766997621,True,0.629631550054885,0.0390285401153936,41,42,43,38,21,38,25,22
AT3G17700,0.644314868804665,0.00249325996199667,True,-0.634162206781381,0.00908476792703712,50,63,50,58,89,99,76,79
AT3G17712,1.58646616541353,0.0085621205638764,True,0.665816753205996,0.0288906218987131,57,40,51,63,33,37,32,31
AT3G18035,0.621971757999741,0.00215125796158566,True,-0.685079021796362,0.00788894362408733,1340,1093,1150,1218,1924,2285,1652,1858
AT3G18570,2.625,0.00491081683520522,True,1.39231742277876,0.0172347663413881,5,6,5,5,1,4,2,1
AT3G18670,0.404761904761905,0.0154049971746917,True,-1.30485458152842,0.0491668386771576,11,6,12,5,28,14,17,25
AT3G18900,0.166037735849057,0.000252420609826665,True,-2.59041693081326,0.000972608517080655,11,13,3,17,81,71,50,63
AT3G18930,0.661290322580645,0.000668838123465854,True,-0.596644305768792,0.00253773330965527,42,35,45,42,62,58,69,59
AT3G19020,0.40625,0.00133763820620802,True,-1.29956028185891,0.0049858746976827,13,13,6,7,19,25,26,26
AT3G19030,0.442859181052932,0.000982864195726796,True,-1.17508006674605,0.0036993181450062,783,768,697,856,1695,2189,1706,1419
AT3G19040,0.208333333333333,9.74960468891339E-06,True,-2.26303440583379,3.80413342274856E-05,15,10,17,13,64,70,57,73
AT3G19090,5,0.0104017209354641,True,2.32192809488736,0.0344698484080541,4,10,6,10,1,3,0,2
AT3G19200,0.343709468223087,0.00705130616736316,True,-1.54073850046447,0.0241495253804675,72,41,82,70,238,252,140,141
AT3G19430,3.50352112676056,0.00961250689482052,True,1.80880559592633,0.0320653988151437,297,304,122,272,84,122,51,27
AT3G19860,0.651162790697674,0.000507658621206497,True,-0.618909832644494,0.00193561091473147,354,314,378,410,509,608,551,568
AT3G19970,0.509803921568627,0.00679066500062531,True,-0.971985623830404,0.0233268261731927,143,140,104,107,188,315,215,251
Q9LJY8,1.74255523535062,0.0120346569102872,True,0.801204387229105,0.0393746576642722,1022,983,621,1002,478,663,521,420
AT3G20360,0.0965909090909091,0.00015510924384432,True,-3.37196877738696,0.000600763386004307,5,5,3,4,56,47,37,36
AT3G20810,0.281632653061224,0.0078443167597928,True,-1.8281134822244,0.0266761271289351,18,14,20,17,91,63,53,38
AT3G21080,0.256410256410256,0.00352676255262718,True,-1.96347412397489,0.0126408555892994,6,4,5,5,23,11,25,19
F4IXJ9,0.473684210526316,0.000290565746151383,True,-1.07800251200127,0.00111832886931461,13,11,12,18,31,29,29,25
AT3G21600,0.585987261146497,0.00114258575120663,True,-0.771058792834614,0.00428166608420009,167,130,125,130,247,255,195,245
Q94CE5,1.61877745241581,0.0148601477652712,True,0.69490465928773,0.0476008211231977,2485,2426,1574,2360,1102,1548,1625,1189
Q9LHJ3,3.43863912515188,0.00363355869073168,True,1.78183771729762,0.0130086716679048,1383,1538,862,1877,265,477,490,414
AT3G22440,0.665279860674375,0.0081870903569965,True,-0.587966733713497,0.0277399218563503,3480,3007,3431,3834,5410,6213,4347,4701
AT3G22620,1.99705908564299,0.00956803331766909,True,0.997877017460459,0.0319388111389301,5480,6232,3797,6900,1822,3056,3316,3027
Q9LUI6,0.474920921825576,0.000343402092846112,True,-1.07424078183883,0.00131857475121523,279,268,241,263,496,666,546,505
AT3G22830,0.261467889908257,4.20097172133538E-05,True,-1.93529431061218,0.000163635394629823,18,8,13,18,48,51,59,60
AT3G22840,4.45901639344262,0.00540828940363158,True,2.15672550368745,0.0188868424775482,489,384,263,224,62,62,59,122
AT3G22930,0.543459174714662,0.0101059558131955,True,-0.879756432493847,0.0335643910499908,215,159,103,142,256,363,269,251
AT3G23000,1.80437143632908,4.26507099988704E-05,True,0.851496353111515,0.000166113291574548,3280,3223,3205,3583,1631,1894,2125,1716
AT3G23080,0.619242579324463,0.0088020032372309,True,-0.691423419806428,0.0296241881055015,145,104,189,167,278,257,201,241
AT3G23990,1.92370572207084,0.0106773220341023,True,0.943888120427968,0.0352739762349256,3575,2306,3169,2952,2277,1651,1451,860
Q94K36,2.48472775564409,0.000337932270155106,True,1.31308778856886,0.00129771748935824,989,816,819,1118,331,441,365,369
AT3G24450,0.561475409836066,0.00131596345412111,True,-0.83270525460236,0.00490828868551027,111,108,96,96,159,219,165,189
Q9LV52,0.352290679304897,4.61674856635508E-05,True,-1.50516178950804,0.000179748908386884,522,486,349,427,1112,1442,1220,1290
Q9LSG4,0.397014925373134,0.00122440868573181,True,-1.33273484984395,0.00458076986138277,38,35,22,38,98,88,61,88
AT3G25560,0.564870259481038,0.00264858009505442,True,-0.824008550363326,0.00962002027104363,378,272,376,389,685,702,490,628
Q6IM95,0.66121270452358,0.0139367777095862,True,-0.596813650086112,0.0448822142951258,156,142,182,207,250,308,274,207
AT3G25790,2.64010989010989,0.000928984653479681,True,1.40059798057505,0.00350114093031799,445,453,428,596,146,216,249,117
AT3G25795,2.34285714285714,0.0141655223835004,True,1.22826898767312,0.0455546393752104,18,17,23,24,3,8,17,7
AT3G26040,1.94117647058824,0.0116752594133147,True,0.956931278108114,0.0383232169016084,14,14,20,18,4,8,11,11
AT3G26290,3.6125,0.000458177590211717,True,1.85299758761332,0.00174967460943311,213,227,166,261,48,79,79,34
Q9LIP6,1.83932853717026,0.00339052592465761,True,0.87917919405827,0.0121741982006517,405,427,278,424,178,216,234,206
Q9LIN0,2.55206025697829,0.000575436112192573,True,1.35166239313784,0.0021877044025679,1475,1712,1077,1496,552,563,577,565
AT3G26470,1.63900666262871,0.00913544266208355,True,0.712821719063279,0.0306320744263365,788,735,503,680,371,482,347,451
Q9LW35,0.456383822363204,0.000679554177256847,True,-1.13168044219599,0.00257696571346697,265,231,268,387,583,751,573,615
Q9LW26,0.430167597765363,0.00481706216489508,True,-1.21702923656936,0.0169256675103718,64,41,54,72,181,122,128,106
AT3G27870,0.557774607703281,0.00386508178775746,True,-0.842245836703271,0.0137900064784074,101,75,90,125,175,213,154,159
AT3G27884,0.425595238095238,0.00513918927632284,True,-1.23244608600037,0.0179966172307209,39,34,29,41,61,93,72,110
Q9LII9,0.297658862876254,0.0100655285822717,True,-1.74826824323171,0.0334463330700993,46,17,9,17,88,87,84,40
AT3G28155,0.545454545454545,0.0145526118549808,True,-0.874469117916141,0.0466986594900583,9,3,6,6,11,11,9,13
Q9LHD1,18.5656192236599,0.00132806662281681,True,4.21456152944469,0.00495127515026656,2002,2622,1782,3638,61,96,335,49
Q9LSI7,0.142857142857143,0.00542395034130871,True,-2.8073549220576,0.0189318853498288,0,1,0,0,2,2,2,1
Q9LHA1,5.12272727272727,0.0128537085198159,True,2.35691208664756,0.0417434844839747,170,210,290,457,89,37,61,33
AT3G28910,1.66440677966102,0.0064389705536565,True,0.735008070065489,0.0221854393714178,117,119,149,106,83,65,90,57
AT3G29160,0.655072463768116,0.00834237641834612,True,-0.610273589250344,0.0282269900104064,439,449,428,492,632,840,725,563
AT3G29410,0.160479041916168,0.00381852024723139,True,-2.63954319690364,0.0136338204158652,192,111,48,51,505,899,401,700
Q9LIA0,0.217391304347826,0.00652200349814591,True,-2.20163386116965,0.022451209067967,35,22,12,11,130,110,60,68
Q94F39,0.569710224166211,0.0120691481485651,True,-0.811699797470208,0.0394799650435494,308,191,289,254,552,516,332,429
AT3G29630,1.953125,0.00925014805441449,True,0.965784284662087,0.0309833388053915,353,310,189,273,114,158,159,145
Q9LJA2,0.44578313253012,0.00296023501056419,True,-1.16558606571798,0.0107020757551916,17,20,14,23,36,41,54,35
AT3G29780,5.69189189189189,0.00213633973900662,True,2.50890826050941,0.00783591394260195,274,315,143,321,35,64,56,30
Q8L8Q7,2.05115089514066,0.00841255953954478,True,1.03643362914757,0.0284447957114264,212,232,138,220,65,134,77,115
Q9LRU5,0.442622950819672,0.0146987598020396,True,-1.17584983539942,0.0471411502702875,3,4,8,12,15,19,15,12
P92983,0.157127039907572,0.000122089909351919,True,-2.66999662027859,0.000473462872010803,1940,1605,1185,1798,7841,12602,10870,10233
Q7PC85,0.213114754098361,0.000500045642525704,True,-2.23029761942179,0.00190722072851115,6,5,4,11,39,31,28,24
Q9LH31,0.544866612772838,0.0104564446297373,True,-0.876025003794511,0.0346277504256774,162,170,146,196,219,399,301,318
Q9M2A0,0.629451395572666,0.0127744983848379,True,-0.667833113406129,0.0415256037629332,196,113,170,175,294,298,226,221
AT3G44310,2.18991250643335,0.00500924254380886,True,1.13087323098798,0.0175684991335837,1476,2270,2492,2272,791,721,1380,994
Q2V3R1,4.20487804878049,0.00433513262694207,True,2.07206395958365,0.015356732223355,190,187,161,324,49,60,43,53
AT3G44735,1.73309608540925,0.00479235864513883,True,0.793351641861416,0.0168475058382666,144,106,121,116,74,60,93,54
AT3G45060,0.000602046959662854,0.00623430115708423,True,-10.6978363579624,0.0215452517897942,0,1,1,0,1052,1254,348,668
Q9M1U8,3.66666666666667,0.010049242146799,True,1.87446911791614,0.033410036818556,4,2,2,3,1,1,1,0
Q9M1U1,0.0769230769230769,0.0150107166402726,True,-3.70043971814109,0.0480337324674532,1,0,0,0,4,3,5,1
AT3G07105,0.239316239316239,0.0151416188382454,True,-2.0630097975258,0.0484074036237719,1,2,12,13,32,42,14,29
AT3G45590,0.625925925925926,0.00934433298765813,True,-0.675936160768647,0.0312774068799475,37,35,48,49,78,76,61,55
AT3G45638,0.0769230769230769,0.00143952641458744,True,-3.70043971814109,0.00535516330256189,0,0,0,1,4,3,4,2
Q9M171,0.25,0.00542395034130871,True,-2,0.0189318853498288,1,0,2,1,5,3,3,5
Q9M170,0.351648351648352,0.000381042628791572,True,-1.5077946401987,0.0014606491997826,28,27,36,37,76,113,86,89
AT3G45970,1.6309963099631,0.0108925675270313,True,0.70575351803756,0.0359088952767387,235,255,220,174,95,151,127,169
P19036,272.852941176471,0.000229667470268424,True,8.09197978487923,0.000885834387744765,2383,2225,1616,3053,8,7,6,13
AT3G07365,58.3333333333333,7.54552662132202E-05,True,5.86624861111117,0.000293444759477565,49,44,31,51,0,1,1,1
AT3G46270,3.69473684210526,0.0015743929831542,True,1.88547161197361,0.0058410235396675,82,97,62,110,12,36,30,17
AT3G46330,0.284997211377579,0.00960551484358518,True,-1.81098029193075,0.0320451947001865,133,147,90,141,309,695,395,394
AT3G46540,1.83448275862069,0.00042877314343448,True,0.875373345486255,0.00163957873218216,265,288,226,285,138,168,152,122
Q9SNC3,1.56611570247934,0.000141964102533532,True,0.647190800896497,0.000550036648309834,287,281,287,282,194,207,172,153
AT3G46630,2.76978417266187,0.00741220049395674,True,1.46977356285876,0.025309628595171,65,87,136,97,36,27,47,29
F4J962,0.532871972318339,0.00125280977318987,True,-0.908139141805778,0.00468446670839585,48,33,44,29,77,80,63,69
AT3G46970,0.497777777777778,0.00116005320824941,True,-1.00642626915943,0.00434569680964808,148,83,107,110,249,240,226,185
Q9SD52,0.585694379934974,0.00777884401253637,True,-0.771780043839014,0.0264692376162003,330,342,242,347,442,682,500,529
Q6NMA7,0.378698224852071,0.00196740395728834,True,-1.40087943628218,0.0072410779229362,211,155,111,99,343,484,382,312
Q9STZ2,0.646153846153846,0.0108104861164819,True,-0.630050390249694,0.0356691906127604,84,75,63,72,136,124,105,90
AT3G47340,0.0703812316715543,0.000734492961090627,True,-3.82866542830302,0.00278252961442803,5,11,68,84,533,725,745,384
Q9STY7,0.466876971608833,0.00219155089464418,True,-1.09888566451046,0.00803154527246752,164,100,170,158,331,392,282,263
Q9STY5,0.0965250965250965,0.00167949173679172,True,-3.37295209791183,0.006218148464011,12,4,6,3,79,87,47,46
Q9C5L3,0.478011472275335,0.00187819570824499,True,-1.06488285158485,0.00692464665402882,686,704,396,464,961,1373,1137,1236
AT3G47490,1.68506493506494,0.0151771502898697,True,0.75280418766298,0.0485164697920801,131,91,146,151,100,72,65,71
Q8LFV3,1.87740940632228,0.00576254958053801,True,0.908743292718005,0.0200138341336435,590,510,660,675,192,323,314,468
AT3G47540,2.20512820512821,0.000554238956543607,True,1.14086253583985,0.00210898879710096,209,168,180,217,120,78,74,79
Q8L5Z2,0.451310861423221,0.00298807303437609,True,-1.14780659545759,0.0107958829804697,63,44,56,78,143,164,100,127
AT3G47760,0.178217821782178,0.0119316731131021,True,-2.48828648130948,0.0390638303106644,10,4,1,3,30,38,20,13
AT3G47790,0.393732970027248,0.00250920093270857,True,-1.34471057034253,0.00913896485132996,58,36,73,122,199,207,179,149
Q9STS6,∞,0.0106346797308552,True,∞,0.035148352572089,2,1,1,3,0,0,0,0
AT3G48115,0.596161378770074,0.00871828385992357,True,-0.746225178903573,0.0293597249467959,360,332,398,432,633,819,569,532
AT3G48190,0.57909604519774,0.00571931818886018,True,-0.788125450577551,0.0198818262770624,328,203,334,365,596,601,479,448
AT3G48240,0.574193548387097,0.0154620869319189,True,-0.80039097430784,0.0493352600541445,21,28,20,20,32,52,34,37
A0A1I9LRZ7,0.153846153846154,0.00521317665409526,True,-2.70043971814109,0.0182426573917487,4,9,6,7,20,58,51,40
