ID,Cluster,x,y
Q9SRY5,1,-1.59053290426137,9.28068272978991
AT1G04223,1,-1.8208840362581,8.47509237520806
O04089,1,-1.54870959472144,8.72284393126284
Q9LE79,1,-1.59707424319646,8.07386835261933
Q93WK6,1,-1.51936442669751,8.75868345143221
Q9LM21,1,-1.7039494009502,8.13907639468141
AT1G06153,1,-1.19819498839769,8.66635363296392
Q9C615,1,-1.84511150584877,7.9123553016541
Q2V2Q8,1,-0.850477628684604,8.48468580610209
AT1G06963,1,-0.769748372624466,8.27375953252586
Q944S3,1,-2.20081524887035,8.58700857099455
F4HV37,1,-1.83219497676774,9.08395123845908
Q9C6C8,1,-1.51767784081547,8.20967050301135
A0A178WC31,1,-2.16664257883532,9.39973230261509
AT1G54355,1,-2.0586425694301,8.5413335026483
F4HYV4,1,-1.46576161449455,9.02718236903137
Q9CAC7,1,-1.27085679065711,8.3878320647534
A0A1P8APL7,1,-1.78371691110027,8.12516700126021
Q1G3X9,1,-2.13244206028559,8.35771385892744
Q9SS00,1,-1.32386226262983,9.31992621933915
Q9C8Y5,1,-1.69196357143564,8.24978700105859
Q3ECH2,1,-2.13128752212148,8.99356849459579
F4I5D5,1,-1.88039287653072,8.57102534544165
AT1G09523,1,-0.745771608609894,8.97090094577464
Q9LX16,1,-1.32771180974139,9.10327583282382
AT5G02225,1,-1.50820149458165,8.99294849403735
Q9LXE7,1,-1.15160159460144,8.66205221546105
F4K2L4,1,-1.10352352876898,8.90571576893894
Q9FG67,1,-0.903388409841023,8.17310183202579
AT5G23155,1,-1.45370318805821,7.99592479671072
Q3E8R5,1,-1.03641539821236,8.79695328062623
Q9FIG8,1,-1.10329962962917,8.51804943436707
Q9FHE8,1,-0.551300538962251,8.48111175072545
Q9FK75,1,-2.2076164241408,9.19649557795879
Q8GX37,1,-0.850542839365928,8.85800648284659
Q9FLI4,1,-1.08058904277731,9.18624627388637
A0A178UEA7,1,-1.8381030111766,8.94683486105126
Q3EBD7,1,-0.512242056636496,8.60062574874525
Q9LDE1,1,-1.37763436196862,8.25875832977246
Q9SFV6,1,-1.99660871661404,8.09512913034639
Q9LJF1,1,-1.276166694033,9.37634889153779
AT3G03595,1,-0.522037930564223,8.22919820818811
Q9LTP5,1,-2.13790139424827,8.57514662923928
F4JBE2,1,-1.98137985062946,8.38726525555499
Q42431,1,-1.13303452469327,8.7038425605333
AT3G05955,1,-2.09075368364749,8.89457770697974
A0MDR2,1,-1.08768531636546,8.95214879876464
AT3G06605,1,-1.69998724925346,9.35030244141019
AT3G08070,1,-1.31790721224259,8.58269870617106
Q45GK4,1,-0.951223038933721,8.39858400800904
Q9FPR6,1,-2.12407634275122,8.92672918517279
AT2G04335,1,-1.37102967470401,8.49749260517607
AT2G04465,1,-2.16196827775529,8.48694115256622
AT2G04785,1,-1.72219743210304,9.02956299395098
Q8VZK8,1,-0.740336248183262,8.7422624678791
A0A1P8B096,1,-1.6463395764985,7.98279812307464
O64627,1,-1.71604719687917,8.41251230447532
Q9SIE6,1,-2.3604911741177,9.32775646710705
Q9ZV34,1,-1.08541494168182,8.29778548460099
O22778,1,-1.91364480893468,8.76239078619211
AT2G08635,1,-0.695894537576236,8.40342918042837
Q9ZQP6,1,-1.56241135612875,8.30198630425104
AT2G08985,1,-0.79590388574086,8.91862596400724
B3H4R4,1,-1.74073484405917,8.74899489473696
A0A1P8B386,1,-1.44537252279166,9.20456281893563
Q9M0S8,1,-1.04213146944801,9.23792509513925
A0A178V1C5_1,1,-1.78257965079723,8.75393871515743
Q1G3I2,1,-1.45609018348448,8.13232585363984
O65457,1,-1.89838596997518,9.16497944376822
P82794,1,-1.78136873863523,7.9820945949456
Q8RWE5,1,-1.36049026409021,8.5638099221178
Q67Y55,1,-1.2846186889645,8.05264145939958
Q9SZD2,1,-0.858828037423071,8.17883869440761
O81755,1,-1.17825496129079,8.16902335569186
P93277,1,-1.48935223466636,8.52822807169834
B3H5Q1,2,-2.60876765619519,6.38238019471873
AT1G04677,2,-3.07947702443991,5.6413196092406
AT1G04803,2,-3.23461674797764,6.8454245529233
A0A178W1Y6,2,-3.11440190374881,6.72582749256283
Q56YI8,2,-3.07421055990233,6.49909325323477
AT1G04973,2,-2.87379093104098,6.22670798043114
Q9SHH7,2,-3.82017254656158,6.12764891690703
AT1G05837,2,-3.58292218524087,6.1050687678675
Q9FZE4,2,-2.78735649038827,6.30207439977643
Q9SGP6,2,-3.39368159540497,7.34318167166219
Q3E6X9,2,-2.89584054860168,5.89971919127808
Q9C8J4,2,-2.888360251323,6.2278993657456
A0A178WE54,2,-2.73996325552978,7.11312763529333
F4HPY8,2,-3.25899928166483,5.8935447599144
Q84UV0,2,-3.08370172059043,5.50429937701149
Q9C6H5,2,-3.69152170779909,5.8657236094674
F4HQ05,2,-2.75788953558246,5.96555099983868
AT1G09327,2,-3.47187649686357,6.62137014016812
AT1G09907,2,-2.75443665882836,6.84040002250537
Q9FYE0,2,-3.09907315956877,7.05787791914466
P0C5K5,2,-3.49157037539917,7.35569737318293
A0A178U7S5,2,-3.78931601959932,6.67607908851925
Q94CK4,2,-3.32372728415775,6.31527386681971
Q9LYJ3,2,-3.00055008894017,5.76538313513039
A0A1P8BGN4,2,-3.73043711540907,7.07328819260958
Q9FKP1,2,-2.84841417196168,6.89206446606074
A0A1P8BGZ5,2,-2.69156850206274,5.77520081488654
Q8GWF1,2,-2.69260414251291,6.56061667970353
Q9FNK0,2,-3.65688491622904,6.33139074335653
Q4V3D6,2,-3.83593425090646,6.44411648712305
F4JZS0,2,-3.21455623871548,6.32751889206008
A0A140JWM8,2,-2.89156188289808,6.86916547721025
F4KIX1,2,-3.22698639754205,6.59487407994044
Q8L7D5,2,-2.88801772858853,6.08425529178016
A0MFN6,2,-2.79026328321183,6.68356861597234
A0A1P8BCM6,2,-2.88637376128638,6.55098035105761
Q93WU9,2,-2.66760684063201,7.03363446496912
Q9CAE7,2,-3.25894413479383,5.96096125647178
AT3G14475,2,-2.81303081953272,7.05048704882596
Q9LS86,2,-3.75804136406498,7.24157856418315
AT3G04495,2,-2.62166527968571,5.84163543783433
Q9LIQ1,2,-3.85606851598486,7.35296358671179
Q9LRW9,2,-2.65217754649036,6.46174351110132
Q9LS06,2,-3.58802217701455,5.93835939543196
Q9LIM9,2,-3.8413168406055,6.65630284821078
Q9LSJ5,2,-3.1410241762701,6.37660995416643
Q3E7K4,2,-3.2136685948334,6.31193601848839
Q9M1F7,2,-3.74253468667978,6.40814647406959
Q56YG6,2,-4.03876646551507,6.89014987875076
