,FC.avg,log2FC,p.value,FDR,is.DEP,C61,C62,C63,C64,I891,I892,I893,I894
A0A1P8APK5, 0.2323219,-2.1058031, 0.0096324, 0.1153151,TRUE,2.85635368742407E-07,1.06114925647924E-07,2.11929175388877E-07,9.60108453850947E-08,1.09218446449513E-06,4.28493148994438E-07,6.01123078247089E-07,8.89927445204201E-07
A0A1P8AMN4, 5.1779006, 2.3723673, 0.015378, 0.134799,TRUE,4.95101305820173E-06,6.79135524146717E-06,1.69543340311101E-06,4.22447719694417E-06,8.19138348371348E-07,1.19978081718443E-06,6.01123078247089E-07,7.9104661795929E-07
F4HPM2, 2.7558608, 1.462503, 0.0005231, 0.049508,TRUE,1.93279932849029E-05,1.57050089958928E-05,1.27157505233326E-05,1.46896593439195E-05,6.00701455472322E-06,6.08460271572102E-06,6.41197950130228E-06,4.15299474428627E-06
Q8L7S1, 0.4876768,-1.0360028, 0.0171719, 0.1410351,TRUE,7.24561718709907E-05,9.20016405367505E-05,8.64671035586617E-05,0.000103499691325132,0.00019996077237465,0.000136689314529226,0.000252271318504362,0.000137839873179406
Q6X7J9, 0.1851575,-2.4331748, 0.0087991, 0.1111612,TRUE,1.99944758119685E-06,1.37949403342302E-06,1.16561046463882E-06,1.7281952169317E-06,8.19138348371348E-06,3.77073971115105E-06,1.24232102837732E-05,9.49255941551147E-06
A0A178WFX1, 0.1460244,-2.7757191, 0.0006898, 0.0522618,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,2.88032536155284E-07,1.00116909245387E-06,6.85589038391101E-07,1.30243333620203E-06,1.08768909969402E-06
A0A178W0F5, 0.1549445,-2.6901767, 0.0105591, 0.1189645,TRUE,1.90423579161605E-07,0,0,3.84043381540379E-07,7.28122976330087E-07,6.85589038391101E-07,1.50280769561772E-06,7.9104661795929E-07
AT1G07367,0,-∞, 0.0418402, 0.2090811,TRUE,0,0,0,0,9.10153720412609E-08,1.71397259597775E-07,1.00187179707848E-07,0
Q9SX97, 2.2935858, 1.1976049, 0.0000029, 0.0064251,TRUE,1.00924496955651E-05,1.06114925647924E-05,9.74874206788833E-06,1.017714961082E-05,4.45975323002178E-06,3.59934245155328E-06,4.90917180568456E-06,4.74627970775574E-06
F4HV37, ∞, ∞, 0.0244713, 0.1640461,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,0,0,0,0,0
Q9C7Z5, 0.2158288,-2.2120408, 0.012477, 0.1245945,TRUE,2.85635368742407E-07,1.06114925647924E-07,0,9.60108453850947E-08,4.55076860206305E-07,5.14191778793326E-07,4.00748718831393E-07,8.89927445204201E-07
A0A178WPD2, 75.6620842, 6.2414986, 0.0000108, 0.0181299,TRUE,0.000186424683999211,0.000161400801910493,0.000208008485644183,0.000228793844552681,2.18436892899026E-06,2.91375341316218E-06,2.40449231298836E-06,2.86754399010242E-06
Q9C748, 0.2907856,-1.7819721, 0.0089491, 0.1115929,TRUE,2.85635368742407E-07,4.24459702591698E-07,3.17893763083315E-07,1.92021690770189E-07,1.09218446449513E-06,5.14191778793326E-07,1.40262051590987E-06,1.18656992693893E-06
Q9C749,0,-∞, 0.0008532, 0.0553165,TRUE,0,0,0,0,9.10153720412609E-08,1.71397259597775E-07,1.00187179707848E-07,9.88808272449112E-08
A0A178W2S0, 0.1461701,-2.7742803, 0.0049398, 0.0898431,TRUE,9.52117895808025E-08,0,0,0,1.82030744082522E-07,1.71397259597775E-07,1.00187179707848E-07,1.97761654489822E-07
P0C034,0,-∞, 0.0000002, 0.0004328,TRUE,0,0,0,0,9.10153720412609E-08,8.56986297988876E-08,1.00187179707848E-07,9.88808272449112E-08
A0A1P8ATQ1, 0.3648706,-1.4545432, 0.0274123, 0.1705569,TRUE,0,2.12229851295849E-07,1.05964587694438E-07,9.60108453850947E-08,1.82030744082522E-07,2.57095889396663E-07,3.00561539123545E-07,3.95523308979645E-07
Q9XIB6, 2.3766744, 1.2489443, 0.0015635, 0.0652803,TRUE,7.23609600814099E-06,6.15466568757962E-06,4.45051268316641E-06,6.62474833157153E-06,3.27655339348539E-06,2.14246574497219E-06,2.30430513328051E-06,2.57090150836769E-06
Q9M7Q5, 0.4907884,-1.0268269, 0.0042698, 0.0843091,TRUE,4.66537768945932E-06,2.97121791814189E-06,3.07297304313871E-06,3.45639043386341E-06,8.28239885575474E-06,8.05567120109543E-06,5.10954616510026E-06,7.41606204336834E-06
F4I3E1, 2.4367948, 1.2849847, 0.0412693, 0.207516,TRUE,3.8084715832321E-07,4.24459702591698E-07,3.17893763083315E-07,4.80054226925474E-07,9.10153720412609E-08,1.71397259597775E-07,0,3.95523308979645E-07
Q9LPM2, 2.4055045, 1.2663395, 0.0264679, 0.1679352,TRUE,2.85635368742407E-07,7.42804479535471E-07,7.41752113861069E-07,6.72075917695663E-07,2.73046116123783E-07,3.4279451919555E-07,3.00561539123545E-07,9.88808272449112E-08
A0A384LK78, 0.2793463,-1.8398733, 0.028082, 0.1725347,TRUE,3.8084715832321E-07,2.12229851295849E-07,0,9.60108453850947E-08,2.73046116123783E-07,5.99890408592213E-07,9.01684617370634E-07,6.92165790714378E-07
Q9C6K0, 3.9471306, 1.9808042, 0.0490043, 0.2252077,TRUE,2.85635368742407E-07,1.06114925647924E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,1.00187179707848E-07,9.88808272449112E-08
Q56W21,0,-∞, 0.0243352, 0.1642769,TRUE,0,0,0,0,9.10153720412609E-08,0,1.00187179707848E-07,9.88808272449112E-08
Q9C684, 0.3194762,-1.6462196, 0.0306352, 0.1799026,TRUE,2.85635368742407E-07,1.06114925647924E-07,0,0,2.73046116123783E-07,2.57095889396663E-07,3.00561539123545E-07,3.95523308979645E-07
Q9C8J1, 0.4633534,-1.1098153, 0.016767, 0.1395799,TRUE,4.47495411029772E-06,3.60790747202943E-06,7.31155655091625E-06,5.56862903233549E-06,1.32882443180241E-05,1.46544656956098E-05,7.21347693896507E-06,1.00858443789809E-05
Q9C8J4, 0.4467814,-1.162359, 0.0001348, 0.0367302,TRUE,1.97088404432261E-05,2.16474448321766E-05,1.15501400586938E-05,1.85300931593233E-05,3.93186407218247E-05,4.36206025676338E-05,3.96741231643079E-05,3.72780718713315E-05
Q9C8K5, 0.2148991,-2.2182687, 0.0033815, 0.0800749,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,0,1.82030744082522E-07,2.57095889396663E-07,2.00374359415696E-07,2.96642481734734E-07
AT1G07757,0,-∞, 0.0418402, 0.2090811,TRUE,0,0,0,0,9.10153720412609E-08,1.71397259597775E-07,1.00187179707848E-07,0
A0A1P8AP20, 0.354255,-1.4971398, 0.0021807, 0.0700226,TRUE,9.52117895808025E-07,5.30574628239622E-07,1.80139799080545E-06,1.05611929923604E-06,2.73046116123783E-06,3.34224656215662E-06,3.70692564919038E-06,2.47202068112278E-06
AT1G07823, 0.3932745,-1.3463914, 0.0437865, 0.2134871,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,2.88032536155284E-07,5.46092232247565E-07,1.71397259597775E-07,4.00748718831393E-07,3.95523308979645E-07
Q9SSR7, 2.2458096, 1.1672356, 0.0034425, 0.0803907,TRUE,7.6169431664642E-07,5.30574628239622E-07,8.47716701555507E-07,7.68086763080758E-07,4.55076860206305E-07,3.4279451919555E-07,2.00374359415696E-07,2.96642481734734E-07
A0A1P8AQT5, 0.236049,-2.0828414, 0.0229651, 0.1601798,TRUE,2.66593010826247E-06,1.69783881036679E-06,7.41752113861069E-07,2.88032536155284E-07,8.373414227796E-06,3.85643834094994E-06,3.00561539123545E-06,7.61382369785816E-06
F4IEM5, 0.3384404,-1.5630264, 0.0235687, 0.161878,TRUE,2.85635368742407E-07,3.18344776943773E-07,1.05964587694438E-07,9.60108453850947E-08,7.28122976330087E-07,8.56986297988876E-07,4.00748718831393E-07,3.95523308979645E-07
Q9LNN7, 0.4784707,-1.0634975, 0.0212901, 0.1543231,TRUE,3.52283621448969E-06,3.92625224897321E-06,9.53681289249946E-07,2.30426028924227E-06,6.37107604288826E-06,6.17030134551991E-06,3.60673846948253E-06,6.22949211642941E-06
Q9LPG4, 74.4193103, 6.2176051, 0, 0.0005707,TRUE,3.51331503553161E-05,3.20467075456732E-05,3.5286207702248E-05,3.17795898224663E-05,8.19138348371348E-07,8.56986297988876E-08,7.01310257954937E-07,1.97761654489822E-07
P13853, 44.4610264, 5.4744693, 0.0066058, 0.1011764,TRUE,0.000102733520957686,0.000108980028640418,0.000148880245710686,0.000264893922417476,2.36639967307278E-06,4.62772600913993E-06,4.10767436802178E-06,2.96642481734734E-06
Q9C8L7, 3.954813, 1.9836095, 0.0103531, 0.1181237,TRUE,2.47550652910086E-06,2.54675821555019E-06,9.53681289249946E-07,1.8242060623168E-06,9.10153720412609E-08,6.85589038391101E-07,7.01310257954937E-07,4.94404136224556E-07
A0A178W501, 2.2129177, 1.1459498, 0.0429325, 0.2112709,TRUE,9.52117895808025E-07,8.48919405183396E-07,5.29822938472192E-07,8.64097608465852E-07,2.73046116123783E-07,7.71287668189988E-07,3.00561539123545E-07,9.88808272449112E-08
Q9C8M4, ∞, ∞, 0.0014631, 0.0639588,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,1.92021690770189E-07,0,0,0,0
F4HTB2, 0.3378463,-1.5655609, 0.0020747, 0.0692552,TRUE,3.8084715832321E-07,6.36689553887547E-07,8.47716701555507E-07,6.72075917695663E-07,1.6382766967427E-06,2.48526026416774E-06,1.90355641444912E-06,1.48321240867367E-06
Q9SYF3, 4.2348611, 2.0823147, 0.0010055, 0.0585773,TRUE,1.71381221245444E-06,1.06114925647924E-06,1.16561046463882E-06,1.15213014462114E-06,3.64061488165044E-07,3.4279451919555E-07,1.00187179707848E-07,3.95523308979645E-07
Q9SYF4, 3.5794202, 1.8397259, 0.021046, 0.1541696,TRUE,1.71381221245444E-06,1.69783881036679E-06,5.29822938472192E-07,1.92021690770189E-06,4.55076860206305E-07,8.56986297988876E-08,7.01310257954937E-07,3.95523308979645E-07
Q9SYF5, 2.2580143, 1.1750546, 0.0341661, 0.1898101,TRUE,1.86615107578373E-05,1.2627676152103E-05,7.94734407708288E-06,2.18904727478016E-05,7.09919901921835E-06,7.02728764350878E-06,6.91291539984152E-06,6.03173046193958E-06
Q8RY71, ∞, ∞, 0.047727, 0.222561,TRUE,0,3.18344776943773E-07,7.41752113861069E-07,4.80054226925474E-07,0,0,0,0
F4HV65,0,-∞, 0.0243352, 0.1642769,TRUE,0,0,0,0,9.10153720412609E-08,0,1.00187179707848E-07,9.88808272449112E-08
F4HWY6, 0.4547238,-1.1369375, 0.0458634, 0.2181704,TRUE,6.66482527065617E-07,4.24459702591698E-07,8.47716701555507E-07,3.84043381540379E-07,1.18319983653639E-06,1.62827396617886E-06,1.70318205503342E-06,5.93284963469467E-07
Q9FZ41, 0.4771793,-1.0673967, 0.0131678, 0.1274353,TRUE,3.28480674053769E-05,2.249636423736E-05,1.62125819172491E-05,1.67058870970065E-05,4.28682402314339E-05,5.59612052586736E-05,3.13585872485565E-05,5.47799782936808E-05
F4HYM3, 0.3190912,-1.6479591, 0.0477053, 0.2224982,TRUE,6.66482527065617E-07,1.06114925647924E-06,2.11929175388877E-07,4.80054226925474E-07,1.45624595266017E-06,3.34224656215662E-06,1.20224615649418E-06,1.58209323591858E-06
Q9C7M1, 0.4573706,-1.1285643, 0.0279714, 0.1720121,TRUE,4.76058947904012E-07,2.12229851295849E-07,2.11929175388877E-07,9.60108453850947E-08,4.55076860206305E-07,4.28493148994438E-07,7.01310257954937E-07,5.93284963469467E-07
A0A1P8ASI5, 0.4963066,-1.0106965, 0.0020369, 0.0693691,TRUE,2.28508294993926E-06,1.69783881036679E-06,3.28490221852759E-06,1.63218437154661E-06,5.00584546226935E-06,4.37063011974327E-06,4.00748718831393E-06,4.54851805326591E-06
Q9C7J9, 6.5321359, 2.7075548, 0.0094309, 0.1138629,TRUE,1.90423579161605E-07,1.06114925647924E-07,1.05964587694438E-07,1.92021690770189E-07,9.10153720412609E-08,0,0,0
Q9FXB2, 0.138244,-2.8547111, 0.0326971, 0.1857817,TRUE,8.56906106227222E-07,6.36689553887547E-07,1.16561046463882E-06,1.53617352616152E-06,5.46092232247565E-06,2.82805478336329E-06,8.21534873604355E-06,1.38433158142876E-05
F4I839, 0.4970816,-1.0084454, 0.0119495, 0.1232511,TRUE,1.27583798038275E-05,8.48919405183396E-06,1.0384529594055E-05,1.1137258064671E-05,2.17526739178614E-05,2.96517259104151E-05,1.73323820894577E-05,1.73041447678595E-05
Q9C6R4, 2.2530653, 1.1718891, 0.0030836, 0.0776573,TRUE,3.8084715832321E-06,3.50179254638151E-06,5.40419397241636E-06,4.60852057848455E-06,2.45741504511404E-06,1.54257533637998E-06,2.30430513328051E-06,1.38433158142876E-06
Q9XIF4, 0.4762606,-1.0701769, 0.0015506, 0.0650439,TRUE,3.9036833728129E-06,3.07733284378981E-06,2.96700845544428E-06,2.97633620693794E-06,7.64529125146592E-06,5.74180819652547E-06,8.01497437662785E-06,5.73508798020485E-06
Q9XIE3, 2.3082868, 1.2068225, 0.0363748, 0.1954385,TRUE,1.15206265392771E-05,9.01976868007358E-06,7.31155655091625E-06,6.14469410464606E-06,3.36756876552665E-06,1.54257533637998E-06,2.20411795357266E-06,7.61382369785816E-06
O80737, 0.4413088,-1.1801395, 0.0079342, 0.108741,TRUE,1.80902400203525E-06,1.69783881036679E-06,8.47716701555507E-07,1.53617352616152E-06,2.18436892899026E-06,4.19923286014549E-06,3.30617693035899E-06,3.65859060806171E-06
O22693, 0.0209072,-5.5798537, 0.003141, 0.0786629,TRUE,3.8084715832321E-07,5.30574628239622E-07,3.17893763083315E-07,9.60108453850947E-08,1.34702750621066E-05,7.71287668189988E-06,2.16404308168952E-05,2.05672120669415E-05
Q4PSY2, 0.3939789,-1.3438099, 0.0152029, 0.1345317,TRUE,3.9988951623937E-06,1.91006866166264E-06,1.69543340311101E-06,2.20824944385718E-06,7.55427587942466E-06,3.4279451919555E-06,6.21160514188659E-06,7.71270452510307E-06
O22721, 2.8837221, 1.5279321, 0.0079634, 0.1088644,TRUE,2.47550652910086E-06,1.69783881036679E-06,1.3775396400277E-06,2.40027113462737E-06,9.10153720412609E-07,8.56986297988876E-07,1.00187179707848E-07,8.89927445204201E-07
A8MRV9, 2.0689155, 1.0488747, 0.0019389, 0.0684497,TRUE,1.99944758119685E-06,2.54675821555019E-06,2.22525634158321E-06,2.30426028924227E-06,1.00116909245387E-06,5.99890408592213E-07,1.30243333620203E-06,1.48321240867367E-06
Q5E930, 2.406202, 1.2667578, 0.0040351, 0.0830792,TRUE,1.79950282307717E-05,1.48560895907094E-05,2.51136072835819E-05,1.78580172416276E-05,4.91483009022809E-06,7.96997257129655E-06,1.04194666896162E-05,8.20710866132763E-06
Q9SXE1, 0.3192524,-1.6472306, 0.0466739, 0.2200471,TRUE,4.76058947904012E-06,3.92625224897321E-06,2.7550792800554E-06,4.03245550617398E-06,1.37433211782304E-05,3.4279451919555E-06,1.92359385039068E-05,1.20634609238792E-05
F4HYV4, ∞, ∞, 0.0244756, 0.1638712,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,0,0,0,0
F4HYV5, 2.2290178, 1.1564081, 0.0254211, 0.1652188,TRUE,1.42817684371204E-06,1.59172388471887E-06,1.69543340311101E-06,2.97633620693794E-06,1.00116909245387E-06,8.56986297988876E-07,8.01497437662785E-07,7.9104661795929E-07
F4I1Y9, 6.1132026, 2.6119284, 0.0164707, 0.1385245,TRUE,1.90423579161605E-07,1.06114925647924E-07,2.11929175388877E-07,9.60108453850947E-08,0,0,0,9.88808272449112E-08
Q8LDN8, 2.3183998, 1.2131293, 0.00615, 0.0986192,TRUE,9.99723790598426E-06,9.9748030109049E-06,1.5470829803388E-05,1.47856701893046E-05,3.82264562573296E-06,4.88482189853659E-06,7.91478719692001E-06,5.04292218949047E-06
Q9C8T8,0,-∞, 0.0246568, 0.1642488,TRUE,0,0,0,0,9.10153720412609E-08,8.56986297988876E-08,0,9.88808272449112E-08
Q9SH42, 2.9489135, 1.5601835, 0.0033608, 0.0800783,TRUE,1.33296505413123E-06,2.22841343860641E-06,1.27157505233326E-06,1.53617352616152E-06,6.37107604288826E-07,4.28493148994438E-07,5.00935898539241E-07,5.93284963469467E-07
Q9CAC7, 3.3787074, 1.7564714, 0.014943, 0.1335904,TRUE,7.04567242897938E-06,7.21581494405886E-06,2.7550792800554E-06,4.22447719694417E-06,1.36523058061891E-06,1.54257533637998E-06,1.30243333620203E-06,2.07649737214314E-06
Q4PSX8, 3.9161111, 1.9694217, 0.0219331, 0.1567931,TRUE,3.8084715832321E-07,4.24459702591698E-07,2.11929175388877E-07,4.80054226925474E-07,0,8.56986297988876E-08,0,2.96642481734734E-07
Q2V4F3, 0.4124281,-1.2777853, 0.0222549, 0.1577555,TRUE,2.85635368742407E-07,3.18344776943773E-07,5.29822938472192E-07,8.64097608465852E-07,1.18319983653639E-06,7.71287668189988E-07,1.70318205503342E-06,1.18656992693893E-06
AT1G08667, ∞, ∞, 0.0244032, 0.1642431,TRUE,0,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q42059, 0.3262576,-1.6159164, 0.0040598, 0.0833978,TRUE,7.5217313768834E-05,7.06725404815177E-05,5.77507002934689E-05,7.39283509465229E-05,0.00022016618496781,0.000135489533712041,0.000289240387816558,0.000205869882323905
Q9SGU9, 3.5969684, 1.8467815, 0.0181143, 0.1443368,TRUE,2.74209953992711E-05,3.10916732148419E-05,6.69696194228851E-05,4.051657675251E-05,5.73396843859944E-06,1.62827396617886E-05,1.56292000344243E-05,8.50375114306236E-06
Q9ZPJ8, 2.2004487, 1.1377978, 0.0086057, 0.1110582,TRUE,0.000397604433289431,0.000551373153666616,0.000272117061199318,0.00042590411012828,0.000192315481123184,0.000172939834934155,0.000164206787541163,0.000219021032347478
A0A1P8APL7, 95.5837111, 6.5786929, 0.0028951, 0.0756649,TRUE,3.04677726658568E-06,2.75898806684604E-06,4.55647727086085E-06,6.52873748618644E-06,9.10153720412609E-08,8.56986297988876E-08,0,0
Q9XIQ2, 0.331823,-1.5915144, 0.0106008, 0.1191354,TRUE,3.8084715832321E-07,3.18344776943773E-07,4.23858350777754E-07,2.88032536155284E-07,1.36523058061891E-06,1.19978081718443E-06,5.00935898539241E-07,1.18656992693893E-06
Q9S777, 2.1915875, 1.1319763, 0.0067623, 0.1017243,TRUE,8.76900582039191E-05,7.311318377142E-05,5.02272145671638E-05,5.60703337048953E-05,2.66675040080894E-05,3.11943012467951E-05,2.56479180052091E-05,3.83657609710255E-05
F4I9U8, 0.3387352,-1.5617703, 0.0003189, 0.0443392,TRUE,1.99944758119685E-06,4.24459702591698E-07,1.58946881541658E-06,1.7281952169317E-06,4.55076860206305E-06,3.94213697074883E-06,4.00748718831393E-06,4.449637226021E-06
A0A1P8AR77, 0.43526,-1.2000507, 0.0232093, 0.1610086,TRUE,3.8084715832321E-07,0,5.29822938472192E-07,3.84043381540379E-07,6.37107604288826E-07,9.42684927787764E-07,8.01497437662785E-07,5.93284963469467E-07
AT1G08757, 0.0686926,-3.8637013, 0.0128556, 0.1263175,TRUE,0,0,0,9.60108453850947E-08,4.55076860206305E-07,3.4279451919555E-07,5.00935898539241E-07,9.88808272449112E-08
Q1PFG4, 0.0320023,-4.9656826, 0.0198276, 0.1501374,TRUE,0,0,3.17893763083315E-07,0,4.27772248593926E-06,6.85589038391101E-07,2.00374359415696E-06,2.96642481734734E-06
Q9SHY6, 0.0212274,-5.5579307, 0.0088673, 0.1113443,TRUE,0,1.06114925647924E-07,0,9.60108453850947E-08,3.82264562573296E-06,1.02838355758665E-06,1.80336923474127E-06,2.86754399010242E-06
Q9SS00, ∞, ∞, 0.0309904, 0.1805339,TRUE,9.52117895808025E-08,3.18344776943773E-07,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q9SRZ4, 3.3389431, 1.7393915, 0.0001038, 0.0333395,TRUE,8.5309763464399E-05,7.84189300538162E-05,8.08509804108565E-05,0.000105707940768989,2.34819659866453E-05,2.17674519689174E-05,2.54475436457934E-05,3.42127662267393E-05
Q9SRZ2, ∞, ∞, 0.0244713, 0.1640461,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,0,0,0,0,0
Q7X6Y7, 3.1796428, 1.6688647, 0.0060395, 0.0976025,TRUE,1.90423579161605E-06,2.44064328990226E-06,1.27157505233326E-06,1.44016268077642E-06,9.10153720412609E-07,5.14191778793326E-07,3.00561539123545E-07,4.94404136224556E-07
AT1G08847, ∞, ∞, 0, 0.0002852,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
F4HQ23, 2.4789991, 1.3097578, 0.0306681, 0.1799391,TRUE,2.85635368742407E-06,3.50179254638151E-06,1.69543340311101E-06,1.8242060623168E-06,8.19138348371348E-07,6.85589038391101E-07,6.01123078247089E-07,1.87873571765331E-06
Q9FZI2, 0.4969669,-1.0087784, 0.0396457, 0.203642,TRUE,2.95156547700488E-06,2.65287314119811E-06,8.47716701555507E-07,1.05611929923604E-06,4.55076860206305E-06,2.39956163436885E-06,3.80711282889823E-06,4.35075639877609E-06
B3H543,0,-∞, 0.0247936, 0.1643076,TRUE,0,0,0,0,9.10153720412609E-08,8.56986297988876E-08,1.00187179707848E-07,0
A0A178WJH4, 0.435896,-1.1979441, 0.0133221, 0.1277821,TRUE,5.71270737484815E-07,8.48919405183396E-07,7.41752113861069E-07,8.64097608465852E-07,1.82030744082522E-06,9.42684927787764E-07,2.00374359415696E-06,2.17537819938805E-06
A0A178WEM2, 0.3931838,-1.3467243, 0.015172, 0.1345231,TRUE,4.76058947904012E-07,5.30574628239622E-07,3.17893763083315E-07,5.76065072310568E-07,1.36523058061891E-06,6.85589038391101E-07,1.10205897678633E-06,1.68097406316349E-06
Q9LE54, 0.1419237,-2.8168129, 0.0115122, 0.1221986,TRUE,2.76114189784327E-06,2.33452836425434E-06,1.80139799080545E-06,1.05611929923604E-06,1.62007362233444E-05,4.1135342303466E-06,1.73323820894577E-05,1.83918338675535E-05
AT1G09053, 6.9835139, 2.8039531, 0.0250743, 0.1648315,TRUE,1.90423579161605E-07,1.06114925647924E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,0,9.88808272449112E-08
AT1G09083, 0.417516,-1.2600966, 0.0368545, 0.196567,TRUE,5.71270737484815E-07,4.24459702591698E-07,9.53681289249946E-07,9.60108453850947E-07,1.91132281286648E-06,1.28547944698331E-06,1.10205897678633E-06,2.6697823356126E-06
Q8RX77, 0.4940745,-1.0171995, 0.036222, 0.1949282,TRUE,1.52338863329284E-06,4.56294180286075E-06,4.1326189200831E-06,3.74442297001869E-06,7.9183373675897E-06,4.19923286014549E-06,9.61796925195342E-06,6.52613459816414E-06
Q84UU9, 0.1676092,-2.5768266, 0.0020415, 0.0693476,TRUE,4.76058947904012E-07,2.12229851295849E-07,8.47716701555507E-07,1.92021690770189E-07,2.73046116123783E-06,3.59934245155328E-06,1.90355641444912E-06,2.07649737214314E-06
Q9M9H0, 0.4039546,-1.3077351, 0.0092229, 0.1128166,TRUE,9.52117895808025E-07,4.24459702591698E-07,1.16561046463882E-06,4.80054226925474E-07,2.18436892899026E-06,2.31386300456997E-06,1.30243333620203E-06,1.68097406316349E-06
AT1G09287, ∞, ∞, 0.0244756, 0.1638712,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,0,0,0,0
Q5XVG3, 0.3261901,-1.6162153, 0.0022414, 0.0702155,TRUE,1.05685086434691E-05,1.01870328622007E-05,5.08630020933304E-06,4.51250973309945E-06,2.54843041715531E-05,2.81091505740351E-05,2.35439872313443E-05,1.59198131864307E-05
Q9FNX8, 2.4958498, 1.3195311, 0.0370328, 0.1968177,TRUE,9.52117895808025E-07,2.33452836425434E-06,1.27157505233326E-06,1.63218437154661E-06,8.19138348371348E-07,1.71397259597775E-07,5.00935898539241E-07,9.88808272449112E-07
AT1G09327,0,-∞, 0.0248967, 0.1643048,TRUE,0,0,0,0,0,8.56986297988876E-08,1.00187179707848E-07,9.88808272449112E-08
Q9CAI1, 3.5626742, 1.8329606, 0.001613, 0.0654239,TRUE,3.42762442490889E-06,2.12229851295849E-06,2.7550792800554E-06,3.74442297001869E-06,9.10153720412609E-07,6.85589038391101E-07,5.00935898539241E-07,1.28545075418385E-06
Q9CAT6, 5.2034735, 2.379475, 0.0002376, 0.0438927,TRUE,1.542430991209E-05,1.14604119699758E-05,1.50469714526103E-05,9.98512792004985E-06,2.27538430103152E-06,2.82805478336329E-06,2.20411795357266E-06,2.6697823356126E-06
Q8RXD5, 2.151396, 1.1052731, 0.002244, 0.0701343,TRUE,0.000188328919790827,0.000204589576649198,0.000183424701299073,0.000264989933262861,0.000105122754707656,6.57308490557468E-05,9.87845591919383E-05,0.000121425655856751
A0A178WCQ2, 0.476282,-1.0701121, 0.0021793, 0.0700592,TRUE,2.47550652910086E-06,1.48560895907094E-06,3.60279598161091E-06,2.01622775308699E-06,5.27889157839313E-06,4.28493148994438E-06,5.30992052451595E-06,5.24068384398029E-06
AT1G09423, ∞, ∞, 0.0244628, 0.164234,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
AT1G74205, 2.2053195, 1.1409877, 0.0273375, 0.1707215,TRUE,5.71270737484815E-07,5.30574628239622E-07,7.41752113861069E-07,3.84043381540379E-07,4.55076860206305E-07,2.57095889396663E-07,1.00187179707848E-07,1.97761654489822E-07
AT1G09513, ∞, ∞, 0.0244713, 0.1640461,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,0,0,0,0,0
Q9C9P9, 2.0939145, 1.0662025, 0.0147988, 0.1331395,TRUE,1.33296505413123E-05,1.74028478062596E-05,1.90736257849989E-05,2.7363090934752E-05,8.46442959983727E-06,9.16975338848097E-06,1.04194666896162E-05,8.8003936247971E-06
Q5XVF5, 2.0211231, 1.0151572, 0.0383443, 0.200353,TRUE,2.85635368742407E-07,2.12229851295849E-07,4.23858350777754E-07,3.84043381540379E-07,9.10153720412609E-08,2.57095889396663E-07,1.00187179707848E-07,1.97761654489822E-07
Q9S851, 0.2111797,-2.2434569, 0.0098463, 0.1157193,TRUE,0,6.36689553887547E-07,0,2.88032536155284E-07,1.09218446449513E-06,5.99890408592213E-07,1.30243333620203E-06,1.38433158142876E-06
Q9SRE7, 0.41739,-1.260532, 0.0180905, 0.144317,TRUE,3.8084715832321E-07,1.06114925647924E-07,6.3578752616663E-07,1.92021690770189E-07,7.28122976330087E-07,1.02838355758665E-06,7.01310257954937E-07,6.92165790714378E-07
Q9SQH6, 0.2416564,-2.0489708, 0.0168756, 0.140181,TRUE,1.90423579161605E-07,0,7.41752113861069E-07,9.60108453850947E-08,8.19138348371348E-07,9.42684927787764E-07,1.60299487532557E-06,8.89927445204201E-07
A0A178WNJ1,0,-∞, 0.0247936, 0.1643076,TRUE,0,0,0,0,1.82030744082522E-07,1.71397259597775E-07,2.00374359415696E-07,0
Q9FVW9, 0.4135458,-1.2738811, 0.0155743, 0.1353756,TRUE,1.61860042287364E-06,2.22841343860641E-06,1.3775396400277E-06,2.11223859847208E-06,5.27889157839313E-06,2.39956163436885E-06,5.81085642305519E-06,4.25187557153118E-06
Q9CAR0, 0.4896475,-1.0301845, 0.0056126, 0.0942616,TRUE,2.46598535014278E-05,2.62103866350373E-05,3.05178012559983E-05,2.95713403786092E-05,5.37900848763852E-05,7.59289860018144E-05,5.21975206277889E-05,4.46941339146999E-05
