,FC.avg,log2FC,p.value,FDR,is.DEP,C61,C62,C63,C64,I891,I892,I893,I894
F4IDV3, 0.2554961,-1.9686267, 0.0278783, 0.1718119,TRUE,0,0,0,9.60108453850947E-08,9.10153720412609E-08,8.56986297988876E-08,1.00187179707848E-07,9.88808272449112E-08
Q8LCI3, 10.998372, 3.4592181, 0.0149607, 0.1336163,TRUE,3.8084715832321E-07,5.30574628239622E-07,3.17893763083315E-07,9.60108453850947E-07,0,0,1.00187179707848E-07,9.88808272449112E-08
Q9FX60, 0.2820544,-1.8259547, 0.0378014, 0.1987094,TRUE,1.90423579161605E-07,0,1.05964587694438E-07,0,1.82030744082522E-07,1.71397259597775E-07,4.00748718831393E-07,2.96642481734734E-07
AT1G13448, 3.0830853, 1.6243748, 0.0086296, 0.1110482,TRUE,7.6169431664642E-07,8.48919405183396E-07,1.05964587694438E-06,1.24814099000623E-06,9.10153720412609E-08,8.56986297988876E-08,5.00935898539241E-07,5.93284963469467E-07
AT1G05017, 5.1503082, 2.3646588, 0.0342026, 0.1897393,TRUE,9.52117895808025E-08,1.06114925647924E-07,2.11929175388877E-07,9.60108453850947E-08,0,0,0,9.88808272449112E-08
Q9XI72, 2.0234885, 1.0168446, 0.0079718, 0.108813,TRUE,5.76031326963855E-05,7.24764942175324E-05,4.02665433238866E-05,7.27762208019018E-05,3.02171035176986E-05,3.07658080978006E-05,2.55477308255013E-05,3.36194812632698E-05
Q9XI67, 0.4479985,-1.1584342, 0.0055317, 0.0938379,TRUE,9.99723790598426E-06,1.05053776391445E-05,1.27157505233326E-05,1.30574749723729E-05,2.15706431737788E-05,1.94535889643475E-05,2.84531590370289E-05,3.38172429177596E-05
Q3EDC6, 0.3235438,-1.627967, 0.0240007, 0.16343,TRUE,1.71381221245444E-06,9.5503433083132E-07,1.80139799080545E-06,2.40027113462737E-06,5.91599918268196E-06,1.88536985557553E-06,6.51216668101013E-06,6.92165790714378E-06
Q9LQW3, 3.2569884, 1.7035386, 0.0398895, 0.2042717,TRUE,9.52117895808025E-08,2.12229851295849E-07,1.05964587694438E-07,1.92021690770189E-07,0,8.56986297988876E-08,1.00187179707848E-07,0
Q8H0Z4, 0.3010022,-1.732154, 0.0036238, 0.0808439,TRUE,2.28508294993926E-06,3.50179254638151E-06,9.53681289249946E-07,4.51250973309945E-06,7.55427587942466E-06,1.04552328354643E-05,7.21347693896507E-06,1.21623417511241E-05
AT1G05153,0,-∞, 0.0422496, 0.2100179,TRUE,0,0,0,0,9.10153720412609E-08,1.71397259597775E-07,0,9.88808272449112E-08
A0A1P8AQK1, 0.3600892,-1.4735739, 0.0137619, 0.1294232,TRUE,1.52338863329284E-06,1.80395373601472E-06,1.48350422772214E-06,2.40027113462737E-06,5.18787620635187E-06,2.39956163436885E-06,6.01123078247089E-06,6.42725377091923E-06
Q39103, 2.1946384, 1.1339832, 0.0001105, 0.0331067,TRUE,6.3125416492072E-05,5.97427031397815E-05,6.40026109674408E-05,7.05679713580446E-05,2.78507038446258E-05,2.37385204542919E-05,2.71507257008269E-05,3.85635226255154E-05
F4I177, 4.457682, 2.1562937, 0.0026896, 0.0738735,TRUE,8.56906106227222E-07,6.36689553887547E-07,9.53681289249946E-07,4.80054226925474E-07,2.73046116123783E-07,8.56986297988876E-08,1.00187179707848E-07,1.97761654489822E-07
Q9SA32, 0.4983436,-1.0047874, 0.0009148, 0.0563312,TRUE,8.37863748311062E-06,5.1996313567483E-06,1.05964587694438E-05,6.24070495003116E-06,1.59276901072207E-05,1.59399451425931E-05,1.48277025967615E-05,1.43377199505121E-05
Q9SA47, 2.197389, 1.1357903, 0.0350954, 0.1918902,TRUE,1.33296505413123E-06,1.48560895907094E-06,2.7550792800554E-06,2.20824944385718E-06,4.55076860206305E-07,1.19978081718443E-06,6.01123078247089E-07,1.28545075418385E-06
Q9SA51, 0.1669067,-2.5828858, 0.0035367, 0.0805674,TRUE,2.38029473952006E-06,3.07733284378981E-06,9.53681289249946E-07,1.92021690770189E-06,1.53815978749731E-05,6.08460271572102E-06,1.31245205417281E-05,1.53265282229612E-05
Q9FE54, 0.4510919,-1.1485068, 0.0102773, 0.1177563,TRUE,4.28453053113611E-06,3.50179254638151E-06,2.22525634158321E-06,2.11223859847208E-06,7.64529125146592E-06,7.11298627330767E-06,4.20786154772962E-06,7.9104661795929E-06
Q39224, 0.4433486,-1.1734867, 0.0145429, 0.1320271,TRUE,5.33186021652494E-06,5.1996313567483E-06,4.02665433238866E-06,6.52873748618644E-06,1.58366747351794E-05,7.02728764350878E-06,1.35252692605595E-05,1.1173533478675E-05
A0A178WBQ2, 0.3457799,-1.5320742, 0.0210611, 0.1539878,TRUE,1.71381221245444E-06,2.12229851295849E-06,1.05964587694438E-06,1.92021690770189E-06,4.73279934614557E-06,2.14246574497219E-06,6.21160514188659E-06,6.62501542540905E-06
Q9SHH6, 0.401125,-1.3178762, 0.0030487, 0.0772115,TRUE,4.27500935217803E-05,5.29513478983143E-05,3.58160306407202E-05,5.40541059518083E-05,0.000111766876866668,0.000151600876114232,0.000114914695124902,8.43453456399093E-05
Q9SHH7, 0.2095777,-2.2544425, 0.0005686, 0.0502809,TRUE,8.37863748311062E-06,1.03992627134966E-05,5.93401691088855E-06,8.35294354850324E-06,3.21284263305651E-05,5.08192874707403E-05,4.30804872743747E-05,3.17407455456165E-05
A0A178WGQ1, 0.3418022,-1.5487665, 0.0008835, 0.0556776,TRUE,9.52117895808025E-08,1.06114925647924E-07,2.11929175388877E-07,9.60108453850947E-08,3.64061488165044E-07,4.28493148994438E-07,4.00748718831393E-07,2.96642481734734E-07
Q9LN16, 0.3990274,-1.3254404, 0.0251546, 0.1649573,TRUE,6.66482527065617E-07,9.5503433083132E-07,0,5.76065072310568E-07,9.10153720412609E-07,1.71397259597775E-06,1.20224615649418E-06,1.68097406316349E-06
Q9FZ66, 0.4989869,-1.0029261, 0.0235492, 0.1618268,TRUE,2.76114189784327E-06,1.06114925647924E-06,2.11929175388877E-06,1.92021690770189E-06,4.186707113898E-06,5.39901367732992E-06,3.00561539123545E-06,3.16418647183716E-06
Q9FZ62, 12.23566, 3.61302, 0.0182235, 0.1448641,TRUE,4.76058947904012E-07,6.36689553887547E-07,9.53681289249946E-07,1.92021690770189E-07,0,8.56986297988876E-08,0,9.88808272449112E-08
Q8GZ13, 2.6955008, 1.4305534, 0.0040062, 0.0830551,TRUE,4.66537768945932E-06,6.47301046452339E-06,7.735414901694E-06,7.96890016696286E-06,1.54726132470144E-06,1.54257533637998E-06,3.50655128977469E-06,3.36194812632698E-06
Q3E7S2, 0.3760679,-1.410935, 0.0148039, 0.1330526,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,1.92021690770189E-07,2.73046116123783E-07,2.57095889396663E-07,5.00935898539241E-07,2.96642481734734E-07
AT1G05463,0,-∞, 0.0247936, 0.1643076,TRUE,0,0,0,0,9.10153720412609E-08,8.56986297988876E-08,1.00187179707848E-07,0
Q9LN66,0,-∞, 0.0247936, 0.1643076,TRUE,0,0,0,0,9.10153720412609E-08,8.56986297988876E-08,1.00187179707848E-07,0
Q93WK6, 2.3619319, 1.2399674, 0.0103997, 0.1183052,TRUE,4.49399646821388E-05,3.16222478430815E-05,4.2067941314692E-05,4.07085984432802E-05,1.24691059696527E-05,8.14136983089432E-06,1.37256436199752E-05,3.31250771270452E-05
Q9LMV9, 6.3637132, 2.6698688, 0.001678, 0.0653105,TRUE,2.85635368742407E-07,4.24459702591698E-07,5.29822938472192E-07,4.80054226925474E-07,0,1.71397259597775E-07,0,9.88808272449112E-08
F4HUN4, 0.4738873,-1.077384, 0.0005376, 0.0494903,TRUE,6.56961348107537E-06,3.92625224897321E-06,7.735414901694E-06,5.95267241387587E-06,1.31972289459828E-05,1.41402739168165E-05,1.24232102837732E-05,1.12724143059199E-05
Q9SYN8, 0.1497279,-2.7395854, 0.033767, 0.1886419,TRUE,0,1.06114925647924E-07,2.11929175388877E-07,0,5.46092232247565E-07,8.56986297988876E-08,7.01310257954937E-07,7.9104661795929E-07
Q9LPU8, 4.3988216, 2.1371171, 0.0425704, 0.2104875,TRUE,5.23664842694414E-06,7.21581494405886E-06,1.47290776895269E-05,4.41649888771436E-06,1.82030744082522E-06,1.3711780767822E-06,2.80524103181975E-06,1.18656992693893E-06
Q9LMP5, 3.2487985, 1.6999063, 0.0401447, 0.2049563,TRUE,1.14254147496963E-06,4.24459702591698E-07,7.41752113861069E-07,1.63218437154661E-06,2.73046116123783E-07,3.4279451919555E-07,3.00561539123545E-07,2.96642481734734E-07
Q8L9J7, 3.4625256, 1.7918247, 0.0201172, 0.1508062,TRUE,1.33296505413123E-06,3.60790747202943E-06,4.45051268316641E-06,2.68830367078265E-06,6.37107604288826E-07,8.56986297988876E-07,1.30243333620203E-06,6.92165790714378E-07
F4HZT2,0,-∞, 0.0246568, 0.1642488,TRUE,0,0,0,0,9.10153720412609E-08,8.56986297988876E-08,0,9.88808272449112E-08
Q8VY80, 2.4263605, 1.2787939, 0.0002048, 0.0418456,TRUE,1.15206265392771E-05,1.23093313751592E-05,9.64277748019389E-06,1.03691713015902E-05,4.09569174185674E-06,5.39901367732992E-06,5.4101077042238E-06,3.16418647183716E-06
F4I1A6, 16.1052663, 4.0094606, 0.0015268, 0.064649,TRUE,4.76058947904012E-07,4.24459702591698E-07,2.11929175388877E-07,4.80054226925474E-07,0,0,0,9.88808272449112E-08
AT1G05753, 3.9143511, 1.9687732, 0.0034776, 0.0805128,TRUE,5.71270737484815E-07,4.24459702591698E-07,5.29822938472192E-07,3.84043381540379E-07,9.10153720412609E-08,0,1.00187179707848E-07,2.96642481734734E-07
Q9SQI2, 2.9466736, 1.5590872, 0.0011811, 0.0607937,TRUE,8.27390451457174E-05,7.89495046820558E-05,5.45717626626358E-05,6.93198303680384E-05,1.53815978749731E-05,1.78253149981686E-05,2.5046794926962E-05,3.86624034527603E-05
A0JQ18, 2.0723198, 1.0512467, 0.0008172, 0.0552411,TRUE,3.8084715832321E-06,4.13848210026905E-06,3.17893763083315E-06,4.32048804232926E-06,1.91132281286648E-06,1.45687670658109E-06,2.40449231298836E-06,1.68097406316349E-06
O49298, 0.1794025,-2.4787282, 0.0059117, 0.0965773,TRUE,1.14254147496963E-06,1.06114925647924E-06,1.05964587694438E-06,1.15213014462114E-06,6.91716827513583E-06,2.57095889396663E-06,7.21347693896507E-06,7.9104661795929E-06
AT1G24068, 0.4126456,-1.2770249, 0.0443762, 0.214732,TRUE,1.90423579161605E-07,0,2.11929175388877E-07,9.60108453850947E-08,1.82030744082522E-07,4.28493148994438E-07,3.00561539123545E-07,2.96642481734734E-07
A2RVM1, 0.4640812,-1.1075509, 0.0128837, 0.12618,TRUE,9.33075537891864E-06,1.00809179365528E-05,1.09143525325272E-05,1.49776918800748E-05,2.77596884725846E-05,1.4483068436012E-05,3.06572769906015E-05,2.47202068112278E-05
Q9FYL1, 2.7203753, 1.4438057, 0.0028449, 0.0752272,TRUE,3.1324678772084E-05,4.95556702775807E-05,3.65577827545812E-05,5.23259107348766E-05,1.17409829933227E-05,1.32832876188276E-05,1.54288256750086E-05,2.19515436483703E-05
AT1G26233, 0.1029841,-3.279507, 0.0174065, 0.1421829,TRUE,0,0,0,9.60108453850947E-08,3.64061488165044E-07,1.71397259597775E-07,1.00187179707848E-07,2.96642481734734E-07
Q9S7P4, 3.7411294, 1.9034739, 0.0475243, 0.2221533,TRUE,1.90423579161605E-07,1.06114925647924E-07,1.05964587694438E-07,2.88032536155284E-07,0,8.56986297988876E-08,0,9.88808272449112E-08
Q9FZ91, 2.2469498, 1.1679679, 0.0212721, 0.1543587,TRUE,5.80791916442895E-06,7.10970001841094E-06,3.49683139391647E-06,8.44895439388833E-06,3.00350727736161E-06,2.39956163436885E-06,2.00374359415696E-06,3.65859060806171E-06
Q9FZ93, 2.1873542, 1.1291869, 0.0004445, 0.0477628,TRUE,6.47440169149457E-06,6.47301046452339E-06,7.52348572630513E-06,6.24070495003116E-06,2.36639967307278E-06,2.57095889396663E-06,4.30804872743747E-06,2.96642481734734E-06
A0A1P8AUP1, 0.4828225,-1.0504352, 0.018135, 0.1444591,TRUE,3.52283621448969E-06,2.97121791814189E-06,4.76840644624973E-06,1.7281952169317E-06,5.27889157839313E-06,8.9983561288832E-06,5.4101077042238E-06,7.21830038887852E-06
F4I337, 0.475624,-1.0721065, 0.0186083, 0.1464553,TRUE,1.33296505413123E-06,8.48919405183396E-07,9.53681289249946E-07,9.60108453850947E-07,1.54726132470144E-06,3.08515067275995E-06,1.80336923474127E-06,2.17537819938805E-06
F4I352, 0.2724586,-1.8758908, 0.0300527, 0.1781104,TRUE,3.8084715832321E-07,3.18344776943773E-07,6.3578752616663E-07,8.64097608465852E-07,2.91249190532035E-06,6.85589038391101E-07,1.80336923474127E-06,2.6697823356126E-06
Q9S9P6, 2.7376481, 1.452937, 0.0097852, 0.1155541,TRUE,1.28535915934083E-05,2.00557209474577E-05,2.77627219759429E-05,1.78580172416276E-05,6.18904529880574E-06,5.74180819652547E-06,1.09204025881555E-05,5.83396880744976E-06
Q9SA71, 3.1910885, 1.6740486, 0.0011117, 0.0599714,TRUE,3.8084715832321E-07,3.18344776943773E-07,2.11929175388877E-07,2.88032536155284E-07,9.10153720412609E-08,8.56986297988876E-08,1.00187179707848E-07,9.88808272449112E-08
A0A178WJZ2, 0.3424899,-1.5458668, 0.000132, 0.0363165,TRUE,4.82723773174669E-05,3.82013732332528E-05,6.32608588535797E-05,5.89506590664481E-05,0.000160460100908743,0.000127262465251348,0.000146774218271998,0.000174821302569003
P0DN99, 0.1873231,-2.4163994, 0.0251742, 0.1649256,TRUE,0,0,1.05964587694438E-07,0,1.82030744082522E-07,8.56986297988876E-08,1.00187179707848E-07,1.97761654489822E-07
Q9C615, 2.7004682, 1.4332095, 0.0020521, 0.0691872,TRUE,9.52117895808025E-07,1.27337910777509E-06,1.05964587694438E-06,1.44016268077642E-06,6.37107604288826E-07,5.14191778793326E-07,4.00748718831393E-07,1.97761654489822E-07
AT1G06537, 0.4190794,-1.2547045, 0.0110774, 0.1210612,TRUE,5.71270737484815E-07,9.5503433083132E-07,7.41752113861069E-07,5.76065072310568E-07,1.6382766967427E-06,1.97106848537441E-06,1.00187179707848E-06,2.17537819938805E-06
A0A178WL27, 0.2494993,-2.0028925, 0.0155891, 0.135243,TRUE,1.90423579161605E-07,4.24459702591698E-07,0,9.60108453850947E-08,5.46092232247565E-07,5.14191778793326E-07,7.01310257954937E-07,1.08768909969402E-06
Q9C7Y3, 0.4364693,-1.1960481, 0.0318178, 0.1832563,TRUE,9.52117895808025E-08,1.06114925647924E-07,3.17893763083315E-07,9.60108453850947E-08,4.55076860206305E-07,2.57095889396663E-07,4.00748718831393E-07,2.96642481734734E-07
AT1G06607, 5.0199631, 2.3276768, 0.0175393, 0.14262,TRUE,5.71270737484815E-07,4.24459702591698E-07,2.11929175388877E-07,2.88032536155284E-07,0,0,1.00187179707848E-07,1.97761654489822E-07
Q9MAP4, 3.4825931, 1.8001619, 0.0337905, 0.1886951,TRUE,1.42817684371204E-06,5.30574628239622E-07,5.29822938472192E-07,1.05611929923604E-06,9.10153720412609E-08,4.28493148994438E-07,3.00561539123545E-07,1.97761654489822E-07
F4HPH2, 0.1636642,-2.6111893, 0.0021459, 0.0696492,TRUE,7.6169431664642E-07,3.18344776943773E-07,2.11929175388877E-07,9.60108453850947E-08,1.82030744082522E-06,2.57095889396663E-06,2.7050538521119E-06,1.38433158142876E-06
Q56XQ6, 0.3557926,-1.4908917, 0.0155761, 0.1353476,TRUE,3.04677726658568E-06,3.92625224897321E-06,3.70876056930534E-06,4.32048804232926E-06,1.11038753890338E-05,5.31331504753103E-06,1.06198410490319E-05,1.51287665684714E-05
F4HR92, 0.4781451,-1.0644795, 0.0421233, 0.2098927,TRUE,1.90423579161605E-06,1.91006866166264E-06,1.05964587694438E-07,8.64097608465852E-07,1.82030744082522E-06,2.91375341316218E-06,2.40449231298836E-06,2.86754399010242E-06
Q4PT10, 0.3163,-1.6606347, 0.0011161, 0.0599649,TRUE,8.56906106227222E-07,1.48560895907094E-06,1.27157505233326E-06,9.60108453850947E-07,3.09452264940287E-06,4.79912326873771E-06,3.20598975065114E-06,3.36194812632698E-06
Q9LQ29, 3.2010183, 1.6785309, 0.0289206, 0.1748592,TRUE,4.76058947904012E-07,8.48919405183396E-07,1.05964587694438E-06,3.84043381540379E-07,1.82030744082522E-07,8.56986297988876E-08,3.00561539123545E-07,2.96642481734734E-07
Q2V2Q8, 2.3401193, 1.2265821, 0.0424986, 0.2102482,TRUE,1.10445675913731E-05,5.62409105934E-06,7.735414901694E-06,8.73698693004362E-06,2.54843041715531E-06,1.79967122577664E-06,1.90355641444912E-06,7.9104661795929E-06
Q39072, 2.0449239, 1.0320472, 0.0135825, 0.1286783,TRUE,1.71381221245444E-06,1.06114925647924E-06,2.11929175388877E-06,2.01622775308699E-06,7.28122976330087E-07,8.56986297988876E-07,1.10205897678633E-06,6.92165790714378E-07
Q4PT07, 0.1516407,-2.7212713, 0.0391018, 0.2025844,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,0,9.10153720412609E-08,3.4279451919555E-07,3.00561539123545E-07,5.93284963469467E-07
Q9C6F2, 2.2867831, 1.1933195, 0.0441149, 0.2143132,TRUE,1.04732968538883E-06,2.44064328990226E-06,1.16561046463882E-06,1.44016268077642E-06,7.28122976330087E-07,3.4279451919555E-07,9.01684617370634E-07,6.92165790714378E-07
Q8LCE4, 0.3671298,-1.4456379, 0.0010407, 0.0597224,TRUE,3.8084715832321E-07,9.5503433083132E-07,4.23858350777754E-07,4.80054226925474E-07,1.45624595266017E-06,1.45687670658109E-06,1.80336923474127E-06,1.38433158142876E-06
Q9C7I9, 0.1668432,-2.5834352, 0.0282171, 0.1727746,TRUE,1.90423579161605E-07,5.30574628239622E-07,2.11929175388877E-07,1.92021690770189E-07,1.09218446449513E-06,1.45687670658109E-06,3.10580257094329E-06,1.08768909969402E-06
Q9C7I3, 16.8721884, 4.0765752, 0.0355868, 0.1932057,TRUE,9.52117895808025E-08,1.06114925647924E-06,6.3578752616663E-07,1.34415183539133E-06,0,8.56986297988876E-08,1.00187179707848E-07,0
F4I389, 4.6470781, 2.2163239, 0.0041939, 0.0841645,TRUE,7.6169431664642E-07,1.37949403342302E-06,1.05964587694438E-06,6.72075917695663E-07,3.64061488165044E-07,1.71397259597775E-07,1.00187179707848E-07,1.97761654489822E-07
