ID,Cluster,#1,#2,#3,#4,#5,#6,#7,#8,#9
Q9FUY7,1,0.0107522865346552,0.0120678688729363,0.0114083380689927,0.0119663739949474,0.173031710340746,0.344271327098134,0.313838156328509,0.0123718263847121,0.110292112376367
Q2NND9,1,0.00753370774486709,0.00771176818085002,0.00759935942902338,0.00763807784324916,0.182872140431423,0.343849104126182,0.319901640087228,0.00788886901135565,0.115005333145821
A0A178WEM2,1,0.00691042956173466,0.0075264488664492,0.00721312089229869,0.0074619758580275,0.19162669211939,0.337179926972333,0.311335641935702,0.00771843423808479,0.123027329555981
Q9LNI5,1,0.0133360920159845,0.0137670753015546,0.0134843375898455,0.0136036413643522,0.185552601852742,0.257262600401074,0.347401089631056,0.014228491292413,0.141364070550978
Q9SRZ0,1,0.0140942444700726,0.0166274786806054,0.0153556161305835,0.0164713065212067,0.149446683849152,0.234916594022267,0.424939950053295,0.0171512086824445,0.110996917590373
A0A384KX04,1,0.0203122604465208,0.0207427296619731,0.0207622636665539,0.020492411708954,0.196866369935796,0.228988507499453,0.299873078164992,0.0213021584677071,0.170660220448051
AT1G04425,1,0.021190406320776,0.0209928080430541,0.0211536965670823,0.0207152728004701,0.19216460397273,0.213693581602289,0.313687338491039,0.0216150644271749,0.174787227775385
Q6AWV1,1,0.0227125959601682,0.0258848978098631,0.0242789979326737,0.0254935717776688,0.151515474877929,0.195741505314249,0.399453914965753,0.0271700808515463,0.127748960510149
Q9LND1,1,0.0208242357074814,0.0237824988375282,0.0223475991202386,0.0235340777767884,0.177532446067163,0.226705564786399,0.332854513600323,0.0245568687184808,0.147862195385597
F4I4C1,1,0.0221740330811143,0.0236457255110876,0.0228325549820048,0.0232841651944663,0.15093585885343,0.200897431570649,0.407980782762291,0.0247147261775287,0.123534721867428
Q9SXB8,1,0.0194095959066955,0.0210483182434209,0.0204203856583331,0.0206964008909075,0.144459793885629,0.224983850639262,0.419947954446874,0.0220844224048983,0.10694927792398
Q4PS45,1,0.0160584373406987,0.0185991697924566,0.0174270056648078,0.0183564993442493,0.14484093716603,0.196377347224699,0.451281203674117,0.0193871764862458,0.117672223306695
Q9XI60,1,0.0133285335377257,0.0137150951040028,0.0136541341829224,0.0135488627166865,0.16898240519724,0.293002081228938,0.354500233109264,0.0140909876659826,0.115177667257238
Q9FE54,1,0.0201955945677461,0.023977191079066,0.0218908153387101,0.0237467119104775,0.161811016899651,0.212824171422281,0.376745722214603,0.0248311163387921,0.133977660228673
Q9FZ80,1,0.0176151827053294,0.0199101231355936,0.0187380953427192,0.0196957713265002,0.172480307839159,0.258006345348514,0.344614048861418,0.0206228073266284,0.128317318114139
Q9ZWS7,1,0.0184302275016622,0.0189935200466257,0.0188576106341974,0.0186773310612216,0.147015078295097,0.225868590449345,0.423119420080785,0.0198664464422159,0.109171775488851
Q9LM84,1,0.0113236176365234,0.0110283497424306,0.0111487013670934,0.0108867082978494,0.161140799278815,0.302769544159133,0.375263928785339,0.0113522830835751,0.105086067649241
A0MDN4,1,0.0152582512665641,0.0171302186087721,0.0162307528483594,0.0169598230860485,0.173631582737142,0.31262720296665,0.314276266072016,0.0176463803229112,0.116239522091537
A0A178WCH2,1,0.0171603853425564,0.0196964390128642,0.0183919448744902,0.0194527835498477,0.146831223088331,0.223672312474365,0.424205561078044,0.0204820624232434,0.110107288156258
AT1G06537,1,0.0193163913592414,0.0207321640728311,0.0198660266593371,0.0204764854996405,0.16731528605837,0.256012248941622,0.351007072364953,0.0214939538352125,0.123780371208792
Q9C7I8,1,0.022959699456727,0.0245274650986745,0.0239302130163604,0.0241908574351842,0.171795818751812,0.267499937083522,0.315313109424577,0.0254647909064436,0.124318108826699
Q6NMB7,1,0.00979551603869752,0.0102229215573269,0.0100594780206915,0.0101042261980827,0.151016339098933,0.334248596104285,0.370934199018045,0.0105202941517039,0.0930984298122349
Q6NQG7,1,0.00966562401200285,0.010601574873006,0.0100858317227595,0.010521538564768,0.193069642641551,0.261879766807715,0.345540533331793,0.0108492837408025,0.147786204305602
F4ICV8,1,0.0149530302034047,0.0167859058803706,0.0159747968632293,0.0166036253139217,0.158807910584438,0.251824691321048,0.391571716577579,0.0172941359236364,0.116184187332373
A0A1P8AP20,1,0.0123688038828598,0.011891136319726,0.0120908711834457,0.0117343729349706,0.171147622094033,0.239573983313231,0.398676461486605,0.0122560391852748,0.130260709599855
Q9SRZ8,1,0.0170023511029818,0.0178232002329902,0.017536455293445,0.0175780198416351,0.169743180392874,0.228919417791664,0.378864417910172,0.0185127500338515,0.134020207400386
Q67ZE4,1,0.0146713413759006,0.015667708102426,0.0151098481007806,0.0155036039232311,0.193944632160527,0.225753164977359,0.335816083842388,0.0161009237997768,0.167432693717611
A0A178WIA4,1,0.021439018172088,0.0237520705961037,0.0227612339772116,0.0233773931725278,0.13773437539063,0.214880498194387,0.428147360503981,0.0248939570453853,0.103014092947686
Q9CA34,1,0.0143693213975568,0.0155592510539107,0.0149640512214095,0.0153881751348019,0.178191764948182,0.279077831121546,0.33932512301639,0.0160776960319929,0.12704678607421
