,FC.avg,log2FC,p.value,FDR,is.DEP,C61,C62,C63,C64,I861,I862,I863,I864
Q9ZVH0, 2.2057419, 1.141264, 0.019324, 0.583007,TRUE,1.71381221245444E-06,1.48560895907094E-06,1.58946881541658E-06,1.44016268077642E-06,6.59451824076718E-07,1.21882023451601E-06,9.45744925447978E-07,0
A0A1P8AQ87, 2.8641118, 1.5180878, 0.0245818, 0.5909273,TRUE,2.85635368742407E-07,5.30574628239622E-07,4.23858350777754E-07,6.72075917695663E-07,1.64862956019179E-07,1.87510805310156E-07,3.15248308482659E-07,0
Q9FZ99, 0.4937158,-1.0182472, 0.0167003, 0.5644616,TRUE,1.01876614851459E-05,1.29460209290468E-05,1.23978567602493E-05,1.69939196331618E-05,2.91807432153948E-05,1.65009508672937E-05,2.58503612955781E-05,3.48559843590767E-05
Q9SGP6, 0.2581682,-1.9536168, 0.0000896, 0.1611715,TRUE,2.85635368742407E-07,9.5503433083132E-07,5.29822938472192E-07,5.76065072310568E-07,2.14321842824933E-06,2.15637426106679E-06,2.6270692373555E-06,2.16259756972374E-06
Q52K95, 0.3377663,-1.5659026, 0.0163795, 0.5700481,TRUE,8.56906106227222E-07,1.80395373601472E-06,7.41752113861069E-07,1.44016268077642E-06,2.96753320834523E-06,2.34388506637695E-06,5.46430401369943E-06,3.56192540895674E-06
Q9C752, 2.180978, 1.1249752, 0.0081967, 0.5129489,TRUE,9.61639074766105E-06,6.47301046452339E-06,9.64277748019389E-06,8.35294354850324E-06,1.31890364815344E-06,5.34405795133945E-06,5.14905570521677E-06,3.81634865245365E-06
A0A1P8AU14, 7.4815823, 2.9033434, 0.0257073, 0.5923781,TRUE,9.52117895808025E-08,2.12229851295849E-07,1.05964587694438E-07,2.88032536155284E-07,0,9.3755402655078E-08,0,0
Q6NM06, 3.57583, 1.8382781, 0.0350185, 0.6077989,TRUE,2.85635368742407E-07,3.18344776943773E-07,4.23858350777754E-07,7.68086763080758E-07,1.64862956019179E-07,0,2.1016553898844E-07,1.27211621748455E-07
Q9C615, 2.3598832, 1.2387155, 0.0119331, 0.5483112,TRUE,9.52117895808025E-07,1.27337910777509E-06,1.05964587694438E-06,1.44016268077642E-06,6.59451824076718E-07,3.75021610620312E-07,8.40662155953759E-07,1.27211621748455E-07
Q9LQL2, 2.2834214, 1.1911971, 0.0014193, 0.357779,TRUE,0.00102638309168105,0.000841915820090633,0.00116741186262963,0.00111814230535481,0.000247789022896827,0.000616441772457138,0.000476970690734264,0.000477934062908946
Q9MAP5, 0.2213787,-2.1754117, 0.0079274, 0.5189731,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,1.92021690770189E-07,4.94588868057538E-07,5.62532415930468E-07,2.1016553898844E-07,5.0884648699382E-07
AT1G06737, 5.3171756, 2.4106601, 0.0199698, 0.5880194,TRUE,1.90423579161605E-07,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,0,9.3755402655078E-08,0,0
Q3ED15, 0.3058804,-1.7089602, 0.0043541, 0.4997437,TRUE,1.90423579161605E-07,3.18344776943773E-07,0,2.88032536155284E-07,4.94588868057538E-07,8.43798623895702E-07,6.30496616965319E-07,6.36058108742275E-07
Q4PT07, 0.1608344,-2.6363525, 0.0389193, 0.6099538,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,0,3.29725912038359E-07,5.62532415930468E-07,1.0508276949422E-07,2.5442324349691E-07
F4I389, 2.3868579, 1.2551127, 0.0152316, 0.5674408,TRUE,7.6169431664642E-07,1.37949403342302E-06,1.05964587694438E-06,6.72075917695663E-07,3.29725912038359E-07,4.6877701327539E-07,3.15248308482659E-07,5.0884648699382E-07
A0A1P8AMN4, 3.2908499, 1.7184602, 0.0421958, 0.6158577,TRUE,4.95101305820173E-06,6.79135524146717E-06,1.69543340311101E-06,4.22447719694417E-06,8.24314780095897E-07,1.21882023451601E-06,2.94231754583815E-06,3.81634865245365E-07
Q94LA7, ∞, ∞, 0.0244628, 0.596843,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q94LA9, 2.5897382, 1.3728063, 0.0024517, 0.4238927,TRUE,6.66482527065617E-07,8.48919405183396E-07,5.29822938472192E-07,6.72075917695663E-07,1.64862956019179E-07,1.87510805310156E-07,3.15248308482659E-07,3.81634865245365E-07
Q058G8, 7.0505986, 2.8177457, 0.0012239, 0.3709013,TRUE,2.85635368742407E-07,3.18344776943773E-07,3.17893763083315E-07,4.80054226925474E-07,0,9.3755402655078E-08,1.0508276949422E-07,0
Q8L7S1, 0.4848914,-1.0442665, 0.0102576, 0.5290014,TRUE,7.24561718709907E-05,9.20016405367505E-05,8.64671035586617E-05,0.000103499691325132,0.000186460003257692,0.000247232996801441,0.000128306061552442,0.000168937033681948
F4HV37, ∞, ∞, 0.0244713, 0.5930272,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,0,0,0,0,0
A0A178WPD2, 58.3617627, 5.8669516, 0.000011, 0.059506,TRUE,0.000186424683999211,0.000161400801910493,0.000208008485644183,0.000228793844552681,3.29725912038359E-06,4.59401473009882E-06,2.6270692373555E-06,2.92586730021447E-06
Q9FVP7, 2.1455415, 1.1013418, 0.0014247, 0.3558034,TRUE,1.90423579161605E-06,2.12229851295849E-06,2.33122092927764E-06,2.68830367078265E-06,8.24314780095897E-07,1.40633103982617E-06,8.40662155953759E-07,1.1449045957361E-06
F4I3G1, 2.5981034, 1.3774588, 0.0210495, 0.5938781,TRUE,1.52338863329284E-06,9.5503433083132E-07,2.11929175388877E-06,2.01622775308699E-06,1.64862956019179E-07,1.03130942920586E-06,8.40662155953759E-07,5.0884648699382E-07
Q9LPM8, 0.3285691,-1.6057314, 0.0427074, 0.6163208,TRUE,5.71270737484815E-07,9.5503433083132E-07,2.11929175388877E-07,2.88032536155284E-07,6.59451824076718E-07,2.34388506637695E-06,1.89148985089596E-06,1.27211621748455E-06
Q9C8J6, 2.0140044, 1.0100668, 0.0306292, 0.5982125,TRUE,4.28453053113611E-06,5.41186120804415E-06,2.96700845544428E-06,3.5524012792485E-06,2.14321842824933E-06,3.37519449558281E-06,1.26099323393064E-06,1.27211621748455E-06
Q0IGL7, 0.3177625,-1.6539791, 0.0237714, 0.5992162,TRUE,1.42817684371204E-06,1.37949403342302E-06,3.17893763083315E-07,4.80054226925474E-07,3.29725912038359E-06,1.12506483186094E-06,3.36264862381503E-06,3.56192540895674E-06
Q1G300, 2.1671154, 1.115776, 0.0334366, 0.604459,TRUE,9.52117895808025E-07,1.16726418212717E-06,9.53681289249946E-07,1.15213014462114E-06,0,9.3755402655078E-07,6.30496616965319E-07,3.81634865245365E-07
Q9FZB8, ∞, ∞, 0.0423111, 0.6157088,TRUE,0,1.06114925647924E-07,1.05964587694438E-07,1.92021690770189E-07,0,0,0,0
A0A178WGJ8, 0.3415268,-1.5499292, 0.0486221, 0.6215329,TRUE,9.52117895808025E-08,4.24459702591698E-07,6.3578752616663E-07,4.80054226925474E-07,6.59451824076718E-07,7.50043221240624E-07,1.47115877291908E-06,1.90817432622683E-06
Q38824, 3.3051236, 1.7247042, 0.0452066, 0.6205155,TRUE,7.6169431664642E-07,6.36689553887547E-07,1.58946881541658E-06,7.68086763080758E-07,1.64862956019179E-07,6.56287818585546E-07,3.15248308482659E-07,0
A0A178WC31, 4.7485295, 2.2474808, 0.0330044, 0.6055746,TRUE,2.85635368742407E-07,3.18344776943773E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,2.1016553898844E-07,0
Q9LPG4, 55.0403379, 5.7824174, 0, 0.0010962,TRUE,3.51331503553161E-05,3.20467075456732E-05,3.5286207702248E-05,3.17795898224663E-05,6.59451824076718E-07,4.6877701327539E-07,4.20331077976879E-07,8.90481352239185E-07
P13853, 0.3895037,-1.360291, 0.0028419, 0.4456526,TRUE,0.000102733520957686,0.000108980028640418,0.000148880245710686,0.000264893922417476,0.000459802784337492,0.000379803136155721,0.000315668639560636,0.000450583564233028
A0A178W501, 2.1097678, 1.0770842, 0.0436355, 0.6171663,TRUE,9.52117895808025E-07,8.48919405183396E-07,5.29822938472192E-07,8.64097608465852E-07,0,3.75021610620312E-07,6.30496616965319E-07,5.0884648699382E-07
F4HTB2, 0.3664631,-1.4482602, 0.0025744, 0.4233985,TRUE,3.8084715832321E-07,6.36689553887547E-07,8.47716701555507E-07,6.72075917695663E-07,1.81349251621097E-06,1.96886345575664E-06,1.99657262039018E-06,1.1449045957361E-06
AT1G07937, 2.0360571, 1.025778, 0.0476111, 0.6206704,TRUE,1.71381221245444E-06,6.36689553887547E-07,1.16561046463882E-06,1.53617352616152E-06,8.24314780095897E-07,7.50043221240624E-07,5.25413847471099E-07,3.81634865245365E-07
Q9SYF3, 6.4030739, 2.6787647, 0.0012466, 0.3694815,TRUE,1.71381221245444E-06,1.06114925647924E-06,1.16561046463882E-06,1.15213014462114E-06,0,3.75021610620312E-07,4.20331077976879E-07,0
A0A178W7A5, 0.2796555,-1.8382775, 0.0069112, 0.5163717,TRUE,1.90423579161605E-07,1.06114925647924E-07,1.05964587694438E-07,0,4.94588868057538E-07,3.75021610620312E-07,3.15248308482659E-07,2.5442324349691E-07
AT1G08043, 2.2925331, 1.1969426, 0.042272, 0.6156369,TRUE,8.56906106227222E-07,8.48919405183396E-07,7.41752113861069E-07,7.68086763080758E-07,0,7.50043221240624E-07,5.25413847471099E-07,1.27211621748455E-07
F4I9R6, 2.0911682, 1.0643091, 0.0205439, 0.5913652,TRUE,5.04622484778253E-06,3.18344776943773E-06,4.66244185855529E-06,4.99256396002492E-06,8.24314780095897E-07,3.28143909292773E-06,3.04740031533237E-06,1.39932783923301E-06
Q94HW4, ∞, ∞, 0.0244628, 0.596843,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q682B4, 2.2341379, 1.1597182, 0.0087859, 0.5196794,TRUE,1.53290981225092E-05,1.22032164495113E-05,1.56827589787769E-05,1.50737027254599E-05,4.61616276853703E-06,1.23757131504703E-05,4.51855908825145E-06,4.57961838294438E-06
F4HPY8, 0.460037,-1.1201783, 0.028879, 0.5936927,TRUE,8.56906106227222E-06,6.79135524146717E-06,1.16561046463882E-05,1.017714961082E-05,9.56205144911241E-06,2.48451817035957E-05,2.5324947448107E-05,2.11171292102435E-05
A8MRV9, 2.043937, 1.0313507, 0.0369733, 0.6110561,TRUE,1.99944758119685E-06,2.54675821555019E-06,2.22525634158321E-06,2.30426028924227E-06,3.29725912038359E-07,1.50008644248125E-06,2.1016553898844E-06,5.0884648699382E-07
Q5E930, 4.45788, 2.1563578, 0.0010679, 0.4056866,TRUE,1.79950282307717E-05,1.48560895907094E-05,2.51136072835819E-05,1.78580172416276E-05,8.24314780095897E-07,5.34405795133945E-06,6.51513170864163E-06,4.32519513944747E-06
AT1G08543, 4.8463391, 2.2768954, 0.0397897, 0.6125613,TRUE,9.52117895808025E-08,1.06114925647924E-07,2.11929175388877E-07,9.60108453850947E-08,0,0,1.0508276949422E-07,0
Q9CAN3, 2.1558023, 1.1082249, 0.0310687, 0.5994166,TRUE,2.62784539243015E-05,1.52805492933011E-05,2.87164032651928E-05,2.0258288376255E-05,5.93506641669046E-06,1.95011237522562E-05,9.562532023974E-06,6.99663919616503E-06
Q9SH66,0,-∞, 0.0371507, 0.6108075,TRUE,0,0,0,0,1.64862956019179E-07,9.3755402655078E-08,1.0508276949422E-07,0
AT1G64618, ∞, ∞, 0.0100577, 0.5308712,TRUE,2.85635368742407E-07,1.06114925647924E-07,4.23858350777754E-07,1.92021690770189E-07,0,0,0,0
A0A1P8APL7, 80.3698845, 6.3285831, 0.0029441, 0.453761,TRUE,3.04677726658568E-06,2.75898806684604E-06,4.55647727086085E-06,6.52873748618644E-06,0,0,2.1016553898844E-07,0
Q9XIQ2, 0.1438753,-2.7971093, 0.0162008, 0.5719465,TRUE,3.8084715832321E-07,3.18344776943773E-07,4.23858350777754E-07,2.88032536155284E-07,4.28643685649867E-06,1.40633103982617E-06,2.20673815937862E-06,1.90817432622683E-06
F4IBG8, 2.2252607, 1.1539744, 0.0386544, 0.6125651,TRUE,2.66593010826247E-06,4.03236717462113E-06,1.80139799080545E-06,2.88032536155284E-06,3.29725912038359E-07,1.87510805310156E-06,1.89148985089596E-06,1.01769297398764E-06
O04474, 0.4978974,-1.0060796, 0.0378845, 0.6082269,TRUE,3.61804800407049E-06,7.85250449794641E-06,1.80139799080545E-06,2.20824944385718E-06,6.75938119678636E-06,7.12541060178593E-06,8.30153879004337E-06,8.90481352239185E-06
Q9SHY6, 0.0915299,-3.4496135, 0.0372817, 0.610542,TRUE,0,1.06114925647924E-07,0,9.60108453850947E-08,1.64862956019179E-07,1.03130942920586E-06,6.30496616965319E-07,3.81634865245365E-07
AT1G08803, ∞, ∞, 0.0454073, 0.6196439,TRUE,1.90423579161605E-07,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q7X6Y7, 3.6193488, 1.8557301, 0.0052367, 0.5008679,TRUE,1.90423579161605E-06,2.44064328990226E-06,1.27157505233326E-06,1.44016268077642E-06,1.64862956019179E-07,5.62532415930468E-07,8.40662155953759E-07,3.81634865245365E-07
Q9C8Y5, 6.5055461, 2.7016702, 0.0084212, 0.5150473,TRUE,2.85635368742407E-07,3.18344776943773E-07,4.23858350777754E-07,1.92021690770189E-07,0,1.87510805310156E-07,0,0
Q9C9M3, 3.1445001, 1.6528307, 0.0476128, 0.6203923,TRUE,2.47550652910086E-06,2.44064328990226E-06,8.47716701555507E-07,1.15213014462114E-06,0,6.56287818585546E-07,5.25413847471099E-07,1.01769297398764E-06
F4HQ23, 3.3056702, 1.7249428, 0.016473, 0.5696276,TRUE,2.85635368742407E-06,3.50179254638151E-06,1.69543340311101E-06,1.8242060623168E-06,0,1.40633103982617E-06,9.45744925447978E-07,6.36058108742275E-07
Q9FZH9, 4.2587516, 2.0904306, 0.017186, 0.5666754,TRUE,1.42817684371204E-06,6.36689553887547E-07,1.27157505233326E-06,1.15213014462114E-06,0,8.43798623895702E-07,2.1016553898844E-07,0
Q9FXC7,0,-∞, 0.0430572, 0.6174052,TRUE,0,0,0,0,1.64862956019179E-07,9.3755402655078E-08,2.1016553898844E-07,0
Q93ZF5, 2.7130634, 1.4399228, 0.0020118, 0.3960817,TRUE,8.23581979873942E-05,6.20772315040358E-05,0.00010003057078355,9.05382271981443E-05,1.61565696898796E-05,4.36900176372663E-05,3.79348797874134E-05,2.56967475931879E-05
