,FC.avg,log2FC,p.value,FDR,is.DEP,C61,C62,C63,C64,I861,I862,I863,I864
Q8RX77, 0.315187,-1.66572, 0.0327055, 0.6046137,TRUE,1.52338863329284E-06,4.56294180286075E-06,4.1326189200831E-06,3.74442297001869E-06,1.69808844699755E-05,1.39695549956066E-05,5.46430401369943E-06,7.88712054840421E-06
Q4PSX0, 0.3728954,-1.4231573, 0.0409154, 0.612414,TRUE,1.16158383288579E-05,1.62355836241324E-05,4.55647727086085E-06,1.13292797554412E-05,3.90725205765455E-05,1.31257563717109E-05,2.37487059056937E-05,4.13437770682479E-05
F4I5D5, 3.4946822, 1.8051613, 0.007303, 0.5169974,TRUE,4.57016589987852E-06,5.94243583628377E-06,2.86104386774984E-06,4.32048804232926E-06,6.59451824076718E-07,1.50008644248125E-06,2.52198646786128E-06,3.81634865245365E-07
Q9S843, 2.2048518, 1.1406817, 0.0204521, 0.5925171,TRUE,1.42817684371204E-06,9.5503433083132E-07,7.41752113861069E-07,1.53617352616152E-06,4.94588868057538E-07,3.75021610620312E-07,7.35579386459539E-07,5.0884648699382E-07
Q1PFE5, 2.3640383, 1.2412534, 0.0349494, 0.6069901,TRUE,1.04732968538883E-06,6.36689553887547E-07,5.29822938472192E-07,5.76065072310568E-07,4.94588868057538E-07,9.3755402655078E-08,2.1016553898844E-07,3.81634865245365E-07
Q9C9H5, 0.4906,-1.0273808, 0.0129748, 0.5511106,TRUE,1.61860042287364E-06,2.33452836425434E-06,1.48350422772214E-06,2.11223859847208E-06,5.11075163659456E-06,3.8439715088582E-06,3.88806247128613E-06,2.5442324349691E-06
AT1G09247, ∞, ∞, 0.0370687, 0.6111357,TRUE,1.90423579161605E-07,3.18344776943773E-07,0,1.92021690770189E-07,0,0,0,0
Q9C7T1, 2.9215812, 1.5467494, 0.0062475, 0.5137401,TRUE,6.56961348107537E-06,9.1258836057215E-06,5.61612314780523E-06,5.08857480541002E-06,1.31890364815344E-06,3.18768369027265E-06,3.25756585432081E-06,1.27211621748455E-06
AT1G09423, ∞, ∞, 0.0244628, 0.596843,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
AT1G74205, 2.8026745, 1.4868042, 0.047913, 0.6201102,TRUE,5.71270737484815E-07,5.30574628239622E-07,7.41752113861069E-07,3.84043381540379E-07,0,5.62532415930468E-07,1.0508276949422E-07,1.27211621748455E-07
AT1G09427, ∞, ∞, 0.033333, 0.6046121,TRUE,1.90423579161605E-07,3.18344776943773E-07,3.17893763083315E-07,0,0,0,0,0
B3H4W3, 9.6257365, 3.2668969, 0.0092953, 0.5256059,TRUE,1.90423579161605E-07,1.06114925647924E-07,3.17893763083315E-07,2.88032536155284E-07,0,9.3755402655078E-08,0,0
Q9SGR3, 2.973483, 1.5721538, 0.0305744, 0.5980068,TRUE,1.61860042287364E-06,2.97121791814189E-06,1.3775396400277E-06,1.7281952169317E-06,6.59451824076718E-07,5.62532415930468E-07,1.36607600342486E-06,0
A0A178WB81, 0.4471516,-1.1611641, 0.0481624, 0.619473,TRUE,1.42817684371204E-06,1.80395373601472E-06,3.28490221852759E-06,2.88032536155284E-06,3.13239616436441E-06,4.87528093806406E-06,8.30153879004337E-06,4.70683000469284E-06
Q9C9K5, 0.4723907,-1.0819474, 0.0082035, 0.5121851,TRUE,1.31392269621507E-05,1.87823418396826E-05,1.97094133111655E-05,2.5346863181665E-05,3.80833428404305E-05,3.41269665664484E-05,5.53786195234538E-05,3.53648308460705E-05
A0A178WJJ5, 6.3674957, 2.6707261, 0.0275001, 0.5957686,TRUE,4.76058947904012E-07,1.16726418212717E-06,7.41752113861069E-07,2.88032536155284E-07,0,1.87510805310156E-07,1.0508276949422E-07,1.27211621748455E-07
Q8LAH7, 0.3901337,-1.3579594, 0.0009125, 0.4034924,TRUE,0.000111302582019958,0.000169889995962327,7.64004677276901E-05,0.000152657244162301,0.000289004761901622,0.000277797258066996,0.000373569245551951,0.000367514375231287
AT1G77138, 2.8220361, 1.4967365, 0.0456921, 0.6196112,TRUE,5.71270737484815E-07,7.42804479535471E-07,1.3775396400277E-06,7.68086763080758E-07,0,6.56287818585546E-07,3.15248308482659E-07,2.5442324349691E-07
Q8GYM1, 0.4776725,-1.0659062, 0.0095701, 0.5300299,TRUE,1.4472192016282E-05,1.93129164679223E-05,1.13382108833049E-05,1.78580172416276E-05,2.78618395672413E-05,2.55952249248363E-05,4.45550942655492E-05,3.3838291385089E-05
Q9M9F5, 3.965851, 1.9876305, 0.04503, 0.6206174,TRUE,6.66482527065617E-07,1.06114925647924E-06,5.29822938472192E-07,1.7281952169317E-06,0,5.62532415930468E-07,3.15248308482659E-07,1.27211621748455E-07
Q8LEA2, 4.7674641, 2.2532221, 0.0170814, 0.5666893,TRUE,3.7132597936513E-06,5.09351643110037E-06,1.90736257849989E-06,2.20824944385718E-06,1.64862956019179E-07,1.40633103982617E-06,6.30496616965319E-07,5.0884648699382E-07
A0A1P8AN89, 6.1899803, 2.6299348, 0.0239446, 0.6007752,TRUE,1.04732968538883E-06,3.18344776943773E-07,4.23858350777754E-07,6.72075917695663E-07,0,1.87510805310156E-07,2.1016553898844E-07,0
Q9C971, 6.2624039, 2.6467166, 0.014384, 0.5526566,TRUE,1.90423579161605E-07,2.12229851295849E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,0,1.27211621748455E-07
Q9ZT84, 2.7908176, 1.4806879, 0.0041703, 0.4977066,TRUE,3.65613271990282E-05,2.91816045531792E-05,2.19346696527487E-05,2.25625486654973E-05,6.09992937270964E-06,1.52821306327777E-05,8.19645602054915E-06,9.92250649637949E-06
Q1G324, 5.0410038, 2.333711, 0.0023304, 0.424692,TRUE,2.85635368742407E-07,3.18344776943773E-07,3.17893763083315E-07,1.92021690770189E-07,0,9.3755402655078E-08,0,1.27211621748455E-07
Q9LZW0, 2.3652099, 1.2419682, 0.0299364, 0.5981062,TRUE,1.90423579161605E-07,2.12229851295849E-07,3.17893763083315E-07,1.92021690770189E-07,1.64862956019179E-07,9.3755402655078E-08,0,1.27211621748455E-07
Q0WRE7, 2.1040751, 1.0731862, 0.0332985, 0.6043919,TRUE,1.10445675913731E-05,7.95861942359434E-06,7.31155655091625E-06,7.39283509465229E-06,1.31890364815344E-06,7.59418761506132E-06,4.30839354926301E-06,2.79865567846601E-06
F4JW83, 2.0622136, 1.0441937, 0.0004069, 0.2965838,TRUE,1.36152859100548E-05,1.43255149624698E-05,1.04904941817494E-05,1.20973665185219E-05,5.44047754863292E-06,6.84414439382069E-06,6.62021447813585E-06,5.59731135693202E-06
Q0WL44, 0.4011974,-1.3176159, 0.0281884, 0.5930558,TRUE,7.6169431664642E-07,2.12229851295849E-07,8.47716701555507E-07,1.24814099000623E-06,1.97835547223015E-06,2.43764046903203E-06,9.45744925447978E-07,2.28980919147219E-06
Q8L5X9, 2.0535994, 1.0381548, 0.0184857, 0.5797634,TRUE,1.34248623308932E-05,1.19909865982155E-05,8.05330866477732E-06,7.2008134038821E-06,3.79184798844113E-06,5.5315687566496E-06,6.41004893914741E-06,4.07077189595056E-06
B3H6G1,0,-∞, 0.0478314, 0.6199467,TRUE,0,0,0,0,0,9.3755402655078E-08,2.1016553898844E-07,1.27211621748455E-07
Q9FLB5, 0.383203,-1.3838191, 0.0062728, 0.5126934,TRUE,5.04622484778253E-06,8.80753882877773E-06,5.5101585601108E-06,1.37295508900685E-05,1.6486295601918E-05,2.58764911328015E-05,2.60605268345665E-05,1.79368386665322E-05
Q9FFG2, 0.4052679,-1.3030521, 0.0420662, 0.6149648,TRUE,3.8084715832321E-07,0,2.11929175388877E-07,3.84043381540379E-07,8.24314780095897E-07,4.6877701327539E-07,7.35579386459539E-07,3.81634865245365E-07
Q9FFF6, 0.3287689,-1.6048544, 0.0104283, 0.5267278,TRUE,1.25679562246659E-05,2.00557209474577E-05,8.47716701555507E-06,1.06572038377455E-05,2.20916361065701E-05,4.83777877700202E-05,5.15956398216619E-05,3.53648308460705E-05
A0A178UA82, ∞, ∞, 0.0244713, 0.5930272,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,0,0,0,0,0
Q9SD98, 0.4852858,-1.0430934, 0.0044319, 0.4960038,TRUE,5.42707200610574E-06,7.74638957229849E-06,1.43052193387492E-05,8.44895439388833E-06,2.1102458370455E-05,1.6782217075259E-05,1.92301468174422E-05,1.69191456925445E-05
Q8L7B4, 2.2577602, 1.1748923, 0.0267627, 0.5950887,TRUE,2.66593010826247E-05,3.0879443363546E-05,2.03452008373322E-05,4.41649888771436E-05,7.08910710882472E-06,1.50946198274676E-05,2.08063883598555E-05,1.10674110921156E-05
Q9C598, 0.366617,-1.4476543, 0.0161116, 0.5717907,TRUE,2.05657465494533E-05,2.46186627503185E-05,2.76567573882484E-05,2.86112319247582E-05,7.05613451762088E-05,5.13779606549827E-05,4.90736533538007E-05,0.000105712857672966
Q9FIB4, 2.4526303, 1.2943298, 0.0010825, 0.3945716,TRUE,2.09465937077765E-06,2.65287314119811E-06,2.96700845544428E-06,2.68830367078265E-06,1.48376660417262E-06,7.50043221240624E-07,7.35579386459539E-07,1.27211621748455E-06
F4KFG5, 2.6835609, 1.4241486, 0.0012887, 0.3583413,TRUE,2.24699823410694E-05,1.55988940702449E-05,1.5470829803388E-05,1.45936484985344E-05,5.6053405046521E-06,7.6879430177164E-06,5.98971786117053E-06,6.10615784392584E-06
Q9FT64, 3.5039242, 1.8089716, 0.0035718, 0.4631604,TRUE,5.71270737484815E-07,7.42804479535471E-07,7.41752113861069E-07,4.80054226925474E-07,0,2.81266207965234E-07,3.15248308482659E-07,1.27211621748455E-07
A0A178UED2, 2.2413783, 1.1643862, 0.0032743, 0.4505785,TRUE,5.52228379568654E-06,6.36689553887547E-06,7.735414901694E-06,9.0250194661989E-06,2.47294434028769E-06,3.93772691151328E-06,3.57281416280347E-06,2.79865567846601E-06
O24646, 2.0448043, 1.0319627, 0.0225117, 0.5900729,TRUE,7.83593028250004E-05,5.50736464112728E-05,4.45051268316641E-05,4.47410539494541E-05,1.54971178658029E-05,3.71271394514109E-05,3.2995989621185E-05,2.32797267799673E-05
A0MFF5, 0.4584727,-1.1250924, 0.0065853, 0.5133505,TRUE,2.47550652910086E-06,4.24459702591698E-06,2.7550792800554E-06,3.6484121246336E-06,5.6053405046521E-06,7.6879430177164E-06,9.35236648498556E-06,5.97894622217739E-06
F4K6S3, ∞, ∞, 0.0244628, 0.596843,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q9LY82, 0.4177882,-1.2591565, 0.0118521, 0.5492688,TRUE,6.66482527065617E-07,1.69783881036679E-06,2.01332716619433E-06,1.92021690770189E-06,4.45129981251785E-06,2.53139587168711E-06,3.25756585432081E-06,4.83404162644129E-06
Q9LER3, 0.4534206,-1.1410783, 0.0160689, 0.5717831,TRUE,6.37918990191377E-06,1.06114925647924E-05,6.46383984936074E-06,9.88911707466475E-06,1.48376660417262E-05,1.85635697257054E-05,2.6270692373555E-05,1.38660667705816E-05
A0A178UDF8, 2.1000758, 1.0704414, 0.0273915, 0.5967715,TRUE,1.52338863329284E-06,2.01618358731056E-06,3.17893763083315E-06,1.7281952169317E-06,9.89177736115077E-07,1.21882023451601E-06,1.0508276949422E-06,7.6326973049073E-07
Q9S7T9, 3.3049233, 1.7246168, 0.0134556, 0.5490517,TRUE,9.65447546349337E-05,8.29818718566769E-05,0.00010840177321141,3.61000778647956E-05,2.91807432153948E-05,3.30956571372425E-05,1.68132431190752E-05,1.89545316405198E-05
P18612, 0.3756893,-1.412388, 0.019103, 0.582857,TRUE,2.84683250846599E-05,2.54675821555019E-05,2.78686865636373E-05,2.54428740270501E-05,5.5064227310406E-05,0.000100224525438278,4.08771973332515E-05,8.93025584674154E-05
F4KFM6, 3.0352206, 1.6018014, 0.0134297, 0.5496594,TRUE,3.8084715832321E-07,3.18344776943773E-07,3.17893763083315E-07,5.76065072310568E-07,0,1.87510805310156E-07,2.1016553898844E-07,1.27211621748455E-07
Q8L616, 0.3209559,-1.639553, 0.0150256, 0.5676046,TRUE,5.71270737484815E-07,2.22841343860641E-06,3.70876056930534E-06,2.68830367078265E-06,1.03863662292083E-05,7.87545382302655E-06,4.41347631875723E-06,5.97894622217739E-06
Q9FKP1, 0.0568621,-4.1363877, 0.0316714, 0.6003107,TRUE,2.85635368742407E-07,2.12229851295849E-07,2.11929175388877E-07,5.76065072310568E-07,1.05512291852275E-05,2.06261885841172E-06,3.25756585432081E-06,6.74221595266812E-06
Q3E9F6, 4.7516162, 2.2484183, 0.0292929, 0.5967427,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,1.92021690770189E-07,0,0,1.0508276949422E-07,0
F4K2L4, ∞, ∞, 0.0244628, 0.596843,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q39034, 2.8744292, 1.5232755, 0.02628, 0.5931584,TRUE,1.81854518099333E-05,1.63416985497804E-05,6.8876982001385E-06,1.50737027254599E-05,1.97835547223015E-06,8.62549704426718E-06,7.77612494257227E-06,1.27211621748455E-06
A0A178UP49, 2.2104281, 1.1443258, 0.0080365, 0.5160944,TRUE,7.46460430313491E-05,7.75700106486328E-05,6.44264693182185E-05,7.37363292557527E-05,1.59917067338604E-05,3.32831679425527E-05,6.0212426920188E-05,2.18803989407343E-05
AT5G03235, 7.4645368, 2.9000527, 0.0249434, 0.5917097,TRUE,2.85635368742407E-07,2.12229851295849E-07,1.05964587694438E-07,9.60108453850947E-08,0,9.3755402655078E-08,0,0
Q9FMQ8, 2.7268999, 1.4472618, 0.0285948, 0.5937329,TRUE,1.23775326455043E-06,1.80395373601472E-06,8.47716701555507E-07,8.64097608465852E-07,3.29725912038359E-07,8.43798623895702E-07,3.15248308482659E-07,2.5442324349691E-07
F4K9X6, 0.3177276,-1.6541378, 0.0236004, 0.5971376,TRUE,4.76058947904012E-07,6.36689553887547E-07,3.17893763083315E-07,0,1.15404069213426E-06,1.03130942920586E-06,1.68132431190752E-06,6.36058108742275E-07
Q8GWF1, 0.1665201,-2.5862318, 0.0428939, 0.6170323,TRUE,9.52117895808025E-08,6.36689553887547E-07,2.11929175388877E-07,5.76065072310568E-07,9.89177736115077E-07,3.0001728849625E-06,3.99314524078035E-06,1.1449045957361E-06
Q9FN52, 2.0751585, 1.0532215, 0.0454989, 0.6197963,TRUE,0.000259452126607687,0.000208409713972524,0.000153224793806158,0.000167826957733146,4.00616983126606E-05,0.000188167093128742,9.27880854633961E-05,5.91534041130316E-05
Q9FLV4, 0.4924529,-1.0219423, 0.0388305, 0.610691,TRUE,2.38029473952006E-06,2.12229851295849E-06,4.02665433238866E-06,3.6484121246336E-06,3.79184798844113E-06,4.87528093806406E-06,8.30153879004337E-06,7.75990892665576E-06
O49195, 0.2143264,-2.2221185, 0.0197195, 0.5857633,TRUE,2.57071831868167E-06,3.18344776943773E-06,9.53681289249946E-07,1.53617352616152E-06,8.57287371299733E-06,1.62196846593285E-05,5.14905570521677E-06,8.52317865714649E-06
P58050, 2.2665885, 1.1805225, 0.0001917, 0.2462007,TRUE,2.4088582763943E-05,2.73776508171645E-05,2.42658905820264E-05,2.34266462739631E-05,8.40801075697815E-06,1.21882023451601E-05,1.45014221902023E-05,8.65039027889494E-06
Q8GWS3, 0.3466933,-1.5282683, 0.0396235, 0.6124497,TRUE,2.85635368742407E-07,1.06114925647924E-07,1.05964587694438E-07,0,1.64862956019179E-07,4.6877701327539E-07,4.20331077976879E-07,3.81634865245365E-07
AT5G04665, 3.8379475, 1.940335, 0.0303765, 0.5954326,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,0,0,1.0508276949422E-07,0
Q949R3, 12.398469, 3.6320901, 0.0385589, 0.6114118,TRUE,2.85635368742407E-07,3.18344776943773E-07,1.27157505233326E-06,8.64097608465852E-07,0,9.3755402655078E-08,0,1.27211621748455E-07
Q9LTG5, 2.6797649, 1.4221064, 0.0114359, 0.5411405,TRUE,7.99779032478741E-06,5.94243583628377E-06,5.5101585601108E-06,8.06491101234795E-06,1.15404069213426E-06,2.25012966372187E-06,5.46430401369943E-06,1.39932783923301E-06
Q9FG46,0,-∞, 0.034004, 0.6057827,TRUE,0,0,0,0,1.64862956019179E-07,9.3755402655078E-08,0,1.27211621748455E-07
Q6NKX1, 0.4131595,-1.2752292, 0.0011324, 0.3724757,TRUE,3.9988951623937E-06,4.3507119515649E-06,2.54315010466652E-06,4.51250973309945E-06,6.92424415280554E-06,1.03130942920586E-05,1.0508276949422E-05,9.54087163113413E-06
AT5G05785, 2.336243, 1.2241904, 0.0453914, 0.6211555,TRUE,2.85635368742407E-07,2.12229851295849E-07,3.17893763083315E-07,3.84043381540379E-07,0,2.81266207965234E-07,1.0508276949422E-07,1.27211621748455E-07
Q9FMB0, 0.0535745,-4.2223099, 0.0306954, 0.598206,TRUE,9.52117895808025E-08,0,0,0,4.94588868057538E-07,1.87510805310156E-07,8.40662155953759E-07,2.5442324349691E-07
Q9FID8, 2.4783269, 1.3093665, 0.01241, 0.5514368,TRUE,5.90313095400975E-06,7.10970001841094E-06,4.76840644624973E-06,3.5524012792485E-06,1.15404069213426E-06,2.43764046903203E-06,3.36264862381503E-06,1.65375108272992E-06
P92999,0,-∞, 0.0307158, 0.5977384,TRUE,0,0,0,0,1.64862956019179E-07,0,1.0508276949422E-07,1.27211621748455E-07
Q9FLM1, 0.4403515,-1.1832724, 0.0221389, 0.5906322,TRUE,4.98909777403405E-05,4.31887747387053E-05,5.0757037505636E-05,5.18458565079511E-05,7.20451117803814E-05,8.15672003099179E-05,0.00013671268311198,0.000154053273937379
Q9FJ32, 5.3779802, 2.4270644, 0.0479026, 0.6202726,TRUE,1.90423579161605E-07,1.06114925647924E-07,4.23858350777754E-07,2.88032536155284E-07,0,1.87510805310156E-07,0,0
Q9FHX3, 2.3585533, 1.2379022, 0.0057868, 0.5084066,TRUE,5.71270737484815E-07,5.30574628239622E-07,4.23858350777754E-07,4.80054226925474E-07,1.64862956019179E-07,9.3755402655078E-08,2.1016553898844E-07,3.81634865245365E-07
Q9FIG8, ∞, ∞, 0.0244756, 0.590743,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,0,0,0,0
AT5G06395, 2.1234214, 1.0863907, 0.0161778, 0.5718839,TRUE,2.95156547700488E-06,1.80395373601472E-06,2.96700845544428E-06,2.40027113462737E-06,3.29725912038359E-07,1.31257563717109E-06,1.47115877291908E-06,1.65375108272992E-06
Q8L8T7, 0.3662075,-1.4492667, 0.0092146, 0.5232368,TRUE,0,2.12229851295849E-07,3.17893763083315E-07,4.80054226925474E-07,8.24314780095897E-07,5.62532415930468E-07,7.35579386459539E-07,6.36058108742275E-07
F4K627, 0.4007523,-1.3192173, 0.0151606, 0.5687246,TRUE,1.91375697057413E-05,2.55736970811498E-05,2.0557130012721E-05,3.19716115132365E-05,7.41883302086308E-05,3.57208084115847E-05,5.17007225911562E-05,8.10338030537659E-05
AT5G06705,0,-∞, 0.0371507, 0.6108075,TRUE,0,0,0,0,1.64862956019179E-07,9.3755402655078E-08,1.0508276949422E-07,0
Q9FNK9, 2.61628, 1.387517, 0.0013277, 0.3545651,TRUE,4.76058947904012E-07,5.30574628239622E-07,3.17893763083315E-07,4.80054226925474E-07,1.64862956019179E-07,1.87510805310156E-07,2.1016553898844E-07,1.27211621748455E-07
Q9FL35, 2.0414253, 1.0295768, 0.0012441, 0.3728429,TRUE,5.23664842694414E-06,4.56294180286075E-06,4.34454809547197E-06,5.18458565079511E-06,1.31890364815344E-06,3.0001728849625E-06,2.73215200684972E-06,2.41702081322065E-06
O80338, 0.3551832,-1.4933648, 0.0443812, 0.6183114,TRUE,4.76058947904012E-07,1.80395373601472E-06,1.27157505233326E-06,1.7281952169317E-06,3.79184798844113E-06,3.75021610620312E-06,1.47115877291908E-06,5.85173460042893E-06
Q9FI39, 0.3988554,-1.3260621, 0.0415388, 0.6139089,TRUE,8.93086586267927E-05,8.80753882877773E-05,2.52195718712763E-05,6.32711471087774E-05,8.95205851184145E-05,0.000240670118615585,0.000212372277147818,0.000124031331204744
Q9FI37, 0.2030276,-2.3002521, 0.0492101, 0.6211018,TRUE,2.30412530785542E-05,1.94190313935702E-05,7.20559196322181E-06,1.61298220246959E-05,3.62698503242195E-05,0.00014972737804016,9.27880854633961E-05,4.528733734245E-05
Q9LTA3, 0.4381752,-1.1904201, 0.0499955, 0.6225661,TRUE,2.28508294993926E-06,2.86510299249396E-06,2.11929175388877E-06,3.84043381540379E-06,6.26479232872882E-06,2.71890667699726E-06,6.83038001712429E-06,9.54087163113413E-06
F4KG50, 0.1940189,-2.3657308, 0.0229017, 0.592808,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,6.59451824076718E-07,2.81266207965234E-07,2.1016553898844E-07,3.81634865245365E-07
A0A1P8BCM6, 0.2592429,-1.9476236, 0.0064401, 0.5123977,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,4.94588868057538E-07,2.81266207965234E-07,5.25413847471099E-07,2.5442324349691E-07
Q9SPG6, 2.048671, 1.0346883, 0.0136254, 0.5493329,TRUE,7.16944775543443E-05,8.02228837898309E-05,6.43205047305241E-05,7.12400472757403E-05,1.51673919537645E-05,3.25331247213121E-05,6.33649100050146E-05,2.92586730021447E-05
Q6NLH4, 3.2052833, 1.6804519, 0.0179281, 0.5736146,TRUE,8.85469643101463E-06,4.24459702591698E-06,5.72208773549967E-06,3.6484121246336E-06,1.15404069213426E-06,2.25012966372187E-06,2.20673815937862E-06,1.39932783923301E-06
AT5G08285, 9.8396743, 3.2986106, 0.0296863, 0.5970908,TRUE,1.90423579161605E-07,2.12229851295849E-07,4.23858350777754E-07,9.60108453850947E-08,0,9.3755402655078E-08,0,0
Q9FKU6, ∞, ∞, 0.0244756, 0.590743,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,0,0,0,0
Q9FKT9, 0.4550402,-1.1359342, 0.0154337, 0.5686868,TRUE,3.39906088803465E-05,4.3613234441297E-05,4.01605787361921E-05,3.50439585655596E-05,5.93506641669046E-05,0.000121882023451601,8.20696429749857E-05,7.25106243966194E-05
Q9LTS3, 2.4540458, 1.2951622, 0.0105787, 0.5283841,TRUE,3.04677726658568E-06,2.65287314119811E-06,4.34454809547197E-06,4.51250973309945E-06,1.15404069213426E-06,2.25012966372187E-06,1.89148985089596E-06,6.36058108742275E-07
AT5G08765, ∞, ∞, 0.0244628, 0.596843,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q9FHB2, 2.6487218, 1.4052963, 0.044972, 0.6210881,TRUE,1.04732968538883E-06,8.48919405183396E-07,1.27157505233326E-06,5.76065072310568E-07,0,8.43798623895702E-07,3.15248308482659E-07,2.5442324349691E-07
Q9FIF1, 2.2915275, 1.1963096, 0.0051812, 0.5045005,TRUE,3.23720084574728E-06,4.13848210026905E-06,2.54315010466652E-06,4.03245550617398E-06,1.31890364815344E-06,1.31257563717109E-06,2.31182092887284E-06,1.1449045957361E-06
P19037, 0.2167383,-2.2059742, 0.0050674, 0.5006507,TRUE,1.27583798038275E-05,1.25215612264551E-05,1.61066173295546E-05,4.72373359294666E-05,9.11692146786063E-05,0.000106693648221479,6.58868964728758E-05,0.000145148460414987
Q9FJD8, 2.4893096, 1.3157457, 0.0488532, 0.6218356,TRUE,1.33296505413123E-06,9.5503433083132E-07,8.47716701555507E-07,1.05611929923604E-06,0,1.03130942920586E-06,5.25413847471099E-07,1.27211621748455E-07
AT5G60022, 2.4000261, 1.2630501, 0.0018967, 0.3875546,TRUE,9.52117895808025E-07,7.42804479535471E-07,7.41752113861069E-07,8.64097608465852E-07,1.64862956019179E-07,2.81266207965234E-07,4.20331077976879E-07,5.0884648699382E-07
Q9LSS8, 0.1524338,-2.7137456, 0.0080539, 0.5159825,TRUE,0,0,2.11929175388877E-07,0,3.29725912038359E-07,4.6877701327539E-07,2.1016553898844E-07,3.81634865245365E-07
Q9FKF5, 0.4301839,-1.2169746, 0.0036195, 0.4648759,TRUE,1.71381221245444E-06,2.75898806684604E-06,2.11929175388877E-06,3.26436874309322E-06,7.08910710882472E-06,6.00034576992499E-06,4.09822801027457E-06,5.72452297868048E-06
Q8W1E3, 2.453142, 1.2946308, 0.0205435, 0.5919858,TRUE,9.23554358933784E-06,6.89747016711509E-06,1.22918921725549E-05,4.99256396002492E-06,3.79184798844113E-06,3.09392828761757E-06,3.04740031533237E-06,3.6891370307052E-06
A0A178UGA9, 10.6497932, 3.4127535, 0.0146774, 0.559151,TRUE,1.90423579161605E-07,1.06114925647924E-07,3.17893763083315E-07,3.84043381540379E-07,0,9.3755402655078E-08,0,0
Q9FFQ7, 0.4945549,-1.0157973, 0.006015, 0.5085766,TRUE,6.03642745942288E-05,5.58164508908083E-05,4.85317811640528E-05,7.27762208019018E-05,0.000103698799336064,0.000145883406531301,9.00559334565464E-05,0.000140568842032043
B2GVM7, 0.3280274,-1.6081116, 0.0428853, 0.6172373,TRUE,9.52117895808025E-08,0,2.11929175388877E-07,1.92021690770189E-07,4.94588868057538E-07,5.62532415930468E-07,2.1016553898844E-07,2.5442324349691E-07
A0A178UQN6,0,-∞, 0.001042, 0.4073306,TRUE,0,0,0,0,1.64862956019179E-07,2.81266207965234E-07,2.1016553898844E-07,1.27211621748455E-07
Q9FGF8, 0.2140554,-2.2239437, 0.0395593, 0.6125113,TRUE,9.52117895808025E-07,8.48919405183396E-07,8.47716701555507E-07,9.60108453850947E-07,5.44047754863292E-06,2.71890667699726E-06,1.5762415424133E-06,7.12385081791348E-06
Q93WU9, 0.1973251,-2.3413537, 0.0248547, 0.5927324,TRUE,6.66482527065617E-07,4.24459702591698E-07,5.29822938472192E-07,2.88032536155284E-07,9.89177736115077E-07,3.56270530089296E-06,3.46773139330925E-06,1.65375108272992E-06
Q9LV88, 2.5984972, 1.3776775, 0.0229549, 0.5924778,TRUE,3.33241263532809E-06,2.97121791814189E-06,1.80139799080545E-06,1.8242060623168E-06,3.29725912038359E-07,1.40633103982617E-06,1.5762415424133E-06,5.0884648699382E-07
A0A1P8BAY9, 2.2434157, 1.165697, 0.0118266, 0.5490302,TRUE,6.66482527065617E-07,6.36689553887547E-07,4.23858350777754E-07,5.76065072310568E-07,1.64862956019179E-07,3.75021610620312E-07,1.0508276949422E-07,3.81634865245365E-07
Q9FKQ6, 2.0180052, 1.0129299, 0.0390432, 0.6097704,TRUE,5.04622484778253E-06,4.45682687721283E-06,3.70876056930534E-06,3.07234705232303E-06,9.89177736115077E-07,3.56270530089296E-06,2.6270692373555E-06,8.90481352239185E-07
Q9LVR3, 2.9573423, 1.5643012, 0.0192373, 0.5843123,TRUE,7.6169431664642E-07,6.36689553887547E-07,1.27157505233326E-06,1.05611929923604E-06,0,3.75021610620312E-07,6.30496616965319E-07,2.5442324349691E-07
Q9FL02, 0.2369592,-2.0772892, 0.0002178, 0.2447378,TRUE,1.90423579161605E-07,2.12229851295849E-07,2.11929175388877E-07,0,6.59451824076718E-07,5.62532415930468E-07,7.35579386459539E-07,6.36058108742275E-07
B3H5A9, 2.9405031, 1.556063, 0.0222422, 0.5904683,TRUE,4.76058947904012E-07,4.24459702591698E-07,4.23858350777754E-07,6.72075917695663E-07,1.64862956019179E-07,9.3755402655078E-08,4.20331077976879E-07,0
