,FC.avg,log2FC,p.value,FDR,is.DEP,C61,C62,C63,C64,I561,I562,I563,I564
O81913, 0.3669414,-1.4463784, 0.0443915, 0.9132923,TRUE,3.8084715832321E-07,6.36689553887547E-07,3.17893763083315E-07,1.53617352616152E-06,2.88806787537121E-06,9.40428730172941E-07,2.07418550742073E-06,1.9231015165867E-06
Q9FWX8, 3.2668717, 1.7079098, 0.0299166, 0.8538736,TRUE,7.6169431664642E-07,9.5503433083132E-07,2.11929175388877E-06,1.34415183539133E-06,4.51260605526751E-07,2.82128619051882E-07,6.59968115997505E-07,1.9231015165867E-07
B3H5Q1, 0.4516242,-1.1468053, 0.0038986, 0.6185532,TRUE,1.64716395974788E-05,1.67661582523721E-05,2.45837843451097E-05,3.61960887101807E-05,6.04689211405846E-05,4.73035651276989E-05,4.26150840615532E-05,5.77892005734304E-05
Q9SRY5, 2.0651876, 1.0462728, 0.0342834, 0.8764854,TRUE,4.61777179466892E-05,4.42499239951845E-05,2.23585280035265E-05,3.03394271416899E-05,1.56136169512256E-05,1.24136592382828E-05,1.31993623199501E-05,2.80772821421659E-05
AT1G04223, 2.6597419, 1.4112863, 0.0038499, 0.6144345,TRUE,4.76058947904012E-07,5.30574628239622E-07,7.41752113861069E-07,4.80054226925474E-07,2.70756363316051E-07,1.88085746034588E-07,2.82843478284645E-07,9.61550758293351E-08
Q9ZWB4, ∞, ∞, 0.0244032, 0.8416932,TRUE,0,2.12229851295849E-07,2.11929175388877E-07,1.92021690770189E-07,0,0,0,0
O64492, 2.1747216, 1.1208307, 0.0175515, 0.7983112,TRUE,1.99944758119685E-06,1.27337910777509E-06,1.80139799080545E-06,1.24814099000623E-06,4.51260605526751E-07,1.12851447620753E-06,9.42811594282149E-07,3.84620303317341E-07
AT1G04273, 0.4465917,-1.1629715, 0.033278, 0.8756825,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,1.92021690770189E-07,3.61008484421401E-07,3.76171492069176E-07,1.8856231885643E-07,1.9231015165867E-07
Q9LR44, 0.2941538,-1.7653574, 0.0188854, 0.8150045,TRUE,1.14254147496963E-06,5.30574628239622E-06,6.78173361244406E-06,2.78431451616775E-06,1.70576508889112E-05,5.83065812707223E-06,1.37650492765194E-05,1.7788689028427E-05
A0A1P8AUV9, 3.9948354, 1.9981361, 0.0028186, 0.5673469,TRUE,3.8084715832321E-07,2.12229851295849E-07,4.23858350777754E-07,4.80054226925474E-07,9.02521211053502E-08,9.40428730172941E-08,9.42811594282149E-08,9.61550758293351E-08
Q3EDG6, 0.3474191,-1.5252509, 0.0022489, 0.5415778,TRUE,8.56906106227222E-07,5.30574628239622E-07,9.53681289249946E-07,1.05611929923604E-06,1.89529454321235E-06,2.25702895241506E-06,2.35702898570537E-06,3.26927257819739E-06
AT1G04677,0,-∞, 0.0415324, 0.8976051,TRUE,0,0,0,0,1.805042422107E-07,0,2.82843478284645E-07,3.84620303317341E-07
AT1G04743, 4.5809659, 2.1956518, 0.0024094, 0.5326756,TRUE,3.8084715832321E-07,4.24459702591698E-07,3.17893763083315E-07,5.76065072310568E-07,1.805042422107E-07,0,9.42811594282149E-08,9.61550758293351E-08
AT1G04803,0,-∞, 0.0241352, 0.8531767,TRUE,0,0,0,0,9.02521211053502E-08,9.40428730172941E-08,0,9.61550758293351E-08
O04089, 2.0246884, 1.0176999, 0.0146986, 0.7866074,TRUE,4.95101305820173E-05,4.03236717462113E-05,2.79746511513317E-05,4.23407828148268E-05,2.40973163351285E-05,2.81188190321709E-05,1.65934840593658E-05,1.02885931137389E-05
A0A178W1Y6, 0.1209554,-3.047453, 0.0058838, 0.6557774,TRUE,0,0,0,1.92021690770189E-07,4.51260605526751E-07,2.82128619051882E-07,5.6568695656929E-07,2.88465227488005E-07
Q9SXA7, 0.478914,-1.0621615, 0.0107336, 0.7480764,TRUE,1.33296505413123E-06,9.5503433083132E-07,8.47716701555507E-07,1.44016268077642E-06,2.25630302763376E-06,3.197457682588E-06,1.69706086970787E-06,2.40387689573338E-06
Q56YI8, 0.1252043,-2.9976443, 0.0127753, 0.7691413,TRUE,0,1.06114925647924E-07,0,0,9.02521211053502E-08,2.82128619051882E-07,2.82843478284645E-07,1.9231015165867E-07
Q9LE79, ∞, ∞, 0.0244032, 0.8449346,TRUE,0,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
AT1G04973,0,-∞, 0.0456038, 0.9172458,TRUE,0,0,0,0,1.805042422107E-07,0,9.42811594282149E-08,9.61550758293351E-08
AT1G05017, 5.4015748, 2.4333801, 0.030509, 0.8589663,TRUE,9.52117895808025E-08,1.06114925647924E-07,2.11929175388877E-07,9.60108453850947E-08,0,0,9.42811594282149E-08,0
F4I177, 2.8646039, 1.5183357, 0.0094268, 0.7264594,TRUE,8.56906106227222E-07,6.36689553887547E-07,9.53681289249946E-07,4.80054226925474E-07,3.61008484421401E-07,3.76171492069176E-07,1.8856231885643E-07,9.61550758293351E-08
Q9SHH7, 0.3747868,-1.4158581, 0.0039815, 0.6171815,TRUE,8.37863748311062E-06,1.03992627134966E-05,5.93401691088855E-06,8.35294354850324E-06,1.90431975532289E-05,2.0783474936822E-05,1.78191391319326E-05,3.05773141137286E-05
P92995, 0.4902347,-1.0284554, 0.0352592, 0.8773174,TRUE,3.7132597936513E-06,5.41186120804415E-06,3.81472515699978E-06,4.60852057848455E-06,1.01082375637992E-05,4.70214365086471E-06,8.48530434853934E-06,1.25001598578136E-05
Q9LMC8, 0.2140815,-2.223768, 0.0351012, 0.8766208,TRUE,0,0,1.05964587694438E-07,9.60108453850947E-08,9.02521211053502E-08,3.76171492069176E-07,1.8856231885643E-07,2.88465227488005E-07
Q3E7S2, 0.3123376,-1.6788219, 0.0114002, 0.7592233,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,1.92021690770189E-07,2.70756363316051E-07,5.64257238103765E-07,2.82843478284645E-07,4.80775379146676E-07
Q93WK6, 2.015624, 1.0112265, 0.0019475, 0.525293,TRUE,4.49399646821388E-05,3.16222478430815E-05,4.2067941314692E-05,4.07085984432802E-05,1.66966424044898E-05,2.25702895241506E-05,2.53616318861898E-05,1.44232613744003E-05
Q9LNS5, 0.3890349,-1.3620285, 0.025401, 0.8344901,TRUE,3.33241263532809E-06,6.36689553887547E-06,4.02665433238866E-06,1.09452363739008E-05,2.14800048230734E-05,1.01566302858678E-05,1.20679884068115E-05,1.97117905450137E-05
B6ETT4, 0.3922229,-1.3502545, 0.0497044, 0.9176092,TRUE,9.52117895808025E-08,2.12229851295849E-07,1.05964587694438E-07,9.60108453850947E-08,5.41512726632101E-07,2.82128619051882E-07,2.82843478284645E-07,1.9231015165867E-07
F4I1A6, 2.8307188, 1.5011684, 0.0469192, 0.9150426,TRUE,4.76058947904012E-07,4.24459702591698E-07,2.11929175388877E-07,4.80054226925474E-07,9.02521211053502E-08,3.76171492069176E-07,0,9.61550758293351E-08
Q9LM21, 2.8348088, 1.5032515, 0.0388319, 0.8929013,TRUE,8.56906106227222E-07,3.18344776943773E-07,1.16561046463882E-06,8.64097608465852E-07,1.805042422107E-07,9.40428730172941E-08,4.71405797141075E-07,3.84620303317341E-07
AT1G05837,0,-∞, 0.0404367, 0.8939824,TRUE,0,0,0,0,0,1.88085746034588E-07,9.42811594282149E-08,1.9231015165867E-07
Q9FZE4, 0.1241621,-3.009703, 0.0489985, 0.9108113,TRUE,0,0,1.05964587694438E-07,0,0,2.82128619051882E-07,2.82843478284645E-07,2.88465227488005E-07
AT1G06153, 3.209779, 1.682474, 0.0405045, 0.8940159,TRUE,1.90423579161605E-07,1.06114925647924E-07,2.11929175388877E-07,9.60108453850947E-08,0,9.40428730172941E-08,9.42811594282149E-08,0
Q9SGP6, 0.3069129,-1.704099, 0.0145735, 0.7893075,TRUE,2.85635368742407E-07,9.5503433083132E-07,5.29822938472192E-07,5.76065072310568E-07,2.79781575426586E-06,1.41064309525941E-06,1.22565507256679E-06,2.21156674407471E-06
A0A1P8AU14, ∞, ∞, 0.0087653, 0.7296854,TRUE,9.52117895808025E-08,2.12229851295849E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,0,0
AT1G06463, 6.3998874, 2.6780465, 0.0200521, 0.8169872,TRUE,9.52117895808025E-08,2.12229851295849E-07,2.11929175388877E-07,9.60108453850947E-08,0,0,0,9.61550758293351E-08
Q9C615, 2.6516767, 1.4069049, 0.0028379, 0.5669963,TRUE,9.52117895808025E-07,1.27337910777509E-06,1.05964587694438E-06,1.44016268077642E-06,3.61008484421401E-07,2.82128619051882E-07,7.5424927542572E-07,3.84620303317341E-07
Q9MAQ3, 0.4287426,-1.2218163, 0.0232977, 0.8584507,TRUE,2.85635368742407E-07,0,5.29822938472192E-07,3.84043381540379E-07,9.02521211053502E-07,6.58300111121059E-07,6.59968115997505E-07,5.76930454976011E-07
F4HPH2, 0.1636383,-2.6114174, 0.0252138, 0.8313759,TRUE,7.6169431664642E-07,3.18344776943773E-07,2.11929175388877E-07,9.60108453850947E-08,2.70756363316051E-06,3.38554342862259E-06,7.5424927542572E-07,1.6346362890987E-06
Q2V2Q8, 7.2139021, 2.8507798, 0.0009786, 0.4473669,TRUE,1.10445675913731E-05,5.62409105934E-06,7.735414901694E-06,8.73698693004362E-06,7.22016968842802E-07,1.12851447620753E-06,2.26274782627716E-06,4.80775379146676E-07
AT1G06963, ∞, ∞, 0.0343549, 0.8758218,TRUE,3.8084715832321E-07,3.18344776943773E-07,2.11929175388877E-07,0,0,0,0,0
Q944S3, ∞, ∞, 0.0244756, 0.8277809,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,0,0,0,0
Q6ICW9, 0.3652057,-1.4532189, 0.0191598, 0.8215889,TRUE,9.52117895808025E-08,3.18344776943773E-07,4.23858350777754E-07,1.92021690770189E-07,4.51260605526751E-07,1.03447160319024E-06,6.59968115997505E-07,6.73085530805346E-07
F4HV37, ∞, ∞, 0.0244713, 0.8349644,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,0,0,0,0,0
Q3E6X9,0,-∞, 0.0241371, 0.8482426,TRUE,0,0,0,0,9.02521211053502E-08,0,9.42811594282149E-08,9.61550758293351E-08
A0A178W2S0, 0.2540802,-1.9766441, 0.0262254, 0.8390878,TRUE,9.52117895808025E-08,0,0,0,9.02521211053502E-08,9.40428730172941E-08,9.42811594282149E-08,9.61550758293351E-08
Q9C6C8, 2.2862995, 1.1930144, 0.0196085, 0.8199693,TRUE,2.61832421347207E-05,2.51492373785581E-05,1.22918921725549E-05,1.8242060623168E-05,8.48369938390292E-06,9.02811580966023E-06,1.31993623199501E-05,5.09621901895476E-06
Q9SX48, 0.409978,-1.2863818, 0.0342811, 0.8772583,TRUE,1.90423579161605E-07,2.12229851295849E-07,0,9.60108453850947E-08,3.61008484421401E-07,2.82128619051882E-07,1.8856231885643E-07,3.84620303317341E-07
Q9C8J4, 0.4982179,-1.0051512, 0.047156, 0.9150299,TRUE,1.97088404432261E-05,2.16474448321766E-05,1.15501400586938E-05,1.85300931593233E-05,5.07216920612068E-05,1.77741030002686E-05,3.46954666695831E-05,4.01928216966621E-05
Q9C8J6, 2.2530166, 1.1718579, 0.033829, 0.8739819,TRUE,4.28453053113611E-06,5.41186120804415E-06,2.96700845544428E-06,3.5524012792485E-06,1.4440339376856E-06,3.57362917465718E-06,1.60277971027965E-06,5.76930454976011E-07
AT1G07753, 7.4398615, 2.8952758, 0.0259073, 0.8408805,TRUE,9.52117895808025E-08,2.12229851295849E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,9.42811594282149E-08,0
A0A178WC31, ∞, ∞, 0.0021094, 0.5470645,TRUE,2.85635368742407E-07,3.18344776943773E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,0,0
Q9SYF3, 2.4628633, 1.3003366, 0.0143746, 0.7864355,TRUE,1.71381221245444E-06,1.06114925647924E-06,1.16561046463882E-06,1.15213014462114E-06,5.41512726632101E-07,3.76171492069176E-07,1.8856231885643E-07,9.61550758293351E-07
AT1G54355, ∞, ∞, 0.0244032, 0.8449346,TRUE,0,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
A0A178WE54, 0.1380494,-2.8567438, 0.028135, 0.8431739,TRUE,0,0,0,1.92021690770189E-07,5.41512726632101E-07,3.76171492069176E-07,3.7712463771286E-07,9.61550758293351E-08
F4HPY8, 0.29936,-1.7400466, 0.0031208, 0.592782,TRUE,8.56906106227222E-06,6.79135524146717E-06,1.16561046463882E-05,1.017714961082E-05,3.77253866220364E-05,3.62065061116582E-05,1.81962637696455E-05,3.21157953269979E-05
Q84UV0,0,-∞, 0.0241371, 0.8482426,TRUE,0,0,0,0,9.02521211053502E-08,0,9.42811594282149E-08,9.61550758293351E-08
A8MRV9, 2.5025556, 1.3234021, 0.0016096, 0.4933354,TRUE,1.99944758119685E-06,2.54675821555019E-06,2.22525634158321E-06,2.30426028924227E-06,1.35378181658025E-06,4.70214365086471E-07,1.22565507256679E-06,5.76930454976011E-07
Q5E930, 3.3605247, 1.7486865, 0.0014354, 0.4609039,TRUE,1.79950282307717E-05,1.48560895907094E-05,2.51136072835819E-05,1.78580172416276E-05,4.51260605526751E-06,6.67704398422788E-06,3.48840289884395E-06,7.88471621800548E-06
F4HYV4, ∞, ∞, 0.0244756, 0.8277809,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,0,0,0,0
Q9CAC7, 2.5854043, 1.3703899, 0.0364746, 0.8855021,TRUE,7.04567242897938E-06,7.21581494405886E-06,2.7550792800554E-06,4.22447719694417E-06,2.52705939094981E-06,7.52342984138353E-07,3.20555942055931E-06,1.73079136492803E-06
AT1G08697, 2.8098756, 1.4905063, 0.0001461, 0.3030397,TRUE,3.04677726658568E-06,2.75898806684604E-06,2.96700845544428E-06,3.5524012792485E-06,1.4440339376856E-06,1.12851447620753E-06,6.59968115997505E-07,1.15386090995202E-06
A0A1P8APL7, 30.5243108, 4.9318868, 0.0032667, 0.5835129,TRUE,3.04677726658568E-06,2.75898806684604E-06,4.55647727086085E-06,6.52873748618644E-06,2.70756363316051E-07,9.40428730172941E-08,1.8856231885643E-07,0
Q9XIQ2, 0.2906705,-1.7825434, 0.0405996, 0.8902868,TRUE,3.8084715832321E-07,3.18344776943773E-07,4.23858350777754E-07,2.88032536155284E-07,1.805042422107E-06,4.70214365086471E-07,8.48530434853934E-07,1.73079136492803E-06
Q1G3X9, ∞, ∞, 0.0463185, 0.9172561,TRUE,1.90423579161605E-07,2.12229851295849E-07,0,3.84043381540379E-07,0,0,0,0
F4IBG8, 2.021784, 1.0156289, 0.0246705, 0.828659,TRUE,2.66593010826247E-06,4.03236717462113E-06,1.80139799080545E-06,2.88032536155284E-06,1.35378181658025E-06,1.31660022224212E-06,1.13137391313858E-06,1.82694644075737E-06
Q9SS00, ∞, ∞, 0.0309904, 0.8599506,TRUE,9.52117895808025E-08,3.18344776943773E-07,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q9C8Y5, 3.3095315, 1.726627, 0.02482, 0.8295488,TRUE,2.85635368742407E-07,3.18344776943773E-07,4.23858350777754E-07,1.92021690770189E-07,1.805042422107E-07,1.88085746034588E-07,0,0
Q9C6H5,0,-∞, 0.0273926, 0.8472854,TRUE,0,0,0,0,9.02521211053502E-08,9.40428730172941E-08,9.42811594282149E-08,2.88465227488005E-07
F4HQ05, 0.106827,-3.226652, 0.0252196, 0.8305524,TRUE,9.52117895808025E-08,0,0,9.60108453850947E-08,2.70756363316051E-07,1.88085746034588E-07,7.5424927542572E-07,5.76930454976011E-07
Q7PC84, 2.1983155, 1.1363984, 0.0211814, 0.8364622,TRUE,7.23609600814099E-06,6.15466568757962E-06,6.46383984936074E-06,4.80054226925473E-06,4.15159757084611E-06,4.32597215879553E-06,2.5455913045618E-06,1.9231015165867E-07
Q3ECH2, 5.9505572, 2.5730248, 0.029212, 0.8490353,TRUE,9.52117895808025E-07,6.36689553887547E-07,3.17893763083315E-07,2.88032536155284E-07,1.805042422107E-07,9.40428730172941E-08,9.42811594282149E-08,0
AT1G67105, 2.1559194, 1.1083032, 0.0434204, 0.9092665,TRUE,1.71381221245444E-06,9.5503433083132E-07,2.54315010466652E-06,1.8242060623168E-06,9.92773332158852E-07,1.22255734922482E-06,4.71405797141075E-07,5.76930454976011E-07
Q9FYG6, 0.4386672,-1.1888012, 0.0348147, 0.8775915,TRUE,4.76058947904012E-07,1.06114925647924E-07,4.23858350777754E-07,1.92021690770189E-07,3.61008484421401E-07,7.52342984138353E-07,8.48530434853934E-07,7.69240606634681E-07
Q94ID3, 2.6021384, 1.3796977, 0.0478357, 0.9131105,TRUE,8.56906106227222E-07,3.18344776943773E-07,7.41752113861069E-07,1.24814099000623E-06,2.70756363316051E-07,3.76171492069176E-07,3.7712463771286E-07,1.9231015165867E-07
AT1G69572, 0.4404169,-1.1830582, 0.0126039, 0.7726185,TRUE,1.90423579161605E-07,2.12229851295849E-07,1.05964587694438E-07,1.92021690770189E-07,3.61008484421401E-07,5.64257238103765E-07,3.7712463771286E-07,2.88465227488005E-07
F4I5D5, 4.2946747, 2.1025489, 0.0021693, 0.5367931,TRUE,4.57016589987852E-06,5.94243583628377E-06,2.86104386774984E-06,4.32048804232926E-06,8.12269089948152E-07,1.31660022224212E-06,1.41421739142322E-06,5.76930454976011E-07
Q9C7T1, 2.2277561, 1.1555913, 0.0089747, 0.7291094,TRUE,6.56961348107537E-06,9.1258836057215E-06,5.61612314780523E-06,5.08857480541002E-06,3.61008484421401E-06,3.47958630163988E-06,2.35702898570537E-06,2.40387689573338E-06
AT1G09327,0,-∞, 0.0240266, 0.8600486,TRUE,0,0,0,0,0,9.40428730172941E-08,9.42811594282149E-08,9.61550758293351E-08
Q9C6B9, 2.8821583, 1.5271496, 0.0000711, 0.2130765,TRUE,7.19801129230867E-05,6.69585180838403E-05,6.36847172043575E-05,6.30791254180072E-05,1.7779667857754E-05,2.96235050004476E-05,3.01699710170288E-05,1.46155715260589E-05
AT1G74205, 2.3801805, 1.251071, 0.0148787, 0.7822787,TRUE,5.71270737484815E-07,5.30574628239622E-07,7.41752113861069E-07,3.84043381540379E-07,1.805042422107E-07,2.82128619051882E-07,3.7712463771286E-07,9.61550758293351E-08
AT1G09523, ∞, ∞, 0.0244756, 0.8277809,TRUE,9.52117895808025E-08,1.06114925647924E-07,0,9.60108453850947E-08,0,0,0,0
A0A178WB81, 0.4485163,-1.1567678, 0.0053747, 0.647169,TRUE,1.42817684371204E-06,1.80395373601472E-06,3.28490221852759E-06,2.88032536155284E-06,3.97109332863541E-06,6.01874387310682E-06,4.80833913083896E-06,6.15392485307745E-06
Q8LAH7, 0.4875685,-1.0363232, 0.0057953, 0.6540235,TRUE,0.000111302582019958,0.000169889995962327,7.64004677276901E-05,0.000152657244162301,0.000294131662682336,0.000227489709828834,0.000213452544945479,0.000311446290611216
AT1G09907, 0.227889,-2.1335968, 0.0388311, 0.8936465,TRUE,0,0,1.05964587694438E-07,0,1.805042422107E-07,9.40428730172941E-08,9.42811594282149E-08,9.61550758293351E-08
Q9S7T5, 2.3095256, 1.2075965, 0.0260988, 0.8420297,TRUE,2.85635368742407E-07,3.18344776943773E-07,2.11929175388877E-07,4.80054226925474E-07,1.805042422107E-07,9.40428730172941E-08,9.42811594282149E-08,1.9231015165867E-07
Q1G324, 6.0362857, 2.5936611, 0.0011412, 0.4593944,TRUE,2.85635368742407E-07,3.18344776943773E-07,3.17893763083315E-07,1.92021690770189E-07,9.02521211053502E-08,0,9.42811594282149E-08,0
Q9LZV9, 2.2596439, 1.1760954, 0.0174627, 0.7983124,TRUE,7.09327832376978E-05,5.061681953406E-05,5.20286125579693E-05,5.40541059518083E-05,3.62813526843508E-05,4.12848212545921E-05,1.94219188422123E-05,3.75004795734407E-06
Q9FYE0, 0.1502207,-2.734844, 0.0059647, 0.6593483,TRUE,0,0,2.11929175388877E-07,0,2.70756363316051E-07,2.82128619051882E-07,3.7712463771286E-07,4.80775379146676E-07
F4JZB9, 0.2495741,-2.0024599, 0.049882, 0.9177467,TRUE,0,2.12229851295849E-07,2.11929175388877E-07,0,1.805042422107E-07,2.82128619051882E-07,6.59968115997505E-07,5.76930454976011E-07
Q9S7T7, 0.4543482,-1.1381297, 0.0249039, 0.8292701,TRUE,3.8084715832321E-07,3.18344776943773E-07,1.05964587694438E-07,7.68086763080758E-07,8.12269089948152E-07,1.03447160319024E-06,9.42811594282149E-07,6.73085530805346E-07
Q9LYP8, 0.2827749,-1.822274, 0.044462, 0.9133494,TRUE,0,0,1.05964587694438E-07,0,9.02521211053502E-08,9.40428730172941E-08,9.42811594282149E-08,9.61550758293351E-08
Q39112, 0.3697492,-1.4353811, 0.0257776, 0.8386904,TRUE,5.71270737484815E-07,4.24459702591698E-07,5.29822938472192E-07,3.84043381540379E-07,8.12269089948152E-07,2.06894320638047E-06,1.22565507256679E-06,1.05770583412269E-06
P0C5K5, 0.2829755,-1.8212509, 0.0046959, 0.6396912,TRUE,0,1.06114925647924E-07,1.05964587694438E-07,0,1.805042422107E-07,1.88085746034588E-07,1.8856231885643E-07,1.9231015165867E-07
Q9LEZ7, 0.2562126,-1.9645869, 0.0273644, 0.8473862,TRUE,0,0,0,9.60108453850947E-08,9.02521211053502E-08,9.40428730172941E-08,9.42811594282149E-08,9.61550758293351E-08
A0A178U7S5,0,-∞, 0.0241352, 0.8531767,TRUE,0,0,0,0,9.02521211053502E-08,9.40428730172941E-08,0,9.61550758293351E-08
Q9FY65, 0.4952398,-1.0138008, 0.0335554, 0.8736077,TRUE,5.71270737484815E-07,6.36689553887547E-07,2.11929175388877E-07,2.88032536155284E-07,1.0830254532642E-06,1.03447160319024E-06,7.5424927542572E-07,5.76930454976011E-07
Q9LX16, ∞, ∞, 0.0187476, 0.8129582,TRUE,3.8084715832321E-07,6.36689553887547E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,0,0
Q9FT64, 2.2720192, 1.183975, 0.0110169, 0.7541853,TRUE,5.71270737484815E-07,7.42804479535471E-07,7.41752113861069E-07,4.80054226925474E-07,4.51260605526751E-07,2.82128619051882E-07,9.42811594282149E-08,2.88465227488005E-07
Q94CK4,0,-∞, 0.0488154, 0.9108611,TRUE,0,0,0,0,0,1.88085746034588E-07,9.42811594282149E-08,9.61550758293351E-08
Q9LY94, 4.4686168, 2.1598283, 0.0138338, 0.7888498,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,9.60108453850947E-08,9.02521211053502E-08,0,0,0
AT5G02225, ∞, ∞, 0.0244713, 0.8349644,TRUE,9.52117895808025E-08,1.06114925647924E-07,1.05964587694438E-07,0,0,0,0,0
Q9LYJ3,0,-∞, 0.0241371, 0.8482426,TRUE,0,0,0,0,9.02521211053502E-08,0,9.42811594282149E-08,9.61550758293351E-08
Q9LFR3, 2.1141602, 1.0800847, 0.0071381, 0.6755395,TRUE,2.25651941306502E-05,1.52805492933011E-05,2.23585280035265E-05,1.96822233039444E-05,5.05411878189961E-06,1.16613162541445E-05,1.38593304359476E-05,7.21163068720013E-06
Q9LXE7, 13.846021, 3.7913995, 0.016528, 0.7834701,TRUE,3.8084715832321E-07,5.30574628239622E-07,1.05964587694438E-07,2.88032536155284E-07,0,0,9.42811594282149E-08,0
A0A1P8BGN4,0,-∞, 0.0456038, 0.9172458,TRUE,0,0,0,0,1.805042422107E-07,0,9.42811594282149E-08,9.61550758293351E-08
Q9S7T9, 3.147711, 1.6543031, 0.0140812, 0.7879623,TRUE,9.65447546349337E-05,8.29818718566769E-05,0.00010840177321141,3.61000778647956E-05,2.99637042069763E-05,3.18805339528627E-05,2.22503536250587E-05,1.88463948625497E-05
F4KFK3, 0.2348205,-2.0903699, 0.0326913, 0.8687194,TRUE,1.90423579161605E-07,3.18344776943773E-07,0,0,3.61008484421401E-07,2.82128619051882E-07,7.5424927542572E-07,7.69240606634681E-07
Q8L616, 0.3537262,-1.4992951, 0.0146195, 0.788637,TRUE,5.71270737484815E-07,2.22841343860641E-06,3.70876056930534E-06,2.68830367078265E-06,5.23462302411031E-06,9.12215868267753E-06,4.4312144931261E-06,7.21163068720013E-06
Q9FKP1, 0.1677517,-2.5756004, 0.0191904, 0.8215933,TRUE,2.85635368742407E-07,2.12229851295849E-07,2.11929175388877E-07,5.76065072310568E-07,2.61731151205516E-06,5.64257238103765E-07,1.79134202913608E-06,2.69234212322138E-06
A0A1P8BGZ5,0,-∞, 0.0241371, 0.8482426,TRUE,0,0,0,0,9.02521211053502E-08,0,9.42811594282149E-08,9.61550758293351E-08
F4K2L4, ∞, ∞, 0.0244628, 0.841058,TRUE,9.52117895808025E-08,0,1.05964587694438E-07,9.60108453850947E-08,0,0,0,0
Q39034, 4.2843982, 2.0990926, 0.0071165, 0.6758684,TRUE,1.81854518099333E-05,1.63416985497804E-05,6.8876982001385E-06,1.50737027254599E-05,2.97831999647656E-06,2.35107182543235E-06,6.3168376816904E-06,1.53848121326936E-06
P48007, 2.0963521, 1.0678811, 0.0310852, 0.8616947,TRUE,4.09410695197451E-06,2.65287314119811E-06,2.22525634158321E-06,4.03245550617398E-06,9.92773332158852E-07,1.12851447620753E-06,2.63987246399002E-06,1.44232613744003E-06
Q9FMS7, 0.4688293,-1.0928654, 0.0295222, 0.8516279,TRUE,3.8084715832321E-07,1.06114925647924E-07,3.17893763083315E-07,2.88032536155284E-07,7.22016968842802E-07,4.70214365086471E-07,7.5424927542572E-07,3.84620303317341E-07
Q8GWF1, 0.1652242,-2.5975033, 0.0457427, 0.9166216,TRUE,9.52117895808025E-08,6.36689553887547E-07,2.11929175388877E-07,5.76065072310568E-07,2.70756363316051E-06,8.46385857155647E-07,1.41421739142322E-06,4.23082333649075E-06
Q9FNK0,0,-∞, 0.039897, 0.8941426,TRUE,0,0,0,0,1.805042422107E-07,9.40428730172941E-08,0,1.9231015165867E-07
Q9FG67, 2.2087659, 1.1432405, 0.006651, 0.6769481,TRUE,5.65558030109967E-05,4.54171881773117E-05,3.45444555883869E-05,4.28208370417522E-05,1.43500872557507E-05,3.04698908576033E-05,2.2816040581628E-05,1.35578656919363E-05
AT5G23155, 3.5115603, 1.8121122, 0.0004962, 0.4461331,TRUE,1.42817684371204E-06,8.48919405183396E-07,1.16561046463882E-06,1.15213014462114E-06,3.61008484421401E-07,3.76171492069176E-07,2.82843478284645E-07,2.88465227488005E-07
Q4V3D6,0,-∞, 0.0203904, 0.827022,TRUE,0,0,0,0,9.02521211053502E-08,1.88085746034588E-07,2.82843478284645E-07,4.80775379146676E-07
F4JZS0, 0.1979,-2.3371565, 0.0006758, 0.520795,TRUE,8.66427285185303E-06,1.5492779144597E-05,1.47290776895269E-05,1.46896593439195E-05,6.89526205244876E-05,4.44822789371801E-05,7.37278666728641E-05,8.35587608956922E-05
Q6NNI3, 2.1132917, 1.0794919, 0.0228051, 0.8590757,TRUE,1.33296505413123E-06,1.91006866166264E-06,1.3775396400277E-06,1.44016268077642E-06,1.2635296954749E-06,8.46385857155647E-07,5.6568695656929E-07,1.9231015165867E-07
Q3E8R5, 4.4130733, 2.1417837, 0.0029756, 0.5773996,TRUE,7.57885845063188E-05,4.42499239951845E-05,4.3021622603942E-05,4.6661270857156E-05,1.37183224080132E-05,1.06268446509542E-05,1.91390753639276E-05,4.03851318483208E-06
Q949R3, 14.4042185, 3.8484195, 0.0365753, 0.8855558,TRUE,2.85635368742407E-07,3.18344776943773E-07,1.27157505233326E-06,8.64097608465852E-07,0,9.40428730172941E-08,0,9.61550758293351E-08
AT5G05235,0,-∞, 0.0240817, 0.8569011,TRUE,0,0,0,0,9.02521211053502E-08,9.40428730172941E-08,9.42811594282149E-08,0
