ID,Cluster,#1,#2,#3,#4,#5,#6,#7,#8,#9
Q84VY3,3,0.171323351625637,0.174561917265991,0.0357852193575235,0.180196323806007,0.155141552563766,0.0339719947802074,0.177484739270155,0.0357559340852096,0.0357789672455035
Q9C8J0,3,0.180887866251886,0.187774982871307,0.015334420548588,0.209368874796325,0.153052560423214,0.0151787920209433,0.207678955743951,0.0153720956644383,0.0153514516793472
F4IB68,3,0.183222747937998,0.188861050926586,0.0163505373631195,0.203329216270741,0.159313624617046,0.0162625579708564,0.199890600841732,0.0163980648448996,0.0163715992270209
Q9XIE3,3,0.180830488857581,0.186875589257484,0.017468856490101,0.204429012570792,0.154643338130272,0.0172208269150839,0.203536847738008,0.0175082172014782,0.0174868228392003
Q9SXD9,3,0.165653188411074,0.169708657835301,0.0397329118162134,0.180974920373483,0.147751645304101,0.036918469739587,0.17999250309065,0.0395867953103797,0.0396809081192107
F4HYV4,3,0.173450959434949,0.175749086605387,0.0352350130770302,0.176688811575995,0.162093895811427,0.0342942565508119,0.172009956805843,0.0352387490667081,0.0352392710718485
Q7XJK8,3,0.173450959434949,0.175749086605387,0.0352350130770302,0.176688811575995,0.162093895811427,0.0342942565508119,0.172009956805843,0.0352387490667081,0.0352392710718485
Q1PFE5,3,0.183542638360937,0.186769260418068,0.0218913521431968,0.190231644901863,0.165480243478992,0.0216688908125186,0.186554005336048,0.0219476628668014,0.0219143016815755
AT1G09287,3,0.173450959434949,0.175749086605387,0.0352350130770302,0.176688811575995,0.162093895811427,0.0342942565508119,0.172009956805843,0.0352387490667081,0.0352392710718485
Q9C971,3,0.18284395480511,0.186569603275455,0.0206328028319428,0.193498278289415,0.16451755281466,0.0206729771529968,0.189831625902018,0.0207480537661934,0.0206851511622082
Q9LZ92,3,0.177926443608825,0.181283178249632,0.0295320051994685,0.184111226253699,0.16042969773479,0.0284233430892292,0.179207373097035,0.0295454703850957,0.0295412623822256
Q38866,3,0.165972029088717,0.168968384432363,0.0416162693725392,0.175449739305778,0.152444867936976,0.0393919774262829,0.17310198103247,0.0414879538612146,0.0415667975436585
A0A1P8BD46,3,0.183053149721295,0.187368837245315,0.0201526800941749,0.195077737607897,0.163738615115789,0.0199927965425128,0.190238970539547,0.0202023407212612,0.020174872412208
A0A178U9K3,3,0.177283166311222,0.182439696128421,0.0237512179639601,0.196452748377067,0.155492708697114,0.0230778421426543,0.193991665881492,0.0237556810783715,0.0237552734196975
O81822,3,0.185257782705054,0.189455637397128,0.0184937048330914,0.195438450240024,0.165868924108228,0.0184519432413137,0.189962858371292,0.0185515933631778,0.0185191057406908
AT5G03235,3,0.170366929923293,0.173666334448855,0.0357360085882991,0.180856681000856,0.154561520348374,0.0342459464910405,0.179060300524329,0.0357537638798775,0.0357525147950752
Q9FMQ8,3,0.187273645368069,0.192016821316922,0.0182396032155823,0.195888091795715,0.16302750888257,0.0179086409025551,0.189083376449995,0.0182964199290738,0.0182658921395184
Q9FIR9,3,0.177367656500851,0.180707528910941,0.0288138134406032,0.185185114872954,0.160945677394724,0.0279693794056312,0.181367037471098,0.0288236017194654,0.0288201902837322
Q9FKN2,3,0.180113607538355,0.184931312452311,0.0202444694346001,0.198759359119353,0.157933110146341,0.0199828664081041,0.197412799908121,0.0203354600028612,0.0202870149899538
B3H5W1,3,0.173785559221615,0.175216817491798,0.0320836661112122,0.178435596692779,0.165779086005044,0.0321030880317712,0.178201713232097,0.0322407687809116,0.0321537044327718
Q84JL7,3,0.18564073110444,0.188909024375788,0.0160379729998024,0.196469096459674,0.168900286865244,0.0163787618765246,0.195426300090494,0.0161504814688372,0.0160873447591937
Q3E8I8,3,0.165972029088717,0.168968384432363,0.0416162693725392,0.175449739305778,0.152444867936976,0.0393919774262829,0.17310198103247,0.0414879538612146,0.0415667975436585
Q9FJL3,3,0.183210019920903,0.18795343236213,0.0200530647924375,0.196098993319339,0.161512175381779,0.0197536214309559,0.191255952409018,0.0200918223608165,0.0200709180226206
Q9FGM9,3,0.18622461537716,0.191808215129929,0.0152547178430632,0.202439400743153,0.160970613084209,0.0151851843896389,0.197537379914179,0.015303640141465,0.0152762333772028
Q9FHC8,3,0.180912077880677,0.187936655795995,0.0164281337281557,0.208128733012647,0.152099028024925,0.0161001112635697,0.205501547530957,0.0164534684890401,0.016440244274034
P27323,3,0.185257563061481,0.190319578135044,0.0174799530202211,0.198909160109867,0.161781214338445,0.0173157733457738,0.193908077297116,0.0175275214055041,0.0175011592865477
