ID,NodeType,weight,x,y,color,label
A0A178U7B6,3,1,1.39968192577362,6.30289030075073,#B03060,A0A178U7B6
A0A178U9K3,5,1,-0.140802338719368,7.57550573348999,#FFD700,A0A178U9K3
A0A178U9Q7,5,1,-0.0135216442868114,7.46576595306396,#FFD700,A0A178U9Q7
A0A178U9T0,2,1,-0.270034223794937,4.75391817092896,#00008B,A0A178U9T0
A0A178UA82,4,1,-0.655038177967072,6.89028453826904,#FF4500,A0A178UA82
A0A178UBW5,4,1,-1.08086574077606,5.74411964416504,#FF4500,A0A178UBW5
A0A178UJA7,3,1,0.362272918224335,4.84490585327148,#B03060,A0A178UJA7
A0A178URA3,1,1,1.21141695976257,7.29667615890503,#006400,A0A178URA3
A0A178USH6,1,1,1.08690130710602,6.99346828460693,#006400,A0A178USH6
A0A178UT14,3,1,0.224391415715218,6.10704183578491,#B03060,A0A178UT14
A0A178UT24,5,1,0.551414430141449,6.55886077880859,#FFD700,A0A178UT24
A0A178UTR4,5,1,-0.291596561670303,7.26886177062988,#FFD700,A0A178UTR4
A0A178UUI1,1,1,1.20752429962158,7.73413610458374,#006400,A0A178UUI1
A0A178UXE6,2,1,-0.415164351463318,4.28694868087769,#00008B,A0A178UXE6
A0A178UXQ0,1,1,2.02762389183044,6.88327074050903,#006400,A0A178UXQ0
A0A178V036,3,1,0.904970169067383,6.31050300598145,#B03060,A0A178V036
A0A178V1C5_1,1,1,1.75527834892273,7.47243356704712,#006400,A0A178V1C5_1
A0A178V1I8,4,1,-0.806203186511993,5.82291412353516,#FF4500,A0A178V1I8
A0A178V5T8,3,1,1.65322971343994,5.65159130096436,#B03060,A0A178V5T8
A0A178V5W7,2,1,0.148193031549454,4.85460424423218,#00008B,A0A178V5W7
A0A178V6H2,2,1,-0.104721166193485,4.34881067276001,#00008B,A0A178V6H2
A0A178VDD8,3,1,0.616481125354767,5.54869699478149,#B03060,A0A178VDD8
A0A178VHT8,1,1,1.59327387809753,7.07009649276733,#006400,A0A178VHT8
A0A178VPT1,5,1,0.395832538604736,6.6431884765625,#FFD700,A0A178VPT1
A0A178VQ81,3,1,0.91330474615097,4.8032112121582,#B03060,A0A178VQ81
A0A178VRB0,3,1,0.73306280374527,6.00722789764404,#B03060,A0A178VRB0
A0A178VRZ9,4,1,-1.63576233386993,5.4875340461731,#FF4500,A0A178VRZ9
A0A178VYM0,2,1,-0.528110980987549,4.38101768493652,#00008B,A0A178VYM0
A0A178W0F5,2,1,-0.00398063659667969,4.25639724731445,#00008B,A0A178W0F5
A0A178W2S0,2,1,-1.39416968822479,4.59276342391968,#00008B,A0A178W2S0
A0A178W501,5,1,0.36691078543663,6.45747327804565,#FFD700,A0A178W501
A0A178WAU2,3,1,0.565669596195221,6.22867012023926,#B03060,A0A178WAU2
A0A178WBQ2,3,1,0.990669012069702,5.550705909729,#B03060,A0A178WBQ2
A0A178WCQ2,3,1,0.674749612808228,4.77127122879028,#B03060,A0A178WCQ2
A0A178WEM2,4,1,-0.450365513563156,6.12751817703247,#FF4500,A0A178WEM2
A0A178WFX1,4,1,-1.15712296962738,6.03079080581665,#FF4500,A0A178WFX1
A0A178WGQ1,2,1,-1.50973272323608,5.27078533172607,#00008B,A0A178WGQ1
A0A178WJA3,5,1,0.514211416244507,7.42673301696777,#FFD700,A0A178WJA3
A0A178WJH4,4,1,-1.40429270267487,6.83644723892212,#FF4500,A0A178WJH4
A0A178WJZ2,2,1,-0.825569272041321,5.19439888000488,#00008B,A0A178WJZ2
A0A178WL27,4,1,-0.341789215803146,6.24810171127319,#FF4500,A0A178WL27
A0A178WNJ1,2,1,-1.03720057010651,5.28826808929443,#00008B,A0A178WNJ1
A0A178WPD2,1,1,1.41354405879974,7.52196216583252,#006400,A0A178WPD2
A0A1I9LNF2,2,1,-0.580299198627472,5.19791269302368,#00008B,A0A1I9LNF2
A0A1I9LPN5,5,1,0.0661197677254677,6.70038175582886,#FFD700,A0A1I9LPN5
A0A1I9LQ55,3,1,1.128014087677,5.96709489822388,#B03060,A0A1I9LQ55
A0A1I9LQT8,2,1,-0.892533481121063,5.01602029800415,#00008B,A0A1I9LQT8
A0A1I9LQX0,2,1,-0.824123620986938,4.84814357757568,#00008B,A0A1I9LQX0
A0A1I9LSN5,5,1,0.359388530254364,7.37633800506592,#FFD700,A0A1I9LSN5
A0A1P8AMN4,3,1,1.61101806163788,6.14370203018188,#B03060,A0A1P8AMN4
A0A1P8ANS8,2,1,-0.742567777633667,4.85616064071655,#00008B,A0A1P8ANS8
A0A1P8AP20,4,1,0.11467757076025,6.14779043197632,#FF4500,A0A1P8AP20
A0A1P8APK5,2,1,0.175620436668396,4.98749160766602,#00008B,A0A1P8APK5
A0A1P8APL7,1,1,1.67465996742249,7.64989709854126,#006400,A0A1P8APL7
A0A1P8AQK1,2,1,0.251897752285004,4.82929277420044,#00008B,A0A1P8AQK1
A0A1P8AQT5,4,1,-1.12032318115234,6.44574213027954,#FF4500,A0A1P8AQT5
A0A1P8AR77,4,1,-0.259434580802917,6.19384956359863,#FF4500,A0A1P8AR77
A0A1P8ASI5,4,1,-0.433681011199951,6.16490697860718,#FF4500,A0A1P8ASI5
A0A1P8ATQ1,3,1,0.275124907493591,5.25823259353638,#B03060,A0A1P8ATQ1
A0A1P8AUP1,4,1,-0.0916793793439865,6.05495738983154,#FF4500,A0A1P8AUP1
A0A1P8AXQ6,4,1,-0.818934917449951,5.78537464141846,#FF4500,A0A1P8AXQ6
A0A1P8AXS6,5,1,0.646411240100861,7.13161277770996,#FFD700,A0A1P8AXS6
A0A1P8AXS8,4,1,-0.860595881938934,5.87926244735718,#FF4500,A0A1P8AXS8
A0A1P8B058,2,1,-0.166710063815117,5.34569787979126,#00008B,A0A1P8B058
A0A1P8B2C0,2,1,-1.21675968170166,4.2619571685791,#00008B,A0A1P8B2C0
