fromNode,toNode,value,interaction_type,selfLoop,label,guid
O81913,Q8LAH7,1,,False,,0
Q9FWX8,Q94JR6,1,,False,,1
Q9ZWB4,Q9S7I2,1,,False,,10
Q9C8J6,Q9S7I2,1,,False,,100
F4JH46,Q9S7I2,1,,False,,1000
F4JH46,P48421,1,,False,,1001
A0A1P8B8B4,Q8LAH7,1,,False,,1002
O81301,Q8LAH7,1,,False,,1003
O81301,Q9LE06,1,,False,,1004
O81301,Q94JR6,1,,False,,1005
O81301,Q9S7I2,1,,False,,1006
O81301,P48421,1,,False,,1007
A0A178V3G1,Q9LE06,1,,False,,1008
A0A178V3G1,Q94JR6,1,,False,,1009
AT1G07753,Q9LE06,1,,False,,101
A0A178V3G1,Q9S7I2,1,,False,,1010
A0A178V3G1,P48421,1,,False,,1011
AT4G04223,Q8LAH7,1,,False,,1012
AT4G04223,Q94JR6,1,,False,,1013
AT4G04223,Q9S7I2,1,,False,,1014
Q9M0Z9,Q8LAH7,1,,False,,1015
Q8GWF4,Q8LAH7,1,,False,,1016
Q9S9T4,Q8LAH7,1,,False,,1017
Q9S9T4,O81346,1,,False,,1018
A0A178UXQ0,Q9S7I2,1,,False,,1019
AT1G07753,Q94JR6,1,,False,,102
Q9M0S8,Q9LE06,1,,False,,1020
Q9M0S8,Q94JR6,1,,False,,1021
Q9M0S8,Q9S7I2,1,,False,,1022
Q9M0S8,P48421,1,,False,,1023
Q84TI7,Q94JR6,1,,False,,1024
Q38838,Q94JR6,1,,False,,1025
AT4G05945,Q8LAH7,1,,False,,1026
Q9STH4,Q8LAH7,1,,False,,1027
A0A178V1C5_1,Q9S7I2,1,,False,,1028
Q9SU32,Q9LE06,1,,False,,1029
AT1G07753,Q9S7I2,1,,False,,103
Q9SU32,Q94JR6,1,,False,,1030
Q9SU32,Q9S7I2,1,,False,,1031
Q9SU32,P48421,1,,False,,1032
Q9S7I2,Q9FWX8,1,,False,,1033
Q9S7I2,Q9SRY5,1,,False,,1034
Q9S7I2,AT1G04223,1,,False,,1035
Q9S7I2,Q9ZWB4,1,,False,,1036
Q9S7I2,A0A1P8AUV9,1,,False,,1037
Q9S7I2,AT1G04743,1,,False,,1038
Q9S7I2,Q9LE79,1,,False,,1039
AT1G07753,P48421,1,,False,,104
Q9S7I2,AT1G05017,1,,False,,1040
Q9S7I2,F4I177,1,,False,,1041
Q9S7I2,F4I1A6,1,,False,,1042
Q9S7I2,Q9LM21,1,,False,,1043
Q9S7I2,AT1G06153,1,,False,,1044
Q9S7I2,A0A1P8AU14,1,,False,,1045
Q9S7I2,AT1G06463,1,,False,,1046
Q9S7I2,Q9C615,1,,False,,1047
Q9S7I2,AT1G06963,1,,False,,1048
Q9S7I2,Q944S3,1,,False,,1049
A0A178WC31,Q9LE06,1,,False,,105
Q9S7I2,F4HV37,1,,False,,1050
Q9S7I2,Q9C6C8,1,,False,,1051
Q9S7I2,Q9C8J6,1,,False,,1052
Q9S7I2,AT1G07753,1,,False,,1053
Q9S7I2,A0A178WC31,1,,False,,1054
Q9S7I2,Q9SYF3,1,,False,,1055
Q9S7I2,AT1G54355,1,,False,,1056
Q9S7I2,A8MRV9,1,,False,,1057
Q9S7I2,Q5E930,1,,False,,1058
Q9S7I2,F4HYV4,1,,False,,1059
A0A178WC31,Q94JR6,1,,False,,106
Q9S7I2,Q9CAC7,1,,False,,1060
Q9S7I2,AT1G08697,1,,False,,1061
Q9S7I2,Q1G3X9,1,,False,,1062
Q9S7I2,Q9SS00,1,,False,,1063
Q9S7I2,Q9C8Y5,1,,False,,1064
Q9S7I2,Q3ECH2,1,,False,,1065
Q9S7I2,F4I5D5,1,,False,,1066
Q9S7I2,Q9C7T1,1,,False,,1067
Q9S7I2,Q9C6B9,1,,False,,1068
Q9S7I2,AT1G74205,1,,False,,1069
A0A178WC31,Q9S7I2,1,,False,,107
Q9S7I2,AT1G09523,1,,False,,1070
Q9S7I2,Q9S7T5,1,,False,,1071
Q9S7I2,Q1G324,1,,False,,1072
Q9S7I2,Q9LX16,1,,False,,1073
Q9S7I2,Q9FT64,1,,False,,1074
Q9S7I2,Q9LY94,1,,False,,1075
