ID,NodeType,weight,x,y,color,label
Q3EDG6,5,1,-1.88203680515289,6.09639835357666,#FFD700,Q3EDG6
Q42431,1,1,-1.13303446769714,8.70384216308594,#006400,Q42431
Q45GK4,1,1,-0.951223015785217,8.39858436584473,#006400,Q45GK4
Q4V3D6,2,1,-3.83593416213989,6.44411659240723,#00008B,Q4V3D6
Q56YG6,2,1,-4.03876638412476,6.89015007019043,#00008B,Q56YG6
Q56YI8,2,1,-3.07421064376831,6.4990930557251,#00008B,Q56YI8
Q5E930,3,1,-1.34685456752777,7.86692476272583,#B03060,Q5E930
Q5PP62,5,1,-1.75601255893707,6.42126703262329,#FFD700,Q5PP62
Q5XV21,5,1,-1.69250762462616,6.90962886810303,#FFD700,Q5XV21
Q67Y55,1,1,-1.28461873531342,8.05264186859131,#006400,Q67Y55
Q6DSS2,2,1,-3.41277718544006,6.99619722366333,#00008B,Q6DSS2
Q6ICW9,4,1,-3.52463984489441,8.44911956787109,#FF4500,Q6ICW9
Q6NLH4,3,1,-1.42578101158142,7.74533939361572,#B03060,Q6NLH4
Q6NNI3,3,1,-1.5351687669754,7.21192693710327,#B03060,Q6NNI3
Q7PC84,3,1,-1.85170435905457,7.24423503875732,#B03060,Q7PC84
Q7Y232,2,1,-2.9853572845459,6.191565990448,#00008B,Q7Y232
Q84JC2,4,1,-2.48243165016174,8.8923454284668,#FF4500,Q84JC2
Q84JK2,4,1,-2.82196998596191,7.40749025344849,#FF4500,Q84JK2
Q84TI7,4,1,-2.81309986114502,7.98037958145142,#FF4500,Q84TI7
Q84UV0,2,1,-3.08370161056519,5.50429916381836,#00008B,Q84UV0
Q84WJ6,5,1,-1.80011975765228,6.8767237663269,#FFD700,Q84WJ6
Q8GW96,2,1,-3.54947113990784,7.16178941726685,#00008B,Q8GW96
Q8GWF1,2,1,-2.69260406494141,6.5606164932251,#00008B,Q8GWF1
Q8GWF4,2,1,-3.36874604225159,6.34664726257324,#00008B,Q8GWF4
Q8GX37,1,1,-0.850542843341827,8.85800647735596,#006400,Q8GX37
Q8GXE6,5,1,-2.24632906913757,6.45558309555054,#FFD700,Q8GXE6
Q8L616,5,1,-2.49908018112183,6.59669542312622,#FFD700,Q8L616
Q8L7D5,2,1,-2.88801765441895,6.08425521850586,#00008B,Q8L7D5
Q8LAH7,5,1,-1.64018332958221,6.77897500991821,#FFD700,Q8LAH7
Q8LCC1,2,1,-3.35387778282166,6.9317569732666,#00008B,Q8LCC1
Q8RWE5,1,1,-1.36049032211304,8.56381034851074,#006400,Q8RWE5
Q8RXC3,3,1,-1.56448519229889,7.34113502502441,#B03060,Q8RXC3
Q8S8N1,5,1,-2.1523962020874,7.29691600799561,#FFD700,Q8S8N1
Q8VZE9,4,1,-3.32484722137451,7.65844917297363,#FF4500,Q8VZE9
Q8VZK8,1,1,-0.740336239337921,8.742262840271,#006400,Q8VZK8
Q8W1E3,3,1,-1.5340062379837,7.25042676925659,#B03060,Q8W1E3
Q93V43,4,1,-2.46921753883362,7.85311031341553,#FF4500,Q93V43
Q93WK6,1,1,-1.51936447620392,8.75868320465088,#006400,Q93WK6
Q93WT0,4,1,-3.56173968315125,7.50123310089111,#FF4500,Q93WT0
Q93WU8,2,1,-2.68272042274475,6.41843128204346,#00008B,Q93WU8
Q93WU9,2,1,-2.66760683059692,7.03363466262817,#00008B,Q93WU9
Q940Z5,5,1,-1.749103307724,6.49873447418213,#FFD700,Q940Z5
Q944S3,1,1,-2.20081520080566,8.58700847625732,#006400,Q944S3
Q949R3,4,1,-2.44630861282349,8.11468410491943,#FF4500,Q949R3
Q94CK4,2,1,-3.32372736930847,6.31527376174927,#00008B,Q94CK4
Q94ID3,4,1,-2.04344868659973,7.74037218093872,#FF4500,Q94ID3
Q94JR6,4,1,-3.16287231445313,8.86688995361328,#FF4500,Q94JR6
Q96305,4,1,-2.66627621650696,7.75606775283813,#FF4500,Q96305
Q9C5T4,5,1,-1.87368726730347,7.12644910812378,#FFD700,Q9C5T4
Q9C615,1,1,-1.84511148929596,7.91235542297363,#006400,Q9C615
Q9C6B9,4,1,-2.95014667510986,7.91318464279175,#FF4500,Q9C6B9
Q9C6C8,1,1,-1.51767778396606,8.2096700668335,#006400,Q9C6C8
Q9C6H5,2,1,-3.69152164459229,5.86572360992432,#00008B,Q9C6H5
Q9C7T1,3,1,-1.00662589073181,6.60501670837402,#B03060,Q9C7T1
Q9C8J4,2,1,-2.88836026191711,6.2278995513916,#00008B,Q9C8J4
Q9C8J6,4,1,-2.28952121734619,7.99328422546387,#FF4500,Q9C8J6
Q9C8Y5,1,1,-1.69196355342865,8.24978733062744,#006400,Q9C8Y5
Q9CAC7,1,1,-1.27085673809052,8.38783168792725,#006400,Q9CAC7
Q9CAE7,2,1,-3.25894403457642,5.96096134185791,#00008B,Q9CAE7
Q9FG67,1,1,-0.903388381004333,8.1731014251709,#006400,Q9FG67
Q9FHE8,1,1,-0.551300525665283,8.48111152648926,#006400,Q9FHE8
Q9FI37,5,1,-2.12046480178833,5.75299453735352,#FFD700,Q9FI37
Q9FI39,3,1,-0.400963664054871,7.24595260620117,#B03060,Q9FI39
Q9FIC8,4,1,-2.62747979164124,8.47110748291016,#FF4500,Q9FIC8
Q9FIG8,1,1,-1.10329961776733,8.5180492401123,#006400,Q9FIG8
Q9FIY6,4,1,-2.99038696289063,8.19399452209473,#FF4500,Q9FIY6
Q9FJ49,3,1,-1.04120361804962,7.53633880615234,#B03060,Q9FJ49
Q9FK75,1,1,-2.20761632919312,9.19649600982666,#006400,Q9FK75
Q9FKK9,5,1,-2.3475067615509,5.54011249542236,#FFD700,Q9FKK9
Q9FKP1,2,1,-2.84841418266296,6.89206457138062,#00008B,Q9FKP1
Q9FKQ5,3,1,-1.04577457904816,7.52891302108765,#B03060,Q9FKQ5
Q9FKT9,3,1,-1.87282252311707,7.34253883361816,#B03060,Q9FKT9
Q9FKW9,3,1,-0.783897459506989,6.98129844665527,#B03060,Q9FKW9
Q9FL35,3,1,-1.0704357624054,7.34940195083618,#B03060,Q9FL35
Q9FLE2,3,1,-1.24667835235596,7.32088327407837,#B03060,Q9FLE2
Q9FLH9,3,1,-1.21075665950775,7.88839054107666,#B03060,Q9FLH9
Q9FLI4,1,1,-1.08058905601501,9.18624591827393,#006400,Q9FLI4
Q9FLK4,3,1,-1.31642055511475,7.13332080841064,#B03060,Q9FLK4
Q9FLT4,4,1,-3.24686932563782,7.77834606170654,#FF4500,Q9FLT4
Q9FM36,4,1,-3.84020709991455,7.87985372543335,#FF4500,Q9FM36
Q9FML4,3,1,-0.866806030273438,7.9277400970459,#B03060,Q9FML4
Q9FMS7,5,1,-2.49281620979309,7.02868032455444,#FFD700,Q9FMS7
Q9FNK0,2,1,-3.65688490867615,6.33139085769653,#00008B,Q9FNK0
Q9FPR6,1,1,-2.12407636642456,8.92672920227051,#006400,Q9FPR6
Q9FT64,4,1,-3.04346418380737,8.34630680084229,#FF4500,Q9FT64
Q9FVI6,4,1,-2.23216843605042,8.05222702026367,#FF4500,Q9FVI6
Q9FWX8,3,1,-0.509497940540314,7.14252281188965,#B03060,Q9FWX8
Q9FY65,3,1,-1.18726420402527,6.59531450271606,#B03060,Q9FY65
Q9FYE0,2,1,-3.0990731716156,7.05787801742554,#00008B,Q9FYE0
Q9FYG6,4,1,-3.18710780143738,8.09643173217773,#FF4500,Q9FYG6
Q9FZE4,2,1,-2.78735637664795,6.30207443237305,#00008B,Q9FZE4
Q9LDE1,1,1,-1.37763440608978,8.25875854492188,#006400,Q9LDE1
Q9LDR8,3,1,-0.689947485923767,6.78454732894897,#B03060,Q9LDR8
Q9LE06,5,1,-1.56353712081909,6.80206727981567,#FFD700,Q9LE06
Q9LE44,3,1,-1.75240051746368,7.56439828872681,#B03060,Q9LE44
Q9LE79,1,1,-1.59707427024841,8.07386875152588,#006400,Q9LE79
Q9LEZ7,5,1,-1.93896210193634,6.34591722488403,#FFD700,Q9LEZ7
Q9LFR3,4,1,-2.0890998840332,8.01682472229004,#FF4500,Q9LFR3
Q9LHA1,5,1,-2.06201767921448,6.97204875946045,#FFD700,Q9LHA1
Q9LIJ0,5,1,-1.99019265174866,6.1609058380127,#FFD700,Q9LIJ0
Q9LIM9,2,1,-3.84131693840027,6.65630292892456,#00008B,Q9LIM9
Q9LIQ1,2,1,-3.85606861114502,7.3529634475708,#00008B,Q9LIQ1
Q9LJF1,1,1,-1.27616667747498,9.3763484954834,#006400,Q9LJF1
Q9LM21,1,1,-1.70394945144653,8.13907623291016,#006400,Q9LM21
Q9LMC8,5,1,-2.47290372848511,6.87924480438232,#FFD700,Q9LMC8
Q9LNS5,5,1,-1.68133759498596,6.17324304580688,#FFD700,Q9LNS5
Q9LR44,5,1,-2.32485890388489,6.55187129974365,#FFD700,Q9LR44
Q9LRM4,3,1,-1.25606095790863,7.1863865852356,#B03060,Q9LRM4
Q9LRR2,3,1,-1.75786161422729,7.49422979354858,#B03060,Q9LRR2
Q9LRW9,2,1,-2.65217757225037,6.46174335479736,#00008B,Q9LRW9
Q9LS06,2,1,-3.58802223205566,5.93835926055908,#00008B,Q9LS06
Q9LS86,2,1,-3.75804138183594,7.24157857894897,#00008B,Q9LS86
Q9LSI7,5,1,-2.02647137641907,6.55074691772461,#FFD700,Q9LSI7
Q9LSJ5,2,1,-3.14102411270142,6.37660980224609,#00008B,Q9LSJ5
Q9LSS8,5,1,-1.93163645267487,6.01448488235474,#FFD700,Q9LSS8
Q9LTH9,4,1,-2.62033176422119,8.59931945800781,#FF4500,Q9LTH9
Q9LTP5,1,1,-2.13790130615234,8.57514667510986,#006400,Q9LTP5
Q9LV63,5,1,-2.5746636390686,6.17289257049561,#FFD700,Q9LV63
Q9LX16,1,1,-1.32771182060242,9.10327625274658,#006400,Q9LX16
Q9LXE7,1,1,-1.15160155296326,8.66205215454102,#006400,Q9LXE7
Q9LY00,4,1,-3.69391369819641,7.94852161407471,#FF4500,Q9LY00
Q9LY61,5,1,-2.30192494392395,7.0736141204834,#FFD700,Q9LY61
Q9LY72,4,1,-2.77246165275574,8.70654201507568,#FF4500,Q9LY72
Q9LY94,3,1,-0.875851035118103,7.71482181549072,#B03060,Q9LY94
Q9LYJ3,2,1,-3.00055003166199,5.76538324356079,#00008B,Q9LYJ3
Q9LYP8,4,1,-3.0918242931366,7.50582122802734,#FF4500,Q9LYP8
Q9LZV9,4,1,-2.68682146072388,7.96781301498413,#FF4500,Q9LZV9
Q9M080,3,1,-1.15390837192535,6.8934965133667,#B03060,Q9M080
Q9M0D8,3,1,-1.84269762039185,7.72759437561035,#B03060,Q9M0D8
Q9M0S8,1,1,-1.0421314239502,9.23792552947998,#006400,Q9M0S8
Q9M0Z9,5,1,-1.55862653255463,6.31221437454224,#FFD700,Q9M0Z9
Q9M1B9,3,1,-0.544707536697388,7.03269481658936,#B03060,Q9M1B9
Q9M1F7,2,1,-3.74253463745117,6.40814638137817,#00008B,Q9M1F7
Q9M1I2,3,1,-1.30141723155975,7.54900979995728,#B03060,Q9M1I2
Q9M2C3,4,1,-2.73082327842712,7.31661224365234,#FF4500,Q9M2C3
Q9M2Q2,3,1,-1.05172574520111,7.07458448410034,#B03060,Q9M2Q2
Q9M2Y9,3,1,-1.69610011577606,7.10361671447754,#B03060,Q9M2Y9
Q9M2Z8,4,1,-2.90480661392212,7.46083116531372,#FF4500,Q9M2Z8
Q9M880,3,1,-0.584131360054016,7.95313215255737,#B03060,Q9M880
Q9M886,3,1,-1.86988008022308,7.4913330078125,#B03060,Q9M886
Q9MAQ3,5,1,-1.76383972167969,6.64827299118042,#FFD700,Q9MAQ3
Q9S702,5,1,-1.19752240180969,6.09827136993408,#FFD700,Q9S702
Q9S728,3,1,-0.879881203174591,6.78481245040894,#B03060,Q9S728
Q9S7I2,4,1,-2.71884799003601,7.42956495285034,#FF4500,Q9S7I2
Q9S7T5,4,1,-3.23946523666382,8.6909122467041,#FF4500,Q9S7T5
Q9S7T7,5,1,-1.09112548828125,6.28005027770996,#FFD700,Q9S7T7
Q9S7T9,4,1,-3.1173939704895,7.95506191253662,#FF4500,Q9S7T9
Q9S9T4,2,1,-3.1343457698822,6.76321649551392,#00008B,Q9S9T4
Q9SFV6,1,1,-1.99660873413086,8.09512901306152,#006400,Q9SFV6
Q9SG92,3,1,-0.868620455265045,7.11895418167114,#B03060,Q9SG92
Q9SGP6,2,1,-3.39368152618408,7.34318161010742,#00008B,Q9SGP6
Q9SHC2,4,1,-2.22710680961609,7.37588882446289,#FF4500,Q9SHC2
Q9SHH7,2,1,-3.82017254829407,6.12764883041382,#00008B,Q9SHH7
Q9SHT4,2,1,-3.28011059761047,6.21636056900024,#00008B,Q9SHT4
Q9SI38,3,1,-0.960723519325256,7.52816581726074,#B03060,Q9SI38
Q9SIE6,1,1,-2.36049127578735,9.32775688171387,#006400,Q9SIE6
Q9SJY8,5,1,-1.81115353107452,5.66565322875977,#FFD700,Q9SJY8
Q9SKB7,4,1,-2.95068907737732,7.832435131073,#FF4500,Q9SKB7
Q9SMP6,4,1,-2.49701881408691,8.16833209991455,#FF4500,Q9SMP6
Q9SMU8,3,1,-1.06662750244141,6.48959159851074,#B03060,Q9SMU8
Q9SRY5,1,1,-1.59053289890289,9.28068256378174,#006400,Q9SRY5
Q9SS00,1,1,-1.32386231422424,9.31992626190186,#006400,Q9SS00
Q9STH4,5,1,-2.23891735076904,6.95247220993042,#FFD700,Q9STH4
Q9STJ7,5,1,-2.10079407691956,6.33119964599609,#FFD700,Q9STJ7
Q9SU32,4,1,-3.16351699829102,8.43525791168213,#FF4500,Q9SU32
Q9SX48,5,1,-1.44711446762085,6.40462350845337,#FFD700,Q9SX48
Q9SXA7,4,1,-2.90563440322876,7.78593349456787,#FF4500,Q9SXA7
Q9SYF3,4,1,-2.48442101478577,8.17681694030762,#FF4500,Q9SYF3
