	class	0.1_0	0.07_0	0.05_0	1_0	0.7_0	0.2_0	0.5_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	0.02_0	Pfam_desc	cor
PF10096	+	0.000	0.000	0.000	0.054	0.049	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterized protein conserved in bacteria (DUF2334)	0.019
PF10926	-	0.000	0.000	0.000	-0.073	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2800)	-0.009
PF04191	-	0.000	0.000	0.000	-0.039	-0.035	0.000	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	Phospholipid methyltransferase	-0.009
PF02553	+	0.000	0.000	0.000	0.150	0.158	0.000	0.138	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt transport protein component CbiN	-0.015
PF09371	-	0.000	0.000	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Tex-like protein N-terminal domain	-0.022
PF00081	-	0.000	0.000	0.000	-0.077	-0.063	-0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	Iron/manganese superoxide dismutases, alpha-hairpin domain	-0.034
PF02777	-	0.000	0.000	0.000	0.000	-0.011	-0.005	-0.023	0.000	0.000	0.000	0.000	0.000	0.000	Iron/manganese superoxide dismutases, C-terminal domain	-0.034
PF03887	+	0.000	0.000	0.000	0.056	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	YfbU domain	-0.054
PF01590	-	0.000	0.000	0.000	-0.123	-0.080	0.000	-0.030	0.000	0.000	0.000	0.000	0.000	0.000	GAF domain	-0.097
PF10418	-	0.000	0.000	0.000	-0.049	-0.031	0.000	-0.010	0.000	0.000	0.000	0.000	0.000	0.000	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	-0.113
PF13088	-	0.000	0.000	0.000	-0.058	-0.042	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	BNR repeat-like domain	-0.119
PF05448	-	0.000	0.000	0.000	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Acetyl xylan esterase (AXE1)	-0.119
PF02749	+	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Quinolinate phosphoribosyl transferase, N-terminal domain	-0.129
PF07366	-	0.000	0.000	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	SnoaL-like polyketide cyclase	-0.143
PF14378	-	0.000	0.000	0.000	-0.029	-0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	PAP2 superfamily	-0.143
PF03459	-	0.000	0.000	0.000	-0.234	-0.190	-0.069	-0.153	0.000	0.000	0.000	0.000	0.000	0.000	TOBE domain	-0.147
PF09704	-	0.000	0.000	0.000	-0.043	-0.047	0.000	-0.048	0.000	0.000	0.000	0.000	0.000	0.000	CRISPR-associated protein (Cas_Cas5)	-0.152
PF03733	-	0.000	0.000	0.000	-0.049	-0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF307)	-0.163
PF05973	-	0.000	0.000	0.000	-0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage derived protein Gp49-like (DUF891)	-0.168
PF02446	-	0.000	0.000	0.000	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4-alpha-glucanotransferase	-0.178
PF02277	-	0.000	0.000	0.000	-0.156	-0.146	0.000	-0.118	0.000	0.000	0.000	0.000	0.000	0.000	Phosphoribosyltransferase	-0.209
PF13386	-	0.000	0.000	0.000	-0.041	-0.040	-0.033	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome C biogenesis protein transmembrane region	-0.295
