	class	1_0	0.7_0	0.5_0	0.2_0	0.1_0	0.05_0	0.07_0	0.02_0	0.001_0	0.002_0	0.005_0	0.007_0	0.01_0	Pfam_desc	cor
PF02796	+	0.000	0.002	0.018	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Helix-turn-helix domain of resolvase	0.193
PF05426	-	-0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alginate lyase	0.185
PF10029	-	-0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Predicted periplasmic protein (DUF2271)	0.160
PF03235	+	0.126	0.132	0.079	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function DUF262	0.148
PF07055	-	-0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Enoyl reductase FAD binding domain	0.148
PF00908	-	-0.217	-0.086	-0.083	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	dTDP-4-dehydrorhamnose 3,5-epimerase	0.129
PF11086	-	-0.083	-0.114	-0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Protein of unknown function (DUF2878)	0.056
PF07508	-	-0.089	0.000	-0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Recombinase	0.044
PF10670	-	0.000	-0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4198)	0.036
PF03524	-	0.000	-0.037	-0.044	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Conjugal transfer protein	-0.008
PF04313	-	0.000	-0.067	-0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Type I restriction enzyme R protein N terminus (HSDR_N)	-0.018
PF07484	-	-0.141	-0.150	-0.111	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Phage Tail Collar Domain	-0.036
PF13499	-	-0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	EF-hand domain pair	-0.068
PF00480	-	0.000	-0.078	-0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	ROK family	-0.075
PF08719	-	0.000	-0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF1768)	-0.076
PF13087	-	-0.052	-0.028	-0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AAA domain	-0.076
PF06293	-	0.000	-0.092	-0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Lipopolysaccharide kinase (Kdo/WaaP) family	-0.093
PF00468	-	-0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribosomal protein L34	-0.102
PF08544	-	-0.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GHMP kinases C terminal	-0.110
PF08843	-	-0.075	-0.040	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Nucleotidyl transferase of unknown function (DUF1814)	-0.129
PF13676	-	-0.160	-0.214	-0.178	-0.121	-0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	TIR domain	-0.170
PF00041	-	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Fibronectin type III domain	-0.170
PF03547	-	-0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Membrane transport protein	-0.194
PF01548	-	0.000	0.000	-0.010	-0.115	-0.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Transposase	-0.242
PF00245	-	0.000	0.000	-0.081	-0.091	-0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Alkaline phosphatase	-0.257
PF02361	-	-0.099	0.000	-0.002	-0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cobalt transport protein	-0.258
PF03681	-	-0.291	-0.233	-0.206	-0.092	-0.046	0.000	-0.011	0.000	0.000	0.000	0.000	0.000	0.000	Uncharacterised protein family (UPF0150)	-0.272
PF01769	-	-0.079	-0.056	-0.033	-0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Divalent cation transporter	-0.273
PF03806	-	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	AbgT putative transporter family	-0.306
PF03448	-	-0.179	-0.255	-0.263	-0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	MgtE intracellular N domain	-0.345
PF01112	-	0.000	-0.058	-0.059	-0.146	-0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Asparaginase	-0.346
PF14537	-	-0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Cytochrome c3	-0.358
PF02502	-	0.000	-0.106	-0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ribose/Galactose Isomerase	-0.361
PF01633	-	0.000	-0.110	-0.077	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Choline/ethanolamine kinase	-0.500
PF13698	-	0.000	0.000	0.000	-0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Domain of unknown function (DUF4156)	-0.503
PF03738	-	-0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Glutathionylspermidine synthase preATP-grasp	-0.538
